PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Fred Warner,2560917,LB,SF,@MIN,5,3.12,0.16,0.31,0.12,0.12,,,,,,,,0.62,0.31,,,12.70,2,1,32.03,19.33
Dennis Gardeck,2561200,LB,ARI,LAR,1.83,0.53,0.27,0.24,,0.06,0.06,,,,,,,,,,,4.23,104,2,26.00,21.77
Blake Cashman,2562496,LB,MIN,SF,3.04,2.52,0.14,0.29,,,0.06,,,,,,,0.23,0.29,,,7.57,55,3,23.80,16.23
Robert Spillane,2561596,LB,LV,@BAL,3.88,2.39,0.11,0.32,0.05,0.05,0.05,,,,,,,0.21,0.21,1.01,,9.02,40,4,22.30,13.28
Germaine Pratt,2562702,LB,CIN,@KC,3.25,2.8,0.08,0.39,0.06,0.11,0.06,,,,,,,0.17,0.11,0.22,,8.44,45,5,20.90,12.46
Henry To'oTo'o,2569831,LB,HOU,CHI,2.56,1.75,,0.06,,0.06,,,,,,,,0.12,0.06,,,5.52,84,6,19.90,14.38
Odafe Oweh,2565848,LB,BAL,LV,1.58,0.88,0.25,0.32,,0.13,0.06,,,,,,,,0.76,,,4.77,97,7,19.60,14.83
Micah McFadden,2568003,LB,NYG,@WAS,3.68,2.29,0.11,0.59,0.05,,0.11,,,,,,,0.21,0.27,,,8.94,41,8,19.00,10.06
Jamien Sherwood,2565762,LB,NYJ,@TEN,1.45,1.16,,,,,,,,,,,,,,,,2.87,124,9,18.40,15.53
Devin Lloyd,2567751,LB,JAX,CLE,4.46,2.99,,0.06,0.06,,0.11,,,,,,,0.45,0.11,,,10.07,27,10,18.30,8.23
Tremaine Edmunds,2560713,LB,CHI,@HOU,4.03,2.66,0.06,0.36,0.06,,,,,,,,,0.41,0.12,0.53,,9.61,32,11,17.80,8.19
David Long,2562799,LB,MIA,BUF,2.96,1.75,0.06,0.3,,,,,,,,,,0.12,0.18,,,6.45,71,12,17.70,11.25
Jared Verse,2572213,LB,LAR,@ARI,1.85,1.3,0.37,0.31,,0.06,0.06,,,,,,,,,,,5.03,91,13,17.60,12.57
Harold Landry,2560784,LB,TEN,NYJ,2.56,1.45,0.61,0.78,,,,,,,,,,0.17,1.17,,,8.11,51,14,16.60,8.49
Patrick Jones II,2566307,LB,MIN,SF,0.49,0.33,0.05,0.11,,,,,,,,,,,,,,1.20,205,15,16.30,15.1
Azeez Al-Shaair,2562462,LB,HOU,CHI,4.62,2.74,0.06,0.37,,,0.06,,,,,,,0.19,0.25,,,9.91,28,16,15.90,5.99
Shaq Thompson,2552447,LB,CAR,LAC,3.06,2.21,,0.34,,,,,,,,,,0.17,0.11,,,6.91,64,17,15.60,8.69
Josey Jewell,2560763,LB,CAR,LAC,3.54,2.87,0.11,0.22,,0.11,0.11,,,,,,,0.11,0.22,,,8.46,44,18,14.80,6.34
Kyle Van Noy,2543699,LB,BAL,LV,1.14,0.63,0.32,0.38,,0.13,0.06,,,,,,,0.19,0.51,,,4.54,100,19,14.50,9.96
E.J. Speed,2562955,LB,IND,@GB,2.42,1.9,0.03,0.46,,0.12,,,,,,,,0.17,0.12,,,6.43,72,20,14.40,7.97
Quincy Williams,2562954,LB,NYJ,@TEN,4.87,2.35,0.11,0.74,0.06,0.11,,,,,,,,0.46,0.23,0.52,,11.92,5,21,14.20,2.28
Zaire Franklin,2561155,LB,IND,@GB,5.5,3.85,0.08,0.11,0.06,0.11,,,,,,,,0.33,0.22,0.61,,12.44,3,22,14.00,1.56
Jordan Hicks,2552315,LB,CLE,@JAX,3.59,2.48,0.08,0.32,0.05,0.05,0.05,,,,,,,,,,,7.91,54,23,14.00,6.09
Alex Singleton,2553739,LB,DEN,PIT,5.21,3.03,0.05,0.27,0.05,0.05,0.05,,,,,,,0.21,0.21,1.33,,11.21,11,24,14.00,2.79
Andrew Van Ginkel,2562768,LB,MIN,SF,2.02,1.46,0.31,0.34,0.06,,0.06,,,,,,,0.39,0.9,1.8,,6.79,66,25,14.00,7.21
Bobby Okereke,2562416,LB,NYG,@WAS,5.01,2.79,0.11,0.39,0.11,0.11,0.06,,,,,,,0.33,0.22,1.95,,11.82,6,26,13.90,2.08
Bobby Wagner,2532966,LB,WAS,NYG,4.59,3.41,0.12,0.53,,,,,,,,,,0.18,0.29,,,10.56,16,27,13.90,3.34
Ernest Jones,2566229,LB,SEA,@NE,3.98,3.69,0.28,0.68,,,,,,,,,,0.17,0.4,,,10.39,20,28,13.80,3.41
Baylon Spector,2567337,LB,BUF,@MIA,0.95,0.36,0.12,,,,,,,,,,,,,,,1.88,167,29,13.80,11.92
Logan Wilson,2563752,LB,CIN,@KC,4.42,2.24,0.08,0.22,0.11,0.06,,,,,,,,0.28,0.17,1.57,,9.90,29,30,13.50,3.6
Denzel Perryman,2552310,LB,LAC,@CAR,2.71,1.88,0.06,0.29,0.06,,,,,,,,,0.18,0.18,1.06,,6.53,69,31,13.30,6.77
Frankie Luvu,2561366,LB,WAS,NYG,3.83,2.48,0.28,0.51,,0.06,,,,,,,,0.23,0.56,,,9.62,31,32,12.90,3.28
Nick Bolton,2566175,LB,KC,CIN,4.26,3.84,0.06,0.6,0.06,,,,,,,,,0.24,0.24,,,10.64,15,33,12.70,2.06
Roquan Smith,2560877,LB,BAL,LV,5.27,3.43,0.18,0.36,0.06,,,,,,,,,0.47,0.3,0.47,,12.41,4,34,12.70,0.29
Jeremiah Owusu-Koramoah,2565983,LB,CLE,@JAX,3.92,1.46,0.11,1.12,0.06,0.11,,,,,,,,0.34,0.28,0.67,,10.26,23,35,12.60,2.34
Kaden Elliss,2562901,LB,ATL,@PHI,5.25,1.92,0.28,0.68,,,,,,,,,,0.17,0.45,,,11.26,9,36,12.50,1.24
Daiyan Henley,2570281,LB,LAC,@CAR,,,,,,,,,,,,,,,,,,0.00,294,37,12.30,12.3
