PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Jessie Bates,2560970,DB,ATL,@PHI,4.12,1.82,,0.11,0.21,0.11,,0.05,,,,,,0.54,,3.59,,10.23,8,1,23.50,13.27
Zyon McCollum,2568309,DB,TB,@DET,2.5,1.11,,,0.06,,,,,,,,,0.61,,,,6.15,79,2,21.73,15.58
Marlon Humphrey,2558067,DB,BAL,LV,2.59,1.07,0.06,0.13,0.13,0.06,0.06,,,,,,,0.44,0.13,0.82,,6.76,71,3,20.70,13.94
Jason Pinnock,2565753,DB,NYG,@WAS,0.43,0.27,,,,,,,,,,,,0.22,,,,1.36,187,4,20.60,19.24
Kyle Dugger,2564601,DB,NE,SEA,3.32,1.71,0.08,0.27,0.16,0.05,0.05,0.05,,,,,,0.43,0.21,3.59,,8.86,27,5,19.60,10.74
Christian Izien,2571593,DB,TB,@DET,4.31,1.18,0.05,0.37,0.1,0.1,,,,,,,,0.18,,,,8.98,24,6,19.57,10.59
Montaric Brown,2567727,DB,JAX,CLE,0.23,0.11,,,0.06,,,,,,,,,0.34,,,,1.47,179,7,19.50,18.03
Benjamin St-Juste,2566604,DB,WAS,NYG,2.4,1.09,0.06,0.06,0.11,0.11,,,,,,,,,,,,5.23,104,8,19.10,13.87
Andru Phillips,2572348,DB,NYG,@WAS,0.43,0.27,,,0.11,,,,,,,,,0.22,,,,1.74,163,9,19.00,17.26
Nick Cross,2567700,DB,IND,@GB,2.12,0.39,,,0.11,,,,,,,,,0.39,,,,4.77,120,10,18.00,13.23
Ja'Marcus Ingram,2569336,DB,BUF,@MIA,0.24,0.18,,,,,,,,,,,,0.12,,,,0.77,240,11,17.87,17.1
Jordan Whitehead,2560930,DB,TB,@DET,3.89,1.72,,,0.22,,,,,,,,,0.56,,,,9.04,22,12,17.80,8.76
Budda Baker,2558009,DB,ARI,LAR,4.02,1.84,,0.23,0.11,0.06,,,,,,,,0.4,0.17,,,9.16,20,13,17.50,8.34
Chamarri Conner,2569927,DB,KC,CIN,2.96,1.15,,0.06,0.12,0.06,0.06,,,,,,,0.3,,,,6.66,72,14,17.47,10.81
Paulson Adebo,2566346,DB,NO,@DAL,3.06,0.75,,0.05,0.16,0.05,0.05,,,,,,,0.75,,1.93,,7.84,44,15,16.67,8.83
Brian Branch,2569729,DB,DET,TB,3.83,1.81,0.07,0.67,0.27,0.13,0.07,0.07,,,,,,1.01,0.34,4.56,,12.57,2,16,16.63,4.06
Josh Metellus,2564568,DB,MIN,SF,4.11,1.86,0.22,0.34,0.06,0.11,0.06,0.06,,,,,,0.28,0.51,2.31,,10.16,10,17,16.60,6.44
Christian Benford,2567322,DB,BUF,@MIA,2.81,0.86,,0.24,0.18,0.06,0.06,,,,,,,0.73,,1.04,,7.85,43,18,15.80,7.95
Jaycee Horn,2565893,DB,CAR,LAC,1.33,0.46,,0.1,0.1,,,,,,,,,0.36,,1.48,,3.72,136,19,15.70,11.98
Kevin Byard,2555158,DB,CHI,@HOU,4.42,2.54,,0.06,0.11,,,0.06,,,,,,0.39,0.06,3.42,,9.99,11,20,15.40,5.41
Jamel Dean,2562556,DB,TB,@DET,2.28,0.78,,,0.06,,,0.06,,,,,,0.39,,,,5.31,102,21,14.80,9.49
Damar Hamlin,2565872,DB,BUF,@MIA,0.24,0.18,,,,,,,,,,,,,,,,0.47,279,22,14.70,14.23
Jalen Pitre,2567688,DB,HOU,CHI,3.63,1.81,,0.29,0.12,,0.06,0.06,,,,,,0.58,0.06,2.63,,9.25,17,23,14.70,5.45
Julian Love,2562414,DB,SEA,@NE,4.65,2.3,,0.17,0.11,0.06,0.06,,,,,,,0.34,0.06,1.74,,10.20,9,24,14.50,4.3
Reed Blankenship,2568057,DB,PHI,ATL,4.29,1.99,,0.06,0.12,,,,,,,,,0.54,0.06,0.79,,9.55,14,25,14.10,4.55
Elijah Molden,2566115,DB,LAC,@CAR,2.81,1.24,,,0.05,,,,,,,,,0.32,0.05,,,5.96,86,26,13.90,7.94
Xavier McKinney,2564766,DB,GB,IND,4.19,1.92,0.03,0.06,0.23,0.06,0.06,0.06,,,,,,0.52,0.06,5.18,,10.40,7,27,13.20,2.8
Alontae Taylor,2567979,DB,NO,@DAL,0.21,0.27,,,0.05,,,,,,,,,0.21,,,,1.18,207,28,13.20,12.02
Tyrann Mathieu,2540180,DB,NO,@DAL,2.54,1.38,0.06,0.11,0.17,,0.06,0.06,,,,,,0.5,0.06,4.64,,7.25,55,29,13.00,5.75
Brandin Echols,2565726,DB,NYJ,@TEN,1.8,1.3,,0.13,0.14,,,,,,,,,0.38,,,,5.12,107,30,12.60,7.48
Quentin Lake,2567844,DB,LAR,@ARI,0.3,0.3,,,0.06,,,,,,,,,0.3,,,,1.59,169,31,12.00,10.41
Tykee Smith,2572555,DB,TB,@DET,0.45,0.33,,0.06,0.06,,,,,,,,,0.11,0.06,,,1.48,178,32,11.70,10.22
Kamari Lassiter,2572102,DB,HOU,CHI,0.42,0.3,,,0.06,,,,,,,,,0.24,,,,1.62,166,33,11.40,9.78
Donovan Wilson,2562604,DB,DAL,NO,3.82,1.59,0.03,0.18,0.06,0.06,0.12,,,,,,,0.12,0.06,0.41,,7.90,42,34,11.40,3.5
Damontae Kazee,2558184,DB,PIT,@DEN,0.28,0.11,,,,,,,,,,,,0.34,,,,1.34,188,35,11.27,9.93
Kyler Gordon,2567391,DB,CHI,@HOU,2.48,1.02,0.06,0.11,0.11,,,,,,,,,,,,,5.00,113,36,11.20,6.2
Grant Delpit,2563773,DB,CLE,@JAX,4.09,1.54,0.06,0.36,0.06,0.06,,,,,,,,0.24,0.18,0.41,,8.84,28,37,11.10,2.26
Marcus Jones,2567943,DB,NE,SEA,0.38,0.27,,,0.05,,,,,,,,,0.22,,,,1.46,180,38,10.60,9.14
Kool-Aid McKinstry,2572321,DB,NO,@DAL,1.73,0.64,,,0.06,,,,,,,,,0.29,,0.46,,3.93,132,39,10.60,6.67
Cam Taylor-Britt,2567454,DB,CIN,@KC,2.57,0.86,,0.06,0.12,0.06,,0.06,,,,,,0.74,,2.82,,7.28,54,40,10.60,3.32
DeShon Elliott,2560715,DB,PIT,@DEN,3.96,1.25,0.06,0.11,0.06,,0.06,,,,,,,0.34,,,,8.10,36,41,10.50,2.4
A.J. Terrell,2563527,DB,ATL,@PHI,1.96,0.62,,0.17,0.06,,0.06,,,,,,,0.56,,0.67,,5.26,103,42,10.50,5.24
Jonathan Jones,2556571,DB,NE,SEA,2.23,0.6,,,0.16,0.05,,,,,,,,0.44,,0.87,,5.57,95,43,10.20,4.63
Jaquan Brisker,2567370,DB,CHI,@HOU,3.2,2.01,0.06,0.18,0.06,0.06,0.06,,,,,,,0.41,0.18,0.71,,8.01,39,44,9.90,1.89
Christian Gonzalez,2570122,DB,NE,SEA,2.46,0.53,0.06,0.18,0.12,,,,,,,,,,,,,4.82,118,45,9.70,4.88
Rayshawn Jenkins,2558182,DB,SEA,@NE,3.76,2.15,0.06,0.3,0.12,,,,,,,,,0.54,0.12,1.61,,9.38,16,46,9.60,0.22
