PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Aidan Hutchinson,2567547,DL,DET,TB,2.22,0.95,0.7,0.95,0.06,0.19,0.13,,,,,,,0.32,1.97,0.51,,9.53,2,1,27.60,18.07
Maxx Crosby,2562439,DL,LV,@BAL,2.41,1.8,0.71,1.04,,0.11,0.05,,,,,,,0.11,1.7,,,9.24,3,2,21.60,12.36
Will McDonald IV,2570191,DL,NYJ,@TEN,0.17,0.12,0.06,0.17,,,,,,,,,,,0.12,,,0.76,145,3,21.50,20.74
Nick Bosa,2562629,DL,SF,@MIN,1.91,0.96,0.9,1.02,,0.12,,,,,,,,0.12,2.21,,,8.60,4,4,14.60,6.0
Trey Hendrickson,2557943,DL,CIN,@KC,1.46,0.67,0.73,0.73,,0.17,,,,,,,,,,,,5.74,28,5,14.50,8.76
Josh Hines-Allen,2562619,DL,JAX,CLE,2.19,1.3,0.77,0.71,,0.12,0.06,,,,,,,0.12,1.65,,,8.28,5,6,13.10,4.82
Danielle Hunter,2552603,DL,HOU,CHI,3.36,1.16,0.67,0.92,,0.12,,,,,,,,0.12,1.28,,,9.82,1,7,12.70,2.88
Myles Garrett,2557965,DL,CLE,@JAX,1.89,0.83,0.8,0.94,,0.11,0.06,,,,,,,0.17,1.61,,,8.02,7,8,12.00,3.98
Alex Wright,2567484,DL,CLE,@JAX,0.17,0.06,0.06,0.06,,0.06,,,,,,,,,0.28,,,0.85,138,9,11.60,10.75
Keion White,2570107,DL,NE,SEA,1.18,1.18,0.21,0.27,,,,,,,,,,0.27,0.43,,,4.19,55,10,11.50,7.31
Will Anderson Jr.,2569834,DL,HOU,CHI,2.03,0.78,0.47,0.62,,0.1,,,,,,,,0.1,1.3,,,6.63,21,11,11.20,4.57
Chauncey Golston,2566007,DL,DAL,NO,0.66,0.78,0.15,0.12,,0.06,0.06,,0.06,,0.06,,,,0.18,,0.06,2.78,88,12,10.70,7.92
Bryan Bresee,2570128,DL,NO,@DAL,0.05,0.11,0.08,0.05,,0.05,,,,,,,,,0.11,,,0.61,164,13,10.00,9.39
Ed Oliver,2562322,DL,BUF,@MIA,1.75,0.76,0.41,0.7,,0.06,,,,,,,,,,,,5.16,40,14,10.00,4.84
Leonard Williams,2552486,DL,SEA,@NE,2.28,1.58,0.35,0.47,,0.06,,,,,,,,0.12,1.05,,,6.81,13,15,9.80,2.99
Zach Allen,2562219,DL,DEN,PIT,1.65,1.33,0.29,1.17,,0.05,,,,,,,,0.11,1.17,,,6.64,19,16,9.70,3.06
Carl Granderson,2562273,DL,NO,@DAL,1.85,1.16,0.37,0.53,,0.05,0.05,,,,,,,,0.74,,,5.60,31,17,9.40,3.8
Solomon Thomas,2558018,DL,NYJ,@TEN,0.17,0.12,0.06,0.12,,,,,,,,,,,0.12,,,0.69,154,18,9.20,8.51
Kwity Paye,2565612,DL,IND,@GB,1.94,0.76,0.32,0.47,,0.06,0.12,,,,,,,,0.7,,,5.39,36,19,9.00,3.61
A'Shawn Robinson,2555265,DL,CAR,LAC,1.81,1.3,,0.17,,,,,,,,,,0.06,0.11,,,3.96,61,20,9.00,5.04
Devonte Wyatt,2567640,DL,GB,IND,1.17,1.11,0.25,0.43,,0.06,0.06,,,,,,,,0.62,,,4.15,56,21,9.00,4.85
Grover Stewart,2558766,DL,IND,@GB,2.13,0.86,0.14,0.46,,,,,,,,,,0.06,0.4,,,5.03,43,22,8.70,3.67
George Karlaftis,2567796,DL,KC,CIN,,,,,,,,,,,,,,,,,,0.00,332,23,8.10,8.1
Nnamdi Madubuike,2563563,DL,BAL,LV,1.98,0.99,0.56,0.62,0.06,0.06,,,,,,,,,,,,6.03,26,24,8.00,1.97
Kobie Turner,2569954,DL,LAR,@ARI,1.79,1.05,0.49,0.62,,0.06,,,,,,,,0.19,1.17,,,6.50,22,25,7.60,1.1
Thomas Booker,2567670,DL,PHI,ATL,,,,,,,,,,,,,,,,,,0.00,218,26,7.50,7.5
Dayo Odeyingbo,2565609,DL,IND,@GB,0.22,0.17,0.06,0.06,,,,,,,0.06,,,,0.22,,,0.99,126,27,7.50,6.51
Michael Danna,2564262,DL,KC,CIN,2.74,0.55,0.3,0.12,,0.06,0.06,,,,,,,,,,,5.49,33,28,7.20,1.71
Clelin Ferrell,2562263,DL,WAS,NYG,0.9,0.56,0.14,0.23,,,0.06,,,,,,,,0.11,,,2.43,100,29,7.00,4.57
Milton Williams,2566418,DL,PHI,ATL,1.19,1.07,0.15,0.24,,,,,,,,,,0.12,0.36,,,3.57,74,30,7.00,3.43
Levi Onwuzurike,2566067,DL,DET,TB,0.18,0.12,0.06,0.06,,0.06,,,,,0.06,,,,0.12,,,1.06,123,31,6.90,5.84
Kevin Givens,2562655,DL,SF,@MIN,0.18,0.12,0.12,0.06,,,,,,,0.06,,,,,,,0.91,130,32,6.60,5.69
Osa Odighizuwa,2566016,DL,DAL,NO,1.72,1.17,0.31,0.55,,,,,,,,,,,0.86,,,5.16,39,33,6.60,1.44
Andrew Billings,2555267,DL,CHI,@HOU,,,,,,,,,,,,,,,,,,0.00,214,34,6.50,6.5
Byron Murphy II,2572531,DL,SEA,@NE,0.9,0.67,0.22,0.17,,0.06,,,,,,,,0.06,0.62,,,3.12,84,35,6.30,3.18
Jarran Reed,2555238,DL,SEA,@NE,1.57,1.4,0.36,0.28,,0.06,0.06,,,,,,,0.06,0.78,,,5.15,41,36,6.30,1.15
Mario Edwards,2553433,DL,HOU,CHI,0.24,0.18,0.06,,,,,,,,,,,,0.18,,,0.68,155,37,6.00,5.32
Johnathan Hankins,2540147,DL,SEA,@NE,1,0.5,0.17,0.15,,,,,,,,,,,0.3,,,2.52,93,38,6.00,3.48
Daniel Ekuale,2561458,DL,NE,SEA,0.11,0.05,0.08,0.05,,,0.05,,,,,,,,,,,0.48,181,39,5.70,5.22
Greg Rousseau,2565875,DL,BUF,@MIA,1.87,0.82,0.53,0.7,,0.06,0.06,,,,,,,0.23,1.17,,,6.84,11,40,5.70,-1.14
Jeffery Simmons,2562733,DL,TEN,NYJ,1.89,0.92,0.38,0.49,,0.05,,,,,,,,0.11,0.76,,,5.71,30,41,5.70,-0.01
Tershawn Wharton,2564310,DL,KC,CIN,,,,,,,,,,,,,,,,,,0.00,481,42,5.70,5.7
Chase Young,2565294,DL,NO,@DAL,0.72,0.41,0.26,0.31,,,,,,,,,,0.1,0.51,,,2.82,86,43,5.70,2.88
Jayden Peevy,2568834,DL,FA,Bye,,,,,,,,,,,,,,,,,,,401,44,5.60,
Derek Barnett,2557984,DL,HOU,CHI,0.24,0.18,0.06,0.12,,,0.06,,,,,,,,0.24,,,0.95,128,45,5.50,4.55
Gervon Dexter Sr.,2569621,DL,CHI,@HOU,0.95,0.65,0.24,0.06,,,0.06,,,,,,,,,,,2.45,98,46,5.50,3.05
Quinton Jefferson,2555358,DL,CLE,@JAX,0.17,0.06,0.06,0.06,,,,,,,,,,,0.28,,,0.64,159,47,5.50,4.86
Isaiahh Loudermilk,2566457,DL,PIT,@DEN,,,,,,,,,,,,,,,,,,0.00,351,48,5.50,5.5
Travis Jones,2567277,DL,BAL,LV,0.18,0.24,0.06,0.06,,,,,,,,,,,0.12,,,0.68,156,49,5.10,4.42
Roy Robertson-Harris,2556665,DL,SEA,@NE,1.18,1.06,0.18,0.24,,,,,,,,,,0.12,0.71,,,3.78,64,50,5.10,1.32
Christian Wilkins,2562782,DL,LV,@BAL,2.46,1.7,0.27,0.6,,0.05,0.05,,,,,,,0.16,0.66,,,7.11,8,51,5.10,-2.01
