PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Chuck Clark,2558248,DB,BAL,LA,4,3,,,2,,,1,,,,,,3,,17,,1,28.27
D.J. Reed,2560850,DB,SEA,DET,7,1,,,2,,,,,,,,,3,,9,,2,27.50
A.J. Terrell,2563527,DB,ATL,@BUF,6,1,1,1,1,,,,,,,,,1,1,7,,3,21.23
Desmond King,2557927,DB,HOU,@SF,6,2,,,1,,,,,,,,,2,,,,4,20.30
Marcell Harris,2561006,DB,SF,HOU,6,4,,,1,,,,,,,,,1,,2,,5,19.47
Bryce Hall,2564796,DB,NYJ,TB,7,2,,,,,,,,,,,,2,,,,6,18.50
Divine Deablo,2566253,DB,LV,@IND,8,1,,1,,,,,,,,,,1,,,,7,18.40
Greg Newsome II,2565980,DB,CLE,@PIT,7,1,,,,,,,,,,,,2,,,,8,17.70
Tracy Walker III,2560913,DB,DET,@SEA,9,3,,,,,,,,,,,,,,,,9,17.70
Chris Claybrooks,2564169,DB,JAX,@NE,6,3,,,,,,,,,,,,2,,,,10,17.60
Chidobe Awuzie,2557840,DB,CIN,KC,10,,,,,,,,,,,,,,,,,11,17.00
Carlton Davis,2561039,DB,TB,@NYJ,7,1,,1,,,,,,,,,,1,,,,12,16.70
Jevon Holland,2566283,DB,MIA,@TEN,7,1,,1,,,,,,,,,,1,,,,13,16.70
Grant Delpit,2563773,DB,CLE,@PIT,7,4,,1,,,,,,,,,,,,,,14,16.60
Michael Carter II,2565717,DB,NYJ,TB,6,2,1,1,,,,,,,,,,,1,,,15,15.80
Duron Harmon,2541243,DB,ATL,@BUF,3,2,,,1,,,,,,,,,2,,,,16,15.20
Jordan Fuller,2564340,DB,LA,@BAL,3,3,,,1,,,,,,,,,1,,34,,17,14.63
Rashad Fenton,2562649,DB,KC,@CIN,7,,,,,,,,,,,,,1,,,,18,14.40
Byron Murphy,2562318,DB,ARI,@DAL,7,,,,,,,,,,,,,1,,,,19,14.40
J.C. Jackson,2560754,DB,NE,JAX,4,,,1,1,,,,,,,,,1,,,,20,14.30
Eric Murray,2555173,DB,HOU,@SF,6,2,,,,,,,,,,,,1,,,,21,14.30
Charvarius Ward,2561417,DB,KC,@CIN,6,2,,,,,,,,,,,,1,,,,22,14.30
M.J. Stewart,2560884,DB,CLE,@PIT,4,3,,,,,,,,,,,,2,,,,23,14.20
Budda Baker,2558009,DB,ARI,@DAL,3,,1,1,,,,,,,,,,2,1,,,24,14.10
Terrance Mitchell,2543637,DB,HOU,@SF,5,2,,1,,,,,,,,,,1,,,,25,14.10
Brandin Echols,2565726,DB,NYJ,TB,4,,,,1,,,,,,,,,1,,30,,26,13.80
Tavon Young,2555378,DB,BAL,LA,7,2,,,,,,,,,,,,,,,,27,13.50
Kamren Curl,2565270,DB,WAS,PHI,6,4,,,,,,,,,,,,,,,,28,13.40
Pat Surtain II,2566043,DB,DEN,@LAC,4,2,,,,,,,,,,,,2,,,,29,13.40
Chauncey Gardner-Johnson,2562588,DB,NO,CAR,1,,1,1,1,,,,,,,,,1,2,18,,30,12.80
Kareem Jackson,496735,DB,DEN,@LAC,7,1,,,,,,,,,,,,,,,,31,12.70
Rodney McLeod,2534832,DB,PHI,@WAS,3,2,,,1,,,,,,,,,1,,,,32,12.70
Roderic Teamer,2562981,DB,LV,@IND,7,1,,,,,,,,,,,,,,,,33,12.70
Antoine Winfield Jr.,2565261,DB,TB,@NYJ,7,1,,,,,,,,,,,,,,,,34,12.70
Xavier Woods,2558159,DB,MIN,@GB,7,1,,,,,,,,,,,,,,,,35,12.70
Paulson Adebo,2566346,DB,NO,CAR,5,,,1,,,,,,,,,,1,,,,36,12.50
Kendall Fuller,2555349,DB,WAS,PHI,5,,,1,,,,,,,,,,1,,,,37,12.50
Eddie Jackson,2558176,DB,CHI,NYG,5,3,,1,,,,,,,,,,,,,,38,12.40
Justin Reid,2560851,DB,HOU,@SF,5,1,,2,,,,,,,,,,,,,,39,12.30
Isaiah Rodgers,2564142,DB,IND,LV,3,1,,,1,,,,,,,,,1,,12,,40,12.30
Myles Bryant,2564592,DB,NE,JAX,3,,,,1,,,,,,,,,1,,33,,41,12.20
Darious Williams,2561469,DB,LA,@BAL,4,2,,,,,1,,,,,,,1,,,,42,11.90
Andre Cisco,2566154,DB,JAX,@NE,5,1,,,,,,,,,,,,1,,,,43,11.80
Myles Hartsfield,2563644,DB,CAR,@NO,5,1,,,,,,,,,,,,1,,,,44,11.80
Jayron Kearse,2555156,DB,DAL,ARI,5,1,,,,,,,,,,,,1,,,,45,11.80
Rock Ya-Sin,2562614,DB,IND,LV,4,,,,,,,,,,,,,2,,,,46,11.80
Shawn Williams,2539233,DB,ATL,@BUF,5,4,,,,,,,,,,,,,,,,47,11.70
Kyle Fuller,2543681,DB,DEN,@LAC,5,2,,1,,,,,,,,,,,,,,48,11.60
Nasir Adderley,2562617,DB,LAC,DEN,5,3,,,,,,,,,,,,,1,,,49,11.40
