PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Amari Cooper,2552487,WR,DAL,@TB,,,,,13,139,2,,,,,12.83,1,32.40,12.83,19.57
Tyreek Hill,2556214,WR,KC,CLE,,,,4,11,197,1,,,,,17.62,2,31.60,17.62,13.98
Deebo Samuel,2562721,WR,SF,@DET,,,,,9,189,1,,,,1,13.39,3,27.40,13.39,14.01
Adam Thielen,2541785,WR,MIN,@CIN,,,,,9,92,2,,,,,11.95,4,25.70,11.95,13.75
Corey Davis,2557848,WR,NYJ,@CAR,,,,,5,97,2,,,,,10.13,5,24.20,10.13,14.07
Tyler Lockett,2552430,WR,SEA,@IND,,,,,4,100,2,,,,,12.34,6,24.00,12.34,11.66
DeAndre Hopkins,2540165,WR,ARI,@TEN,,,,,6,83,2,,,,,14.86,7,23.30,14.86,8.44
Christian Kirk,2560781,WR,ARI,@TEN,,,,,5,70,2,,,,,7.61,8,21.50,7.61,13.89
Antonio Brown,2508061,WR,TB,DAL,,,,6,5,121,1,,,,,10.64,9,21.20,10.64,10.56
Sterling Shepard,2555295,WR,NYG,DEN,,,,,7,113,1,,,,,12.42,10,20.80,12.42,8.38
Chris Godwin,2558105,WR,TB,DAL,,,,,9,105,1,,,,1,10.66,11,20.70,10.66,10.04
Cooper Kupp,2557898,WR,LA,CHI,,,,,7,108,1,,,,,11.48,12,20.30,11.48,8.82
CeeDee Lamb,2563848,WR,DAL,@TB,,,,,7,104,1,,,,,12.47,13,19.90,12.47,7.43
Ja'Marr Chase,2565941,WR,CIN,MIN,,,,-2,5,101,1,,,,,8.13,14,18.40,8.13,10.27
Zach Pascal,2558877,WR,IND,SEA,,,,,4,43,2,,,,,8.98,15,18.30,8.98,9.32
Mike Williams,2558846,WR,LAC,@WAS,,,,,8,82,1,,,,,8.87,16,18.20,8.87,9.33
A.J. Brown,2562238,WR,TEN,ARI,,,,,4,49,1,,,,,16.21,17,18.00,16.21,1.79
Jarvis Landry,2543488,WR,CLE,@KC,,,,13,5,71,,,,,,12.99,18,16.90,12.99,3.91
Marquise Brown,2562379,WR,BAL,@LV,,,,5,6,69,1,,,,,11.55,19,16.40,11.55,4.85
Marvin Jones,2532884,WR,JAX,@HOU,,,,,5,77,1,,,,,12.82,20,16.20,12.82,3.38
D.J. Chark,2561018,WR,JAX,@HOU,,,,,3,86,1,,,,,,21,16.10,,
DeVonta Smith,2566409,WR,PHI,@ATL,,,,,6,71,1,,,,,8.26,22,16.10,8.26,7.84
Nelson Agholor,2552600,WR,NE,MIA,,,,,5,72,1,,,,,10.14,23,15.70,10.14,5.56
Brandin Cooks,2543498,WR,HOU,JAX,,,,,5,132,,,,,,13.85,24,15.70,13.85,1.85
Van Jefferson,2564358,WR,LA,CHI,,,,,2,80,1,,,,,2.87,25,15.00,2.87,12.13
Deonte Harris,2563155,WR,NO,GB,,,,,2,72,1,,,,,9.29,26,14.20,9.29,4.91
Jaylen Waddle,2566292,WR,MIA,@NE,,,,,4,61,1,,,,,7.35,27,14.10,7.35,6.75
DK Metcalf,2562685,WR,SEA,@IND,,,,,4,60,1,,,,,13.63,28,14.00,13.63,0.37
Jalen Reagor,2564850,WR,PHI,@ATL,,,,,6,49,1,,,,,6.48,29,13.90,6.48,7.42
Tee Higgins,2563731,WR,CIN,MIN,,,,,4,58,1,,,,,11.91,30,13.80,11.91,1.89
Keenan Allen,2540154,WR,LAC,@WAS,,,,,9,100,,,,,1,10.24,31,12.50,10.24,2.26
D.J. Moore,2560813,WR,CAR,NYJ,,,,14,6,80,,,,,,11.10,32,12.40,11.1,1.3
Robby Anderson,2556462,WR,CAR,NYJ,,,,,1,57,1,,,,,9.56,33,12.20,9.56,2.64
Diontae Johnson,2562674,WR,PIT,@BUF,,,,,5,36,1,,,,,14.20,34,12.10,14.2,-2.1
Danny Amendola,2649,WR,HOU,JAX,,,,,5,34,1,,,,,6.60,35,11.90,6.6,5.3
Tim Patrick,2558985,WR,DEN,@NYG,,,,,4,39,1,,,,,3.71,36,11.90,3.71,8.19
Zay Jones,2557863,WR,LV,BAL,,,,,2,46,1,,,,,1.01,37,11.60,1.01,10.59
Sammy Watkins,2543457,WR,BAL,@LV,,,,,4,96,,,,,,6.96,38,11.60,6.96,4.64
Stefon Diggs,2552608,WR,BUF,PIT,,,,,9,69,,,,,,17.19,39,11.40,17.19,-5.79
K.J. Osborn,2564574,WR,MIN,@CIN,,,,,7,76,,,,,,0.35,40,11.10,0.35,10.75
Gabriel Davis,2563602,WR,BUF,PIT,,,,,2,40,1,,,,,3.35,41,11.00,3.35,7.65
Robert Woods,2540169,WR,LA,CHI,,,,7,3,27,1,,,,,10.25,42,10.90,10.25,0.65
Quintez Cephus,2563926,WR,DET,SF,,,,,3,12,1,,,1,,,43,10.70,,
Jerry Jeudy,2563896,WR,DEN,@NYG,,,,,6,72,,,,,,9.64,44,10.20,9.64,0.56
Bryan Edwards,2564418,WR,LV,BAL,,,,,4,81,,,,,,4.97,45,10.10,4.97,5.13
DeVante Parker,2552409,WR,MIA,@NE,,,,,4,81,,,,,,,46,10.10,,
Anthony Schwartz,2565986,WR,CLE,@KC,,,,17,3,69,,,,,,2.45,47,10.10,2.45,7.65
Justin Jefferson,2564556,WR,MIN,@CIN,11,,,,5,71,,,,,,15.72,48,10.04,15.72,-5.68
