PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Logan Ryan,2540162,DB,NYG,DEN,8,2,,1,,1,1,,,,,,,,1,,,10.61,1,21.70,10.61,11.09
Jalen Ramsey,2555280,DB,LA,CHI,7,2,,2,,,,,,,,,,1,,,,7.36,2,19.00,7.36,11.64
Anthony Averett,2560963,DB,BAL,@LV,6,1,,,1,,,,,,,,,1,,,,8.18,3,17.00,8.18,8.82
David Long,2562798,DB,LA,CHI,5,,,,1,,,,,,,,,2,,,,0.52,4,17.00,0.52,16.48
Taron Johnson,2560766,DB,BUF,PIT,7,,,,,,,,,,,,,2,,,,8.32,5,16.90,8.32,8.58
Avonte Maddox,2560795,DB,PHI,@ATL,6,3,,1,,,,,,,,,,1,,,,4.85,6,16.60,4.85,11.75
Cameron Sutton,2558849,DB,PIT,@BUF,5,,,2,,,,,,,,,,2,,,,8.22,7,16.50,8.22,8.28
Eric Rowe,2552255,DB,MIA,@NE,6,3,,,,1,,,,,,,,,,,,10.61,8,16.10,10.61,5.49
Juan Thornhill,2562761,DB,KC,CLE,5,2,,,,1,,,,,,,,1,,,,5.61,9,16.10,5.61,10.49
William Jackson,2556367,DB,WAS,LAC,4,,,,1,,,,,,,,,2,,,,7.92,10,15.30,7.92,7.38
Byron Jones,2552568,DB,MIA,@NE,5,1,,,,1,,,,,,,,1,,,,7.28,11,15.30,7.28,8.02
Carlton Davis,2561039,DB,TB,DAL,2,,,,1,,,,,,,,,3,,25,,,12,15.23,,
Kyle Fuller,2543681,DB,DEN,@NYG,6,,,,,,,,,,,,,2,,,,8.73,13,15.20,8.73,6.47
Derwin James,2560760,DB,LAC,@WAS,7,1,,,,,,,,,,,,1,,,,10.69,14,15.20,10.69,4.51
Marlon Humphrey,2558067,DB,BAL,@LV,6,3,,,,,,,,,,,,1,,,,10.29,15,15.10,10.29,4.81
Johnathan Abram,2562616,DB,LV,BAL,5,5,,,,,,,,,,,,1,,,,10.40,16,15.00,10.4,4.6
Tracy Walker III,2560913,DB,DET,SF,6,1,1,1,,,,,,,,,,,1,,,10.55,17,15.00,10.55,4.45
Vernon Hargreaves III,2555299,DB,CIN,MIN,2,3,,,1,,,,,,,,,2,,18,,4.36,18,14.90,4.36,10.54
Rayshawn Jenkins,2558182,DB,JAX,@HOU,6,,,1,,,,,,,,,,1,1,,,9.69,19,14.70,9.69,5.01
Bobby McCain,2552434,DB,WAS,LAC,7,3,,,,,,,,,,,,,,,,6.21,20,14.30,6.21,8.09
Byron Murphy,2562318,DB,ARI,@TEN,4,,,,,,,,,,,,,3,,,,7.94,21,14.30,7.94,6.36
Anthony Brown,2555531,DB,DAL,@TB,6,5,,,,,,,,,,,,,,,,7.83,22,14.20,7.83,6.37
Jordan Fuller,2564340,DB,LA,CHI,6,5,,,,,,,,,,,,,,,,9.37,23,14.20,9.37,4.83
Jourdan Lewis,2557920,DB,DAL,@TB,,2,,,1,,1,,,,,,,2,,66,10,4.25,24,13.63,4.25,9.38
Janoris Jenkins,2532875,DB,TEN,ARI,8,,,,,,,,,,,,,,,,,9.60,25,13.60,9.6,4.0
Adrian Amos,2552385,DB,GB,@NO,7,2,,,,,,,,,,,,,,,,10.95,26,13.50,10.95,2.55
Quandre Diggs,2552262,DB,SEA,@IND,7,2,,,,,,,,,,,,,,,,8.30,27,13.50,8.3,5.2
James Pierre,2565003,DB,PIT,@BUF,6,1,,,,,,,,,,,,1,,,,0.00,28,13.50,0.0,13.5
Chidobe Awuzie,2557840,DB,CIN,MIN,4,2,,,,,,,,,,,,2,,,,8.56,29,13.40,8.56,4.84
Budda Baker,2558009,DB,ARI,@TEN,5,3,,,,,,,,,,,,1,,,,12.10,30,13.40,12.1,1.3
Minkah Fitzpatrick,2560725,DB,PIT,@BUF,6,4,,,,,,,,,,,,,,,,10.52,31,13.40,10.52,2.88
Taylor Rapp,2562707,DB,LA,CHI,6,4,,,,,,,,,,,,,,,,10.45,32,13.40,10.45,2.95
Jamel Dean,2562556,DB,TB,DAL,4,5,,,,,,,,,,,,1,,,,6.93,33,13.30,6.93,6.37
Jordan Poyer,2539290,DB,BUF,PIT,5,1,1,1,,,,,,,,,,,1,,,11.50,34,13.30,11.5,1.8
Harrison Smith,2532948,DB,MIN,@CIN,5,1,1,1,,,,,,,,,,,1,,,10.00,35,13.30,10.0,3.3
Jaquiski Tartt,2552391,DB,SF,@DET,5,2,,2,,,,,,,,,,,,,,,36,13.10,,
Ronald Darby,2552689,DB,DEN,@NYG,6,,,,,,,,,,,,,1,,,,8.49,37,12.70,8.49,4.21
Jessie Bates,2560970,DB,CIN,MIN,6,3,,,,,,,,,,,,,,,,11.52,38,12.60,11.52,1.08
James Bradberry,2555175,DB,NYG,DEN,5,2,,,,,,,,,,,,1,,,,8.31,39,12.60,8.31,4.29
Donte Jackson,2560753,DB,CAR,NYJ,5,2,,,,,,,,,,,,1,,,,8.47,40,12.60,8.47,4.13
Darious Williams,2561469,DB,LA,CHI,5,2,,,,,,,,,,,,1,,,,8.36,41,12.60,8.36,4.24
Kyle Dugger,2564601,DB,NE,MIA,6,1,,1,,,,,,,,,,,,,,5.79,42,12.50,5.79,6.71
Duron Harmon,2541243,DB,ATL,PHI,6,1,,1,,,,,,,,,,,,,,8.65,43,12.50,8.65,3.85
Jayron Kearse,2555156,DB,DAL,@TB,5,5,,,,,,,,,,,,,,,,5.45,44,12.50,5.45,7.05
A.J. Terrell,2563527,DB,ATL,PHI,6,1,,1,,,,,,,,,,,,,,9.69,45,12.50,9.69,2.81
Khari Willis,2562602,DB,IND,SEA,6,1,0.5,,,,,,,,,,,,1,,,,46,12.50,,
Xavien Howard,2555539,DB,MIA,@NE,4,1,,,,1,1,,,,,,,,,,,9.52,47,12.10,9.52,2.58
L'Jarius Sneed,2564304,DB,KC,CLE,7,,,,,,,,,,,,,,,,,10.16,48,11.90,10.16,1.74
Micah Hyde,2539240,DB,BUF,PIT,5,1,,,,,,,,,,,,1,,,,9.24,49,11.80,9.24,2.56
Justin Reid,2560851,DB,HOU,JAX,2,2,,,1,,,,,,,,,1,,21,,9.27,50,11.70,9.27,2.43
Bashaud Breeland,2543571,DB,MIN,@CIN,5,2,,1,,,,,,,,,,,,,,8.74,51,11.60,8.74,2.86
Paulson Adebo,2566346,DB,NO,GB,2,1,,,1,,,,,,,,,1,,33,,8.39,52,11.30,8.39,2.91
Amani Hooker,2562666,DB,TEN,ARI,6,,,,,,,,,,,,,,,,,8.50,53,11.30,8.5,2.8
Terrance Mitchell,2543637,DB,HOU,JAX,4,1,,,,1,,,,,,,,,,,,9.27,54,11.10,9.27,1.83
Desmond King,2557927,DB,HOU,JAX,5,3,,,,,,,,,,,,,,,,7.32,55,10.90,7.32,3.58
Marcus Maye,2557995,DB,NYJ,@CAR,5,3,,,,,,,,,,,,,,,,,56,10.90,,
Denzel Ward,2560916,DB,CLE,@KC,4,2,,,,,,,,,,,,1,,,,8.64,57,10.90,8.64,2.26
Antoine Winfield Jr.,2565261,DB,TB,DAL,5,3,,,,,,,,,,,,,,,,9.68,58,10.90,9.68,1.22
Chuck Clark,2558248,DB,BAL,@LV,1,2,,,,,,,,,,,,3,,,,9.48,59,10.80,9.48,1.32
Erik Harris,2555568,DB,ATL,PHI,5,1,,1,,,,,,,,,,,,,,7.62,60,10.80,7.62,3.18
Vonn Bell,2555530,DB,CIN,MIN,4,3,,1,,,,,,,,,,,,,,10.62,61,10.70,10.62,0.08
