PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Cameron Heyward,2508109,DL,PIT,@BUF,2,2,1,1,,1,1,,,,,,,2,1,,,6.19,1,18.50,6.19,12.31
Maxx Crosby,2562439,DL,LV,BAL,4,2,2,2,,,,,,,,,,,5,,,5.09,2,17.90,5.09,12.81
Michael Pierce,2556650,DL,MIN,@CIN,3,4,2,2,,,,,,,,,,,2,,,4.46,3,16.30,4.46,11.84
Rasheem Green,2560998,DL,SEA,@IND,3,1,1,1,,,,,,,,,,2,2,,,2.94,4,15.40,2.94,12.46
Javon Hargrave,2555239,DL,PHI,@ATL,3,2,2,2,,,,,,,,,,,3,,,4.59,5,15.20,4.59,10.61
Nick Bosa,2562629,DL,SF,@DET,4,,1,3,,,,,,,,,,,2,,,6.49,6,14.30,6.49,7.81
Larry Ogunjobi,2557836,DL,CIN,MIN,4,2,1,2,,,,,,,,,,,1,,,4.54,7,13.90,4.54,9.36
DeForest Buckner,2555275,DL,IND,SEA,5,1,1,1,,,,,,,,,,,2,,,6.51,8,13.80,6.51,7.29
B.J. Hill,2560740,DL,CIN,MIN,3,,2,2,,,,,,,,,,,2,,,2.76,9,13.10,2.76,10.34
Chris Jones,2556369,DL,KC,CLE,3,,2,2,,,,,,,,,,,2,,,4.87,10,13.10,4.87,8.23
Jeffery Simmons,2562733,DL,TEN,ARI,5,,1,1,,,,,,,,,,,1,,,6.13,11,12.50,6.13,6.37
Joey Bosa,2555249,DL,LAC,@WAS,3,1,1,,,1,,,,,,,,,2,,,6.00,12,12.40,6.0,6.4
Derrick Brown,2563629,DL,CAR,NYJ,2,2,1,1,,,,,,,,,,1,1,,,4.45,13,11.50,4.45,7.05
Danielle Hunter,2552603,DL,MIN,@CIN,3,3,1,1,,,,,,,,,,,1,,,,14,11.50,,
Demarcus Lawrence,2543490,DL,DAL,@TB,4,1,,,,1,,,,,,,,,,,,,15,11.10,,
Carl Nassib,2555270,DL,LV,BAL,3,,1,,,1,,,,,,,,,1,,,3.04,16,11.10,3.04,8.06
