PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Dallas Goedert,2560995,TE,PHI,@NO,,,,,,3.77,40.56,0.24,,,,0.06,7.26,9,1,21.50,14.24
Cole Kmet,2563704,TE,CHI,@IND,,,,,,2.73,27.99,0.2,,,,0.06,5.24,18,2,20.70,15.46
Jake Ferguson,2567496,TE,DAL,BAL,,,,,,3.99,42.77,0.29,,,,0.06,7.89,7,3,12.50,4.61
Tyler Conklin,2561027,TE,NYJ,NE,,,,,,1.95,19.47,0.12,,,,0.03,3.58,25,4,11.80,8.22
Dalton Kincaid,2569594,TE,BUF,JAX,,,,,,4.34,45.04,0.29,,,,0.06,8.29,6,5,11.60,3.31
Noah Fant,2562383,TE,SEA,MIA,,,,,,3.1,31.37,0.19,,,,0.06,5.71,14,6,9.00,3.29
Brenton Strange,2569912,TE,JAX,@BUF,,,,,,3.18,31.99,0.2,,,,,5.99,11,7,8.20,2.21
Nick Vannett,2555289,TE,TEN,GB,,,,,,,,,,,,,0.00,199,8,7.90,7.9
Kyle Pitts,2565830,TE,ATL,KC,,,,,,3.45,43.09,0.28,,,,0.06,7.59,8,9,6.90,-0.69
Mike Gesicki,2560994,TE,CIN,WAS,,,,,,2.7,29.46,0.2,,,,,5.50,17,10,6.70,1.2
Johnny Mundt,2558875,TE,MIN,HOU,,,,,,1.8,18.63,0.11,,,,,3.42,28,11,6.70,3.28
Josh Whyle,2569810,TE,TEN,GB,,,,,,1.29,13.25,0.08,,,,,2.45,37,12,6.30,3.85
Cade Otton,2568312,TE,TB,DEN,,,,,,2.41,24.19,0.19,,,,0.05,4.66,21,13,6.20,1.54
Brock Bowers,2572219,TE,LV,CAR,,,,,,4.46,49.68,0.35,,,,0.06,9.18,4,14,5.60,-3.58
Brock Wright,2567221,TE,DET,@ARI,,,,,,,,,,,,,0.00,212,15,5.40,5.4
Pat Freiermuth,2566442,TE,PIT,LAC,,,,,,3.14,32.94,0.22,,,,0.06,6.06,10,16,5.30,-0.76
Eric Saubert,2558023,TE,SF,@LAR,,,,,,1.82,17.92,0.13,,,,,3.48,27,17,5.10,1.62
Travis Kelce,2540258,TE,KC,@ATL,,,,0.23,,4.49,47.62,0.4,,,,0.06,9.31,2,18,5.00,-4.31
Jordan Akins,2560951,TE,CLE,NYG,,,,,,1.91,19.39,0.12,,,,,3.61,24,19,4.90,1.29
Sam LaPorta,2569726,TE,DET,@ARI,,,,,,4.46,46.27,0.4,,,,0.06,9.14,5,20,4.60,-4.54
Kylen Granson,2566145,TE,IND,CHI,,,,,,1.02,10.4,0.06,,,,,1.91,45,21,4.50,2.59
Tommy Tremble,2565914,TE,CAR,@LV,,,,,,1.15,12.25,0.08,,,,,2.28,39,22,4.40,2.12
Zach Ertz,2540158,TE,WAS,@CIN,,,,,,2.42,22.96,0.13,,,,,4.29,22,23,4.30,0.01
Erick All,2571916,TE,CIN,WAS,,,,,,,,,,,,,0.00,72,24,4.20,4.2
Julian Hill,2571129,TE,MIA,@SEA,,,,,,,,,,,,,0.00,109,25,4.00,4.0
Tucker Kraft,2569768,TE,GB,@TEN,,,,,,1.6,16.66,0.14,,,,0.08,3.15,31,26,4.00,0.85
Trey McBride,2568117,TE,ARI,DET,,,,,,5.01,50.86,0.37,,,,0.06,9.69,1,27,4.00,-5.69
Daniel Bellinger,2567985,TE,NYG,@CLE,,,,,,0.69,7.32,0.05,,,,,1.38,51,28,3.70,2.32
Colby Parkinson,2565180,TE,LAR,SF,,,,,,2.82,30.34,0.2,,,,,5.64,15,29,3.60,-2.04
Charlie Kolar,2567280,TE,BAL,@DAL,,,,,,0.29,2.95,,,,,,0.44,69,30,3.50,3.06
Will Dissly,2561046,TE,LAC,@PIT,,,,,,1.27,13.03,0.13,,,,,2.72,33,31,3.40,0.68
AJ Barner,2572513,TE,SEA,MIA,,,,,,0.33,3.59,0.03,,,,,0.70,61,32,2.80,2.1
Jonnu Smith,2558207,TE,MIA,@SEA,,,,,,2.42,24.48,0.2,,,,,4.86,20,33,2.80,-2.06
Hayden Hurst,2560747,TE,LAC,@PIT,,,,,,1.81,18.68,0.13,,,,,3.55,26,34,2.50,-1.05
Chig Okonkwo,2567658,TE,TEN,GB,,,,0.17,,1.74,17.71,0.13,,,,0.06,3.32,29,35,2.50,-0.82
Jeremy Ruckert,2568042,TE,NYJ,NE,,,,,,1.07,11.29,0.06,,,,,2.02,43,36,2.50,0.48
Austin Hooper,2555415,TE,NE,@NYJ,,,,,,1.04,10.26,0.09,,,,,2.09,42,37,2.40,0.31
Tanner Conner,2569017,TE,MIA,@SEA,,,,,,,,,,,,,0.00,82,38,2.10,2.1
Luke Farrell,2566160,TE,JAX,@BUF,,,,,,1.38,13.92,0.1,,,,,2.68,34,39,2.10,-0.58
Dalton Schultz,2560866,TE,HOU,@MIN,,,,,,2.91,30.56,0.25,,,,0.05,5.91,12,40,2.10,-3.81
Josiah Deguara,2563980,TE,JAX,@BUF,,,,,,,,,,,,,0.00,87,41,1.90,1.9
Hunter Henry,2555341,TE,NE,@NYJ,,,,,,3.02,30.4,0.22,,,,0.05,5.77,13,42,1.90,-3.87
Noah Gray,2566178,TE,KC,@ATL,,,,,,1.52,16.24,0.13,,,,,3.16,30,43,1.80,-1.36
Theo Johnson,2572333,TE,NYG,@CLE,,,,,,,,,,,,,0.00,122,44,1.80,1.8
Adam Trautman,2564703,TE,DEN,@TB,,,,,,0.75,7.58,0.06,,,,,1.49,50,45,1.80,0.31
Elijah Higgins,2570068,TE,ARI,DET,,,,,,0.86,8.78,0.06,,,,,1.67,48,46,1.60,-0.07
Stone Smartt,2569227,TE,LAC,@PIT,,,,,,0.24,2.59,0.03,,,,,0.56,63,47,1.50,0.94
Jack Stoll,2567061,TE,PHI,@NO,,,,,,,,,,,,,0.00,183,48,1.50,1.5
Rod Williams,2569366,TE,PIT,LAC,,,,,,,,,,,,,0.00,208,49,1.50,1.5
Pharaoh Brown,2559018,TE,SEA,MIA,,,,,,0.43,4.44,0.06,,,,,1.02,57,50,1.40,0.38
Payne Durham,2570353,TE,TB,DEN,,,,,,0.44,4.39,0.03,,,,,0.84,59,51,1.30,0.46
Connor Heyward,2568138,TE,PIT,LAC,,,,,,0.33,3.63,,,,,,0.53,67,52,1.30,0.77
Dawson Knox,2562681,TE,BUF,JAX,,,,,,1.26,13.76,0.13,,,,0.06,2.67,35,53,1.20,-1.47
Michael Mayer,2570032,TE,LV,CAR,,,,,,1.14,12.15,0.08,,,,0.07,2.13,40,54,1.20,-0.93
Nate Adkins,2570930,TE,DEN,@TB,,,,,,,,,,,,,0.00,71,55,1.10,1.1
Luke Schoonmaker,2569690,TE,DAL,BAL,,,,,,0.81,8.85,0.1,,,,,1.89,46,56,1.00,-0.89
Isaiah Likely,2567283,TE,BAL,@DAL,,,,,,2.69,29.67,0.24,,,,0.06,5.63,16,57,0.90,-4.73
Luke Musgrave,2569780,TE,GB,@TEN,,,,,,1.13,13.08,0.09,,,,,2.41,38,58,0.80,-1.61
Durham Smythe,2560880,TE,MIA,@SEA,,,,,,0.48,4.83,0.05,,,,,1.02,58,59,0.80,-0.22
Foster Moreau,2562317,TE,NO,PHI,,,,,,1.45,15.28,0.14,,,,,3.09,32,60,0.70,-2.39
Andrew Ogletree,2567712,TE,IND,CHI,,,,,,0.35,3.77,0.03,,,,,0.73,60,61,0.60,-0.13
Mo Alie-Cox,2558832,TE,IND,CHI,,,,,,0.59,6.3,0.06,,,,,1.29,53,62,0.00,-1.29
Davis Allen,2570017,TE,LAR,SF,,,,,,,,,,,,,0.00,73,63,0.00,0.0
Mark Andrews,2560957,TE,BAL,@DAL,,,,,,4.07,51.41,0.36,,,,0.06,9.22,3,64,0.00,-9.22
Brenden Bates,2572953,TE,NYJ,NE,,,,,,,,,,,,,0.00,74,65,0.00,0.0
John Bates,2566580,TE,WAS,@CIN,,,,,,0.27,2.8,,,,,,0.42,70,66,0.00,-0.42
Jaheim Bell,2572288,TE,NE,@NYJ,,,,,,0.22,2.48,0.02,,,,,0.48,68,67,0.00,-0.48
Luke Benson,2573782,TE,FA,Bye,,,,,,,,,,,,,,75,68,0.00,
Shawn Bowman,2573689,TE,JAX,@BUF,,,,,,,,,,,,,0.00,76,69,0.00,0.0
Harrison Bryant,2563767,TE,LV,CAR,,,,,,0.28,2.86,0.02,,,,,0.55,64,70,0.00,-0.55
Lawrence Cager,2565492,TE,FA,Bye,,,,,,,,,,,,,,77,71,0.00,
Grant Calcaterra,2568063,TE,PHI,@NO,,,,,,,,,,,,,0.00,78,72,0.00,0.0
Sal Cannella,2567197,TE,FA,Bye,,,,,,,,,,,,,,79,73,0.00,
Stephen Carlson,2563044,TE,CHI,@IND,,,,,,,,,,,,,0.00,80,74,0.00,0.0
McCallan Castles,2572732,TE,LAC,@PIT,,,,,,,,,,,,,0.00,81,75,0.00,0.0
Devin Culp,2572543,TE,TB,DEN,,,,,,,,,,,,,0.00,83,76,0.00,0.0
Baylor Cupp,2572820,TE,KC,@ATL,,,,,,,,,,,,,0.00,84,77,0.00,0.0
Zach Davidson,2566301,TE,BUF,JAX,,,,,,,,,,,,,0.00,85,78,0.00,0.0
Tyler Davis,2564178,TE,GB,@TEN,,,,,,,,,,,,,0.00,86,79,0.00,0.0
Greg Dulcich,2567520,TE,DEN,@TB,,,,,,2.63,27.05,0.16,,,,,4.98,19,80,0.00,-4.98
Ross Dwelley,2561060,TE,ATL,KC,,,,,,,,,,,,,0.00,88,81,0.00,0.0
Evan Engram,2557858,TE,JAX,@BUF,,,,,,,,,,,,,0.00,89,82,0.00,0.0
Gerald Everett,2557889,TE,CHI,@IND,,,,,,1.31,13.28,0.11,,,,0.07,2.50,36,83,0.00,-2.5
Michael Ezeike,2571303,TE,FA,Bye,,,,,,,,,,,,,,90,84,0.00,
Mason Fairchild,2573888,TE,FA,Bye,,,,,,,,,,,,,,91,85,0.00,
Princeton Fant,2570891,TE,DAL,BAL,,,,,,,,,,,,,0.00,92,86,0.00,0.0
Anthony Firkser,2558942,TE,NYJ,NE,,,,,,,,,,,,,0.00,93,87,0.00,0.0
Tucker Fisk,2569324,TE,LAC,@PIT,,,,,,,,,,,,,0.00,94,88,0.00,0.0
John FitzPatrick,2567241,TE,GB,@TEN,,,,,,,,,,,,,0.00,95,89,0.00,0.0
Kevin Foelsch,2573861,TE,FA,Bye,,,,,,,,,,,,,,96,90,0.00,
Miller Forristall,2566944,TE,LAR,SF,,,,,,,,,,,,,0.00,97,91,0.00,0.0
Joseph Fortson,2563259,TE,KC,@ATL,,,,,,,,,,,,,0.00,98,92,0.00,0.0
Cole Fotheringham,2568972,TE,LV,CAR,,,,,,,,,,,,,0.00,99,93,0.00,0.0
Feleipe Franks,2566683,TE,CAR,@LV,,,,,,,,,,,,,0.00,100,94,0.00,0.0
Devon Garrison,2573898,TE,FA,Bye,,,,,,,,,,,,,,101,95,0.00,
Zach Gentry,2562654,TE,FA,Bye,,,,,,,,,,,,,,102,96,0.00,
Cam Grandy,2572995,TE,CIN,WAS,,,,,,,,,,,,,0.00,103,97,0.00,0.0
Jacob Harris,2566220,TE,FA,Bye,,,,,,,,,,,,,,104,98,0.00,
Zach Heins,2573424,TE,FA,Bye,,,,,,,,,,,,,,105,99,0.00,
Peyton Hendershot,2568690,TE,KC,@ATL,,,,,,,,,,,,,0.00,106,100,0.00,0.0
Parker Hesse,2563272,TE,DET,@ARI,,,,,,,,,,,,,0.00,107,101,0.00,0.0
Tyler Higbee,2555364,TE,LAR,SF,,,,,,,,,,,,,0.00,108,102,0.00,0.0
Taysom Hill,2558954,TE,NO,PHI,,,,,,,,,,,,,0.00,110,103,0.00,0.0
T.J. Hockenson,2562378,TE,MIN,HOU,,,,,,,,,,,,,0.00,111,104,0.00,0.0
Curtis Hodges,2568327,TE,FA,Bye,,,,,,,,,,,,,,112,105,0.00,
Dallin Holker,2573373,TE,NO,PHI,,,,,,0.28,2.85,0.02,,,,,0.55,65,106,0.00,-0.55
Alec Holler,2573049,TE,FA,Bye,,,,,,,,,,,,,,113,107,0.00,
Jacob Hollister,2558956,TE,FA,Bye,,,,,,,,,,,,,,114,108,0.00,
Jesper Horsted,2563270,TE,FA,Bye,,,,,,,,,,,,,,115,109,0.00,
Tanner Hudson,2561215,TE,CIN,WAS,,,,,,,,,,,,,0.00,116,110,0.00,0.0
Tommy Hudson,2565450,TE,FA,Bye,,,,,,,,,,,,,,117,111,0.00,
Tyree Jackson,2562435,TE,FA,Bye,,,,,,,,,,,,,,118,112,0.00,
Michael Jacobson,2567204,TE,NO,PHI,,,,,,,,,,,,,0.00,119,113,0.00,0.0
E.J. Jenkins,2570602,TE,PHI,@NO,,,,,,,,,,,,,0.00,120,114,0.00,0.0
Juwan Johnson,2564676,TE,NO,PHI,,,,,,1.97,22.05,0.18,,,,0.06,4.15,23,115,0.00,-4.15
Neal Johnson,2573719,TE,FA,Bye,,,,,,,,,,,,,,121,116,0.00,
Brevin Jordan,2566130,TE,HOU,@MIN,,,,,,,,,,,,,0.00,123,117,0.00,0.0
Nikola Kalinic,2567706,TE,LAR,SF,,,,,,,,,,,,,0.00,124,118,0.00,0.0
Hunter Kampmoyer,2566481,TE,FA,Bye,,,,,,,,,,,,,,125,119,0.00,
Dalton Keene,2564616,TE,HOU,@MIN,,,,,,,,,,,,,0.00,126,120,0.00,0.0
Ko Kieft,2568306,TE,TB,DEN,,,,,,,,,,,,,0.00,127,121,0.00,0.0
George Kittle,2558266,TE,SF,@LAR,,,,,,,,,,,,,0.00,128,122,0.00,0.0
Trey Knox,2573301,TE,FA,Bye,,,,,,,,,,,,,,129,123,0.00,
Lucas Krull,2569092,TE,DEN,@TB,,,,,,,,,,,,,0.00,130,124,0.00,0.0
Zack Kuntz,2570182,TE,NYJ,NE,,,,,,,,,,,,,0.00,131,125,0.00,0.0
Cameron Latu,2570302,TE,CLE,NYG,,,,,,,,,,,,,0.00,132,126,0.00,0.0
Dylan Leonard,2573091,TE,FA,Bye,,,,,,,,,,,,,,133,127,0.00,
Marcedes Lewis,2495888,TE,CHI,@IND,,,,,,,,,,,,,0.00,134,128,0.00,0.0
Hunter Long,2566286,TE,LAR,SF,,,,,,,,,,,,,0.00,135,129,0.00,0.0
Tyler Mabry,2565168,TE,SEA,MIA,,,,,,,,,,,,,0.00,136,130,0.00,0.0
Will Mallory,2569849,TE,IND,CHI,,,,,,,,,,,,,0.00,137,131,0.00,0.0
Chris Manhertz,2552622,TE,NYG,@CLE,,,,,,,,,,,,,0.00,138,132,0.00,0.0
David Martin-Robinson,2573467,TE,TEN,GB,,,,,,,,,,,,,0.00,139,133,0.00,0.0
Ben Mason,2565845,TE,FA,Bye,,,,,,,,,,,,,,140,134,0.00,
Sean McKeon,2563854,TE,IND,CHI,,,,,,,,,,,,,0.00,141,135,0.00,0.0
Tre' McKitty,2566490,TE,FA,Bye,,,,,,,,,,,,,,142,136,0.00,
Tanner McLachlan,2571937,TE,CIN,WAS,,,,,,,,,,,,,0.00,143,137,0.00,0.0
