PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Wil Lutz,2556601,K,DEN,@TB,1.89,0.11,,0.37,0.42,0.37,0.21,,,0.05,6.41,29,1,16.00,9.59
Brayden Narveson,2573470,K,FA,Bye,2.39,0.11,,0.38,0.44,0.38,0.22,,,0.05,,23,2,13.00,
Eddy Pineiro,2560842,K,CAR,@LV,1.77,0.1,,0.31,0.42,0.31,0.21,,,,5.95,31,3,13.00,7.05
Will Reichard,2572273,K,MIN,HOU,2.17,0.1,,0.31,0.47,0.36,0.16,,,0.05,6.40,30,4,12.00,5.6
Brandon Aubrey,2571750,K,DAL,BAL,2.91,0.12,,0.55,0.55,0.42,0.3,,,0.06,8.97,4,5,11.00,2.03
Harrison Butker,2558245,K,KC,@ATL,2.64,0.59,,0.42,0.52,0.37,0.26,,,,6.47,28,6,10.00,3.53
Tyler Bass,2563596,K,BUF,JAX,2.77,0.13,,0.44,0.57,0.44,0.25,,,0.06,8.36,6,7,9.00,0.64
Joshua Karty,2572201,K,LAR,SF,2.3,0.1,,0.37,0.42,0.42,0.16,,,0.05,6.80,24,8,9.00,2.2
Evan McPherson,2565953,K,CIN,WAS,3.06,0.13,,0.45,0.51,0.57,0.32,,,,9.43,2,9,9.00,-0.43
Matt Prater,2506677,K,ARI,DET,2.07,0.12,,0.41,0.53,0.41,0.3,,,0.06,7.61,15,10,9.00,1.39
Austin Seibert,2562729,K,WAS,@CIN,1.96,0.06,,0.2,0.58,0.52,0.13,,,0.07,6.78,25,11,9.00,2.22
Chris Boswell,2550545,K,PIT,LAC,1.97,0.11,,0.39,0.51,0.45,0.22,,,,7.24,20,12,8.00,0.76
Jason Myers,2553112,K,SEA,MIA,2.26,0.12,,0.42,0.54,0.48,0.18,,,0.06,7.54,18,13,8.00,0.46
Younghoe Koo,2559205,K,ATL,KC,2.3,0.06,,0.47,0.53,0.41,0.35,,,,8.51,5,14,7.00,-1.51
Blake Grupe,2571234,K,NO,PHI,2.17,0.11,,0.4,0.51,0.4,0.29,,,0.06,7.56,17,15,6.00,-1.56
Jake Moody,2570308,K,SF,@LAR,2.97,0.19,,0.43,0.56,0.43,0.25,,,0.06,8.28,8,16,6.00,-2.28
Cairo Santos,2550636,K,CHI,@IND,2.17,0.12,,0.41,0.47,0.47,0.23,,,,7.48,19,17,6.00,-1.48
Greg Zuerlein,2534797,K,NYJ,NE,2.34,0.12,,0.41,0.53,0.47,0.29,,,0.06,8.07,11,18,6.00,-2.07
Cam Little,2572147,K,JAX,@BUF,2.23,0.11,,0.33,0.5,0.33,0.17,,,,6.56,27,19,5.00,-1.56
Cameron Dicker,2568435,K,LAC,@PIT,2.08,0.1,,0.36,0.47,0.47,0.21,,,0.05,7.15,22,20,4.00,-3.15
Joey Slye,2563132,K,NE,@NYJ,1.85,-1.45,,0.4,0.45,0.4,0.2,,,0.01,11.34,1,21,4.00,-7.34
