PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Deebo Samuel,2562721,WR,SF,SEA,,,,1,1,7,149,1,,,,,46.20,1,7,8,7,9,78,1,2,1,1,30.50
Drake London,2567250,WR,ATL,TB,,,,,,10,172,,,,1,,28.90,,10,10,10,11,91,1,1,,2,24.20
DJ Moore,2560813,WR,CHI,DET,,,,20,1,6,68,1,,,,,32.40,3,6,9,6,10,60,3,3,3,3,23.80
DeAndre Hopkins,2540165,WR,TEN,@MIA,,,,,,7,124,1,,,,,32.10,,7,7,7,12,58,3,1,4,4,21.90
Cooper Kupp,2557898,WR,LA,@BAL,,,,,,8,115,1,,,,,46.10,,8,8,8,10,80,4,2,4,5,21.50
Odell Beckham Jr.,2543496,WR,BAL,LA,,,,,,4,97,1,,,,,49.80,,4,4,4,10,40,,,,6,17.70
Zay Flowers,2569573,WR,BAL,LA,,,,,,6,60,1,,,1,,49.80,,6,6,6,10,60,,,,7,17.00
Jayden Reed,2569765,WR,GB,@NYG,,,,38,1,8,27,,,,,,35.60,4,8,12,8,10,80,2,3,,8,16.50
CeeDee Lamb,2563848,WR,DAL,PHI,,,,,,6,71,1,,,,,36.80,,6,6,6,10,60,1,1,,9,16.10
Garrett Wilson,2568048,WR,NYJ,HOU,,,,3,,9,108,,,,,,31.30,1,9,10,9,14,64,1,1,2,10,15.60
Michael Pittman,2564136,WR,IND,@CIN,,,,,,8,95,,,,1,,21.40,,8,8,8,11,73,,,,11,15.50
Brandon Aiyuk,2565093,WR,SF,SEA,,,,,,6,126,,,,,1,46.20,,6,6,6,9,67,,,,12,15.10
Rashee Rice,2569921,WR,KC,BUF,,,,,,7,72,1,,,,1,26.70,,7,7,7,10,70,3,2,,13,14.70
Wan'Dale Robinson,2568012,WR,NYG,GB,,,,36,,6,79,,,,,,28.40,2,6,8,6,7,86,,,,14,14.50
DK Metcalf,2562685,WR,SEA,@SF,,,,,,2,52,1,,,,,31.60,,2,2,2,5,40,,,,15,13.70
Courtland Sutton,2560888,WR,DEN,@LAC,,,,,,3,62,1,,,,,21.60,,3,3,3,4,75,,,,16,13.70
Diontae Johnson,2562674,WR,PIT,NE,,,,,,3,57,1,,,,,20.40,,3,3,3,7,43,,,,17,13.20
Michael Gallup,2560735,WR,DAL,PHI,,,,,,3,48,1,,,,,36.80,,3,3,3,5,60,1,1,2,18,12.30
Demarcus Robinson,2555478,WR,LA,@BAL,,,,,,3,46,1,,,,,46.10,,3,3,3,10,30,4,1,3,19,12.10
A.J. Brown,2562238,WR,PHI,@DAL,,,,,,9,94,,,,,1,23.00,,9,9,9,13,69,,,,20,11.90
Tyler Lockett,2552430,WR,SEA,@SF,,,,,,6,89,,,,,,31.60,,6,6,6,6,100,,,,21,11.90
Josh Reynolds,2558194,WR,DET,@CHI,,,,,,3,44,1,,,,,26.10,,3,3,3,4,75,1,1,,22,11.90
