PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Maxx Crosby,2562439,DL,LV,MIN,7,3,2,3,,,,,,,,,,,4,,,1,22.80
Jonathan Greenard,2564070,DL,HOU,@NYJ,5,1,2,2,,,,,,,,,,1,2,,,2,18.60
Derrick Brown,2563629,DL,CAR,@NO,5,5,,,1,,,,,,,,,1,1,2,,3,17.07
Nick Bosa,2562629,DL,SF,SEA,4,2,1.5,1,,,,,,,,,,1,2,,,4,15.20
Justin Madubuike,2563563,DL,BAL,LA,5,2,1,1,,,,,,,,,,,5,,,5,14.70
Zach Sieler,2561129,DL,MIA,TEN,1,3,,,1,,,1,,,,,,1,1,5,,6,13.97
Trey Hendrickson,2557943,DL,CIN,IND,2,,2,2,,,,,,,,,,1,2,,,7,13.50
A'Shawn Robinson,2555265,DL,NYG,GB,4,4,,1,,,,,,,,,,1,1,,,8,12.90
Montez Sweat,2562749,DL,CHI,DET,3,2,1,,,,,,,,,,,1,4,,,9,12.20
Leonard Williams,2552486,DL,SEA,@SF,2,2,1,1,,,,,,,,,,1,4,,,10,12.20
Cameron Heyward,2508109,DL,PIT,NE,5,1,1,1,,,,,,,,,,,1,,,11,12.10
Maurice Hurst,2560748,DL,CLE,JAX,4,,1,2,,,,,,,,,,,1,,,12,11.50
John Cominsky,2562249,DL,DET,@CHI,3,4,1,1,,,,,,,,,,,2,,,13,11.40
Fletcher Cox,2533051,DL,PHI,@DAL,1,2,1,,,1,,,,,,,,1,1,,,14,11.20
Clelin Ferrell,2562263,DL,SF,SEA,3,1,1,2,,,,,,,,,,,1,,,15,10.60
Carl Granderson,2562273,DL,NO,CAR,4,1,1,1,,,,,,,,,,,1,,,16,10.60
Christian Wilkins,2562782,DL,MIA,TEN,3,2,1,1,,,,,,,,,,,2,,,17,10.20
DeForest Buckner,2555275,DL,IND,@CIN,3,5,,,,,,,,,,,,1,,,,18,10.00
Justin Jones,2560769,DL,CHI,DET,1,5,1.5,1,,,,,,,,,,,2,,,19,10.00
D.J. Wonnum,2564583,DL,MIN,@LV,3,2,1,1,,,,,,,,,,,1,,,20,9.70
Nathan Shepherd,2560873,DL,NO,CAR,4,3,0.5,,,,,,,,,,,,1,,,21,9.30
Aidan Hutchinson,2567547,DL,DET,@CHI,1,1,1,1,,,,,,,,,,1,2,,,22,9.10
Harrison Phillips,2560840,DL,MIN,@LV,3,1,1,1,,,,,,,,,,,1,,,23,9.10
Tyree Wilson,2570050,DL,LV,MIN,3,1,1,1,,,,,,,,,,,1,,,24,9.10
B.J. Hill,2560740,DL,CIN,IND,2,,,,1,,,,,,,,,1,,,,25,9.00
Dre'Mont Jones,2562412,DL,SEA,@SF,4,,1,,,,,,,,,,,,1,,,26,8.50
Sheldon Rankins,2555242,DL,HOU,@NYJ,2,,1,2,,,,,,,,,,,1,,,27,8.50
Kentavius Street,2560885,DL,ATL,TB,3,,1,1,,,,,,,,,,,1,,,28,8.50
Jaleel Johnson,2557845,DL,TEN,@MIA,1,1,1,,,1,,,,,,,,,1,,,29,8.10
George Karlaftis,2567796,DL,KC,BUF,2,1,1,1,,,,,,,,,,,2,,,30,8.10
Quinnen Williams,2562599,DL,NYJ,HOU,2,1,1,1,,,,,,,,,,,2,,,31,8.10
Za'Darius Smith,2552279,DL,CLE,JAX,1,,1,1,,,,,,,,,,1,1,,,32,8.00
Michael Hoecht,2564346,DL,LA,@BAL,4,3,,,,,,,,,,,,,,,,33,7.80
Calijah Kancey,2570356,DL,TB,@ATL,2,1,1,1,,,,,,,,,,,1,,,34,7.60
Charles Omenihu,2562324,DL,KC,BUF,2,1,1,1,,,,,,,,,,,1,,,35,7.60
Kenny Clark,2555282,DL,GB,@NYG,3,,,2,,,,,,,,,,,,,,36,7.50
Devonte Wyatt,2567640,DL,GB,@NYG,4,,,1,,,,,,,,,,,,,,37,7.50
Maliek Collins,2555400,DL,HOU,@NYJ,1,3,1,1,,,,,,,,,,,1,,,38,7.30
Jarran Reed,2555238,DL,SEA,@SF,1,3,1,1,,,,,,,,,,,1,,,39,7.30
Shy Tuttle,2563242,DL,CAR,@NO,3,2,,1,,,,,,,,,,,,,,40,7.20
Calais Campbell,744,DL,ATL,TB,3,,,,,,,,,,,,,1,,,,41,7.00
Jalen Carter,2570203,DL,PHI,@DAL,,1,,,,,1,,1,,,,,,,,42,42,7.00
Pat O'Connor,2558863,DL,TB,@ATL,1,,,1,,,,,,,1,,,,,,,43,7.00
Solomon Thomas,2558018,DL,NYJ,HOU,2,,1,1,,,,,,,,,,,1,,,44,7.00
Jeremiah Ledbetter,2558124,DL,JAX,@CLE,2,2,,1,,,1,,,,,,,,,,,45,6.70
Yannick Ngakoue,2555421,DL,CHI,DET,1,2,1,1,,,,,,,,,,,1,,,46,6.70
Ed Oliver,2562322,DL,BUF,@KC,1,2,0.5,,,,,,,,,,,1,1,,,47,6.70
Travis Jones,2567277,DL,BAL,LA,1,1,1,1,,,,,,,,,,,2,,,48,6.60
Javon Kinlaw,2565117,DL,SF,SEA,2,1,0.5,1,,,,,,,,,,,1,,,49,6.60
Grover Stewart,2558766,DL,IND,@CIN,4,1,,,,,,,,,,,,,,,,50,6.60
Zach Allen,2562219,DL,DEN,@LAC,1,,1,1,,,,,,,,,,,3,,,51,6.50
Derek Barnett,2557984,DL,HOU,@NYJ,2,,,2,,,,,,,,,,,1,,,52,6.50
Marlon Tuipulotu,2566415,DL,PHI,@DAL,3,3,,,,,,,,,,,,,,,,53,6.30
A.J. Epenesa,2563605,DL,BUF,@KC,,,,,1,,,,,,,,,1,,6,,54,6.20
Benito Jones,2564466,DL,DET,@CHI,2,2,,1,,,,,,,,,,,1,,,55,6.20
Bryce Huff,2565510,DL,NYJ,HOU,1,1,1,1,,,,,,,,,,,1,,,56,6.10
Denico Autry,2550646,DL,TEN,@MIA,2,,,,,,,,,,,,1,,,,,57,6.00
Ogbo Okoronkwo,2560829,DL,CLE,JAX,2,,1,,,,,,,,,,,,2,,,58,6.00
Emmanuel Ogbah,2555278,DL,MIA,TEN,1,2,,,,,,,,,,,,1,1,,,59,5.70
Greg Rousseau,2565875,DL,BUF,@KC,,2,0.5,,,,,,,,,,,1,2,,,60,5.70
Randy Gregory,2552446,DL,SF,SEA,1,,1,1,,,,,,,,,,,1,,,61,5.50
Malcolm Koonce,2566262,DL,LV,MIN,3,,,,,,,,,,,,,,2,,,62,5.50
Will McDonald IV,2570191,DL,NYJ,HOU,1,,1,1,,,,,,,,,,,1,,,63,5.50
Janarius Robinson,2566316,DL,LV,MIN,1,,1,1,,,,,,,,,,,1,,,64,5.50
Albert Huggins,2562667,DL,ATL,TB,2,4,,,,,,,,,,,,,,,,65,5.40
Greg Gaines,2562391,DL,TB,@ATL,1,2,1,,,,,,,,,,,,1,,,66,5.20
Jonathan Bullard,2555335,DL,MIN,@LV,2,1,,1,,,,,,,,,,,,,,67,5.10
Christian Barmore,2566328,DL,NE,@PIT,1,3,0.5,,,,,,,,,,,,1,,,68,4.80
Jordan Davis,2568069,DL,PHI,@DAL,2,3,,,,,,,,,,,,,,,,69,4.80
Khalen Saunders,2562723,DL,NO,CAR,2,3,,,,,,,,,,,,,,,,70,4.80
Jermaine Johnson II,2568033,DL,NYJ,HOU,1,1,,,,,,,,,,,,1,,,,71,4.60
Bobby Brown III,2566199,DL,LA,@BAL,3,,,,,,,,,,,,,,,,,72,4.50
Myles Garrett,2557965,DL,CLE,JAX,1,,,1,,,,,,,,,,,3,,,73,4.50
Josh Sweat,2560889,DL,PHI,@DAL,3,,,,,,,,,,,,,,,,,74,4.50
Josh Tupou,2559003,DL,CIN,IND,2,,,1,,,,,,,,,,,,,,75,4.50
Michael Danna,2564262,DL,KC,BUF,1,3,,,,,,,,,,,,,2,,,76,4.30
Davon Godchaux,2558012,DL,NE,@PIT,2,2,,,,,,,,,,,,,,,,77,4.20
Kwity Paye,2565612,DL,IND,@CIN,1,1,,1,,,,,,,,,,,1,,,78,4.10
Dexter Lawrence,2562301,DL,NYG,GB,,3,0.5,,,,,,,,,,,,2,,,79,3.80
Milton Williams,2566418,DL,PHI,@DAL,,2,,,,,,,,,,,,1,,,,80,3.70
Chauncey Golston,2566007,DL,DAL,PHI,1,1,,1,,,,,,,,,,,,,,81,3.60
Logan Hall,2568303,DL,TB,@ATL,2,1,,,,,,,,,,,,,,,,82,3.60
Sam Hubbard,2560745,DL,CIN,IND,2,1,,,,,,,,,,,,,,,,83,3.60
Austin Johnson,2556368,DL,LAC,DEN,2,1,,,,,,,,,,,,,,,,84,3.60
Bilal Nichols,2560821,DL,LV,MIN,2,1,,,,,,,,,,,,,,,,85,3.60
Cameron Sample,2565959,DL,CIN,IND,1,1,0.5,,,,,,,,,,,,1,,,86,3.60
Tyquan Lewis,2560791,DL,IND,@CIN,1,,,1,,,,,,,,,,,1,,,87,3.50
Tim Settle,2560871,DL,BUF,@KC,2,,,,,,,,,,,,,,1,,,88,3.50
Lawrence Guy,2495481,DL,NE,@PIT,1,3,,,,,,,,,,,,,,,,89,3.30
Quinton Jefferson,2555358,DL,NYJ,HOU,1,2,,,,,,,,,,,,,1,,,90,3.20
Brian Burns,2562242,DL,CAR,@NO,1,,,1,,,,,,,,,,,,,,91,3.00
Neville Gallimore,2563842,DL,DAL,PHI,2,,,,,,,,,,,,,,,,,92,3.00
D.J. Jones,2558265,DL,DEN,@LAC,2,,,,,,,,,,,,,,,,,93,3.00
Cameron Jordan,2495184,DL,NO,CAR,2,,,,,,,,,,,,,,,,,94,3.00
Rakeem Nunez-Roches,2552674,DL,NYG,GB,2,,,,,,,,,,,,,,,,,95,3.00
Osa Odighizuwa,2566016,DL,DAL,PHI,1,,,1,,,,,,,,,,,,,,96,3.00
Romeo Okwara,2556641,DL,DET,@CHI,,,,,,,,,,,,,1,,,,,97,3.00
Kyle Peko,2556646,DL,TEN,@MIA,2,,,,,,,,,,,,,,,,,98,3.00
Nick Williams,2541479,DL,LAC,DEN,1,,,1,,,,,,,,,,,,,,99,3.00
John Jenkins,2539231,DL,LV,MIN,1,2,,,,,,,,,,,,,,,,100,2.70
Jonah Williams,2564403,DL,LA,@BAL,1,2,,,,,,,,,,,,,,,,101,2.70
Zacch Pickens,2569624,DL,CHI,DET,1,1,,,,,,,,,,,,,1,,,102,2.60
Aaron Donald,2543485,DL,LA,@BAL,,,,,,,,,,,,,,1,,,,103,2.50
Chase Young,2565294,DL,SF,SEA,,,,,,,,,,,,,,1,,,,104,2.50
Montravius Adams,2557876,DL,PIT,NE,1,1,,,,,,,,,,,,,,,,105,2.10
Angelo Blackson,2552670,DL,JAX,@CLE,1,1,,,,,,,,,,,,,,,,106,2.10
Karl Brooks,2569753,DL,GB,@NYG,1,1,,,,,,,,,,,,,,,,107,2.10
Gervon Dexter Sr.,2569621,DL,CHI,DET,,1,0.5,,,,,,,,,,,,1,,,108,2.10
Kevin Givens,2562655,DL,SF,SEA,1,1,,,,,,,,,,,,,,,,109,2.10
Sebastian Joseph-Day,2561079,DL,SF,SEA,1,1,,,,,,,,,,,,,,,,110,2.10
Scott Matlock,2570284,DL,LAC,DEN,1,1,,,,,,,,,,,,,,,,111,2.10
D.J. Reader,2555388,DL,CIN,IND,1,1,,,,,,,,,,,,,,,,112,2.10
Tedarrell Slaton,2566094,DL,GB,@NYG,1,1,,,,,,,,,,,,,,,,113,2.10
Dalvin Tomlinson,2557846,DL,CLE,JAX,,1,,,,,,,,,,,,,3,,,114,2.10
Raekwon Davis,2564445,DL,MIA,TEN,1,,,,,,,,,,,,,,1,,,115,2.00
Leonard Floyd,2555285,DL,BUF,@KC,1,,,,,,,,,,,,,,1,,,116,2.00
Mike Purcell,2541634,DL,DEN,@LAC,1,,,,,,,,,,,,,,1,,,117,2.00
Tershawn Wharton,2564310,DL,KC,BUF,,3,,,,,,,,,,,,,,,,118,1.80
Kobie Turner,2569954,DL,LA,@BAL,,1,,,,,,,,,,,,,2,,,119,1.60
Adetomiwa Adebawore,2569843,DL,IND,@CIN,1,,,,,,,,,,,,,,,,,120,1.50
Dorance Armstrong,2560959,DL,DAL,PHI,1,,,,,,,,,,,,,,,,,121,1.50
Amare Barno,2567346,DL,CAR,@NO,1,,,,,,,,,,,,,,,,,122,1.50
Travis Bell,2569612,DL,CIN,IND,1,,,,,,,,,,,,,,,,,123,1.50
Sheldon Day,2555241,DL,MIN,@LV,1,,,,,,,,,,,,,,,,,124,1.50
Jordan Elliott,2563779,DL,CLE,JAX,1,,,,,,,,,,,,,,,,,125,1.50
Morgan Fox,2556529,DL,LAC,DEN,1,,,,,,,,,,,,,,,,,126,1.50
Adam Gotsis,2555502,DL,JAX,@CLE,1,,,,,,,,,,,,,,,,,127,1.50
Brandon Graham,496788,DL,PHI,@DAL,1,,,,,,,,,,,,,,,,,128,1.50
Javon Hargrave,2555239,DL,SF,SEA,1,,,,,,,,,,,,,,,,,129,1.50
Jonathan Harris,2562945,DL,DEN,@LAC,1,,,,,,,,,,,,,,,,,130,1.50
Marquis Haynes,2561009,DL,CAR,@NO,1,,,,,,,,,,,,,,,,,131,1.50
Matt Henningsen,2567523,DL,DEN,@LAC,1,,,,,,,,,,,,,,,,,132,1.50
Chris Jones,2556369,DL,KC,BUF,,,,,,,,,,,,,,,3,,,133,1.50
Joseph Ossai,2565956,DL,CIN,IND,1,,,,,,,,,,,,,,,,,134,1.50
Michael Pierce,2556650,DL,BAL,LA,1,,,,,,,,,,,,,,,,,135,1.50
Jordon Riley,2570167,DL,NYG,GB,1,,,,,,,,,,,,,,,,,136,1.50
Roy Robertson-Harris,2556665,DL,JAX,@CLE,1,,,,,,,,,,,,,,,,,137,1.50
Teair Tart,2565474,DL,HOU,@NYJ,1,,,,,,,,,,,,,,,,,138,1.50
Alex Wright,2567484,DL,CLE,JAX,1,,,,,,,,,,,,,,,,,139,1.50
Isaiah Buggs,2562241,DL,KC,BUF,,2,,,,,,,,,,,,,,,,140,1.20
Dante Fowler Jr.,2553431,DL,DAL,PHI,,2,,,,,,,,,,,,,,,,141,1.20
Larry Ogunjobi,2557836,DL,PIT,NE,,2,,,,,,,,,,,,,,,,142,1.20
Jerry Tillery,2562763,DL,LV,MIN,,2,,,,,,,,,,,,,,,,143,1.20
Demarcus Lawrence,2543490,DL,DAL,PHI,,1,,,,,,,,,,,,,1,,,144,1.10
Keion White,2570107,DL,NE,@PIT,,1,,,,,,,,,,,,,1,,,145,1.10
Will Anderson Jr.,2569834,DL,HOU,@NYJ,,,,,,,,,,,,,,,2,,,146,1.00
Bryan Bresee,2570128,DL,NO,CAR,,,,,,,,,,,,,,,2,,,147,1.00
Adam Butler,2558924,DL,LV,MIN,,,,,,,,,,,,,,,2,,,148,1.00
Yetur Gross-Matos,2563641,DL,CAR,@NO,,,,,,,,,,,,,,,2,,,149,1.00
Keeanu Benton,2570260,DL,PIT,NE,,1,,,,,,,,,,,,,,,,150,0.60
Micheal Clemons,2568024,DL,NYJ,HOU,,1,,,,,,,,,,,,,,,,151,0.60
Ta'Quon Graham,2565815,DL,ATL,TB,,1,,,,,,,,,,,,,,,,152,0.60
Zach Harrison,2569555,DL,ATL,TB,,1,,,,,,,,,,,,,,,,153,0.60
Jack Heflin,2566929,DL,NO,CAR,,1,,,,,,,,,,,,,,,,154,0.60
Jalyn Holmes,2560744,DL,NYJ,HOU,,1,,,,,,,,,,,,,,,,155,0.60
Shaq Lawson,2555252,DL,BUF,@KC,,1,,,,,,,,,,,,,,,,156,0.60
Myles Murphy,2569663,DL,CIN,IND,,1,,,,,,,,,,,,,,,,157,0.60
Derrick Nnadi,2560823,DL,KC,BUF,,1,,,,,,,,,,,,,,,,158,0.60
Joshua Paschal,2567559,DL,DET,@CHI,,1,,,,,,,,,,,,,,,,159,0.60
Jordan Phillips,2552492,DL,BUF,@KC,,1,,,,,,,,,,,,,,,,160,0.60
Darrell Taylor,2565198,DL,SEA,@SF,,1,,,,,,,,,,,,,,,,161,0.60
Nick Thurman,2561597,DL,CAR,@NO,,1,,,,,,,,,,,,,,,,162,0.60
Brent Urban,2543765,DL,BAL,LA,,1,,,,,,,,,,,,,,,,163,0.60
DeMarcus Walker,2557894,DL,CHI,DET,,1,,,,,,,,,,,,,,,,164,0.60
Armon Watts,2562773,DL,PIT,NE,,1,,,,,,,,,,,,,,,,165,0.60
Sam Williams,2567514,DL,DAL,PHI,,1,,,,,,,,,,,,,,,,166,0.60
Deatrich Wise,2558000,DL,NE,@PIT,,1,,,,,,,,,,,,,,,,167,0.60
Dayo Odeyingbo,2565609,DL,IND,@CIN,,,,,,,,,,,,,,,1,,,168,0.50
Julian Okwara,2563947,DL,DET,@CHI,,,,,,,,,,,,,,,1,,,169,0.50
Myles Adams,2563620,DL,SEA,@SF,,,,,,,,,,,,,,,,,,170,0.00
Jayson Ademilola,2571035,DL,FA,Bye,,,,,,,,,,,,,,,,,,171,0.00
