PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Matt Gay,2562271,K,IND,@NYG,2.06,0.12,,0.41,0.53,0.41,0.29,,,0.06,7.55,16,20,0.00,-7.55
Zane Gonzalez,2558178,K,WAS,ATL,2.28,0.28,,0.49,0.52,0.5,0.2,,,,7.47,17,21,0.00,-7.47
Blake Grupe,2571234,K,NO,LV,2.17,0.11,,0.4,0.51,0.4,0.23,,,0.06,7.26,23,22,0.00,-7.26
Alex Hale,2573890,K,GB,@MIN,,,,,,,,,,,0.00,38,23,0.00,0.0
Lucas Havrisik,2569534,K,FA,Bye,,,,,,,,,,,,39,24,0.00,
Dustin Hopkins,2539227,K,CLE,MIA,2.22,0.11,,0.38,0.49,0.43,0.22,,,0.05,7.27,22,25,0.00,-7.27
Greg Joseph,2561534,K,NYJ,@BUF,,,,,,,,,,,0.00,40,26,0.00,0.0
Joshua Karty,2572201,K,LAR,ARI,2.6,0.12,,0.42,0.48,0.48,0.18,,,0.06,7.70,13,27,0.00,-7.7
Younghoe Koo,2559205,K,ATL,@WAS,,,,,,,,,,,0.00,41,28,0.00,0.0
Cam Little,2572147,K,JAX,TEN,2.31,0.11,,0.39,0.55,0.39,0.17,,,,7.21,25,29,0.00,-7.21
Wil Lutz,2556601,K,DEN,@CIN,2.09,0.12,,0.41,0.46,0.41,0.23,,,0.06,7.07,28,30,0.00,-7.07
Brett Maher,2540243,K,FA,Bye,,,,,,,,,,,,42,31,0.00,
Jude McAtamney,2573503,K,NYG,IND,,,,,,,,,,,0.00,43,32,0.00,0.0
Chase McLaughlin,2563203,K,TB,CAR,2.24,0.13,,0.45,0.58,0.51,0.26,,,0.06,8.22,5,33,0.00,-8.22
Brandon McManus,2541556,K,GB,@MIN,2.29,0.25,,0.25,0.51,0.51,0.25,,,,7.11,27,34,0.00,-7.11
Evan McPherson,2565953,K,CIN,DEN,,,,,,,,,,,0.00,44,35,0.00,0.0
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,,45,36,0.00,
Jake Moody,2570308,K,SF,DET,2.74,0.02,,0.4,0.52,0.4,0.23,,,0.05,8.14,6,37,0.00,-8.14
Brayden Narveson,2573470,K,FA,Bye,,,,,,,,,,,,46,38,0.00,
Riley Patterson,2567013,K,ATL,@WAS,2.17,,,0.31,0.62,0.31,0.31,,,,7.75,12,39,0.00,-7.75
Eddy Pineiro,2560842,K,CAR,@TB,2.06,0.12,,0.36,0.48,0.36,0.24,,,,6.86,30,40,0.00,-6.86
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,,47,41,0.00,
Matt Prater,2506677,K,ARI,@LAR,,,,,,,,,,,0.00,48,42,0.00,0.0
Will Reichard,2572273,K,MIN,GB,2.55,0.12,,0.36,0.54,0.42,0.18,,,0.06,7.41,20,43,0.00,-7.41
John Parker Romo,2569101,K,NE,LAC,,,,,,,,,,,0.00,49,44,0.00,0.0
Chad Ryland,2570125,K,ARI,@LAR,1.9,0.05,,0.37,0.76,0.61,0.16,,,,8.38,3,45,0.00,-8.38
Jason Sanders,2561153,K,MIA,@CLE,2.54,0.11,,0.39,0.44,0.44,0.17,,,0.06,7.25,24,46,0.00,-7.25
Austin Seibert,2562729,K,WAS,ATL,,,,,,,,,,,0.00,50,47,0.00,0.0
Spencer Shrader,2573175,K,KC,@PIT,,,,,,,,,,,0.00,51,48,0.00,0.0
Charlie Smyth,2572330,K,NO,LV,,,,,,,,,,,0.00,52,49,0.00,0.0
James Turner,2573148,K,FA,Bye,,,,,,,,,,,,53,50,0.00,
Matthew Wright,2562968,K,TEN,@JAX,2.22,0.6,,0.45,0.45,0.45,0.2,,,,5.92,32,51,0.00,-5.92
Cade York,2567487,K,CIN,DEN,2.06,0.26,,0.45,0.51,0.51,0.26,,,0.06,7.44,18,52,0.00,-7.44
Greg Zuerlein,2534797,K,NYJ,@BUF,2.15,0.11,,0.38,0.48,0.43,0.27,,,0.05,7.42,19,53,0.00,-7.42
