PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Cameron Dicker,2568435,K,LAC,@NE,2.31,0.12,,0.4,0.52,0.46,0.29,,,0.06,7.94,8,1,17.00,9.06
Justin Tucker,2536340,K,BAL,@HOU,2.57,-0.13,,0.42,0.48,0.48,0.26,,,,8.88,1,2,9.00,0.12
Jason Myers,2553112,K,SEA,@CHI,2.17,0.11,,0.4,0.51,0.46,0.17,,,0.06,7.20,26,3,8.00,0.8
Chris Boswell,2550545,K,PIT,KC,2.18,0.13,,0.44,0.57,0.5,0.25,,,,8.07,7,4,4.00,-4.07
Cairo Santos,2550636,K,CHI,SEA,2.14,0.11,,0.39,0.51,0.45,0.22,,,,7.41,21,5,4.00,-3.41
Harrison Butker,2558245,K,KC,@PIT,2.62,0.1,,0.41,0.51,0.36,0.26,,,,7.82,11,6,2.00,-5.82
Joey Slye,2563132,K,NE,LAC,1.98,0.12,,0.41,0.47,0.41,0.23,,,0.06,6.99,29,7,1.00,-5.99
Ramiz Ahmed,2563692,K,FA,Bye,,,,,,,,,,,,33,8,0.00,
Brandon Aubrey,2571750,K,DAL,@PHI,2.6,-0.11,,0.49,0.49,0.38,0.27,,,0.05,8.69,2,9,0.00,-8.69
Mike Badgley,2560965,K,DET,@SF,,,,,,,,,,,0.00,34,10,0.00,0.0
Tyler Bass,2563596,K,BUF,NYJ,2.72,0.12,,0.43,0.56,0.43,0.25,,,0.06,8.24,4,11,0.00,-8.24
Jake Bates,2571759,K,DET,@SF,2.92,0.19,,0.38,0.5,0.5,0.19,,,0.06,7.88,10,12,0.00,-7.88
Tanner Brown,2569984,K,FA,Bye,,,,,,,,,,,,35,13,0.00,
Anders Carlson,2569750,K,NYJ,@BUF,,,,,,,,,,,0.00,36,14,0.00,0.0
Daniel Carlson,2560993,K,LV,@NO,2.02,0.06,,0.45,0.51,0.39,0.28,,,,7.68,14,15,0.00,-7.68
Jake Elliott,2558172,K,PHI,DAL,2.4,0.12,,0.41,0.47,0.47,0.23,,,0.06,7.65,15,16,0.00,-7.65
Ka'imi Fairbairn,2556521,K,HOU,BAL,2.75,0.12,,0.41,0.53,0.41,0.23,,,0.06,7.94,9,17,0.00,-7.94
Nick Folk,2507225,K,TEN,@JAX,,,,,,,,,,,0.00,37,18,0.00,0.0
Graham Gano,71309,K,NYG,IND,1.74,0.11,,0.42,0.47,0.42,0.16,,,0.05,6.51,31,19,0.00,-6.51
