PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Travis Kelce,2540258,TE,KC,@PIT,,,,0.32,,4.59,44.78,0.33,,,,0.06,8.67,5,1,18.40,9.73
Mark Andrews,2560957,TE,BAL,@HOU,,,,,,3.7,46.53,0.36,,,,0.08,8.50,6,2,13.80,5.3
Pat Freiermuth,2566442,TE,PIT,KC,,,,,,3.36,35.07,0.23,,,,0.06,6.45,18,3,7.50,1.05
Isaiah Likely,2567283,TE,BAL,@HOU,,,,,,2.28,25.29,0.2,,,,0.05,4.77,26,4,7.40,2.63
Noah Fant,2562383,TE,SEA,@CHI,,,,,,3.26,32.94,0.19,,,,0.07,5.92,20,5,6.30,0.38
Austin Hooper,2555415,TE,NE,LAC,,,,,,2.39,23.66,0.22,,,,,4.88,25,6,3.40,-1.48
Stone Smartt,2569227,TE,LAC,@NE,,,,,,0.88,9.56,0.1,,,,,2.00,47,7,3.30,1.3
Will Dissly,2561046,TE,LAC,@NE,,,,,,3.04,31.01,0.3,,,,,6.42,19,8,3.10,-3.32
Dalton Schultz,2560866,TE,HOU,BAL,,,,,,3.62,38.04,0.31,,,,0.06,7.35,13,9,3.10,-4.25
Connor Heyward,2568138,TE,PIT,KC,,,,,,0.31,3.44,,,,,,0.50,77,10,2.80,2.3
Noah Gray,2566178,TE,KC,@PIT,,,,,,2.46,25.94,0.23,,,,,5.20,23,11,1.70,-3.5
Cole Kmet,2563704,TE,CHI,SEA,,,,,,2.14,21.91,0.18,,,,0.03,4.28,29,12,1.50,-2.78
Tucker Fisk,2569324,TE,LAC,@NE,,,,,,0.69,5.21,0.1,,,,,1.47,52,13,1.30,-0.17
Darnell Washington,2570257,TE,PIT,KC,,,,,,1.07,10.94,0.07,,,,,2.05,46,14,1.30,-0.75
Cade Stover,2572105,TE,HOU,BAL,,,,,,1.17,12.39,0.08,,,,,2.30,42,15,0.60,-1.7
Pharaoh Brown,2559018,TE,SEA,@CHI,,,,,,0.41,4.25,0.06,,,,,0.99,62,16,0.40,-0.59
Nate Adkins,2570930,TE,DEN,@CIN,,,,,,,,,,,,,0.00,83,17,0.00,0.0
Jordan Akins,2560951,TE,CLE,MIA,,,,,,2.64,26.56,0.18,,,,,5.06,24,18,0.00,-5.06
Mo Alie-Cox,2558832,TE,IND,@NYG,,,,,,0.93,9.8,0.09,,,,,1.99,48,19,0.00,-1.99
Erick All,2571916,TE,CIN,DEN,,,,,,,,,,,,,0.00,84,20,0.00,0.0
Davis Allen,2570017,TE,LAR,ARI,,,,,,0.54,5.45,0.04,,,,0.04,0.98,63,21,0.00,-0.98
AJ Barner,2572513,TE,SEA,@CHI,,,,,,1.11,11.88,0.08,,,,,2.22,44,22,0.00,-2.22
Brenden Bates,2572953,TE,CLE,MIA,,,,,,,,,,,,,0.00,85,23,0.00,0.0
John Bates,2566580,TE,WAS,ATL,,,,,,0.49,5.03,,,,,,0.75,70,24,0.00,-0.75
Jaheim Bell,2572288,TE,NE,LAC,,,,,,0.24,2.64,0.02,,,,,0.50,76,25,0.00,-0.5
Daniel Bellinger,2567985,TE,NYG,IND,,,,,,1.98,20.53,0.15,,,,,3.94,33,26,0.00,-3.94
Luke Benson,2573782,TE,FA,Bye,,,,,,,,,,,,,,86,27,0.00,
Brock Bowers,2572219,TE,LV,@NO,,,,,,6.3,65.84,0.42,,,,0.08,12.09,1,28,0.00,-12.09
Shawn Bowman,2573689,TE,JAX,TEN,,,,,,,,,,,,,0.00,87,29,0.00,0.0
Harrison Bryant,2563767,TE,LV,@NO,,,,,,0.4,4.12,0.03,,,,,0.79,69,30,0.00,-0.79
Lawrence Cager,2565492,TE,FA,Bye,,,,,,,,,,,,,,88,31,0.00,
Grant Calcaterra,2568063,TE,PHI,DAL,,,,,,3.24,25.76,0.19,,,,,5.34,22,32,0.00,-5.34
Sal Cannella,2567197,TE,FA,Bye,,,,,,,,,,,,,,89,33,0.00,
Stephen Carlson,2563044,TE,CHI,SEA,,,,,,,,,,,,,0.00,90,34,0.00,0.0
McCallan Castles,2572732,TE,LAC,@NE,,,,,,,,,,,,,0.00,91,35,0.00,0.0
Tyler Conklin,2561027,TE,NYJ,@BUF,,,,,,2.41,24.03,0.15,,,,0.05,4.41,27,36,0.00,-4.41
Tanner Conner,2569017,TE,MIA,@CLE,,,,,,,,,,,,,0.00,92,37,0.00,0.0
Devin Culp,2572543,TE,TB,CAR,,,,,,0.14,1.45,0.01,,,,,0.28,79,38,0.00,-0.28
Baylor Cupp,2572820,TE,KC,@PIT,,,,,,,,,,,,,0.00,93,39,0.00,0.0
