PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Roquan Smith,2560877,LB,BAL,@HOU,5.34,3.48,0.18,0.36,0.06,,,,,,,,,0.48,0.3,0.48,,12.57,5,1,14.60,2.03
Nick Bolton,2566175,LB,KC,@PIT,3.92,2.67,0.06,0.45,0.06,,,,,,,,,0.23,0.23,,,9.18,30,2,13.50,4.32
Uchenna Nwosu,2560826,LB,SEA,@CHI,1.86,0.47,0.47,0.58,,0.12,,,,,,,,0.12,1.05,,,6.13,69,3,11.60,5.47
Drue Tranquill,2562765,LB,KC,@PIT,4.48,2,0.3,0.42,,0.06,,,,,,,,0.12,0.48,0.85,,9.93,25,4,10.80,0.87
Jahlani Tavai,2562755,LB,NE,LAC,3.86,2.59,0.06,0.33,0.06,0.06,,,,,,,,0.22,0.17,0.22,,9.02,32,5,10.50,1.48
T.J. Edwards,2562648,LB,CHI,SEA,5.14,3.24,0.2,0.46,0.06,,0.06,,,,,,,0.4,0.4,0.46,,12.23,6,6,10.10,-2.13
Tremaine Edmunds,2560713,LB,CHI,SEA,3.53,1.97,0.06,0.29,0.06,,,,,,,,,0.41,0.12,0.52,,8.34,37,7,9.70,1.36
Marte Mapu,2570104,LB,NE,LAC,3.07,1.38,0.03,0.13,0.06,0.06,0.06,,,,,,,,,,,6.17,68,8,9.60,3.43
Tuli Tuipulotu,2570266,LB,LAC,@NE,2.77,1.16,0.35,0.52,,0.06,0.06,,,,,,,0.06,0.81,,,7.16,58,9,9.50,2.34
Kyle Van Noy,2543699,LB,BAL,@HOU,1.1,0.61,0.31,0.37,,0.12,0.06,,,,,,,0.18,0.49,,,4.37,98,10,9.10,4.73
Patrick Queen,2563575,LB,PIT,KC,4.51,2.6,0.23,0.52,0.06,0.06,0.06,,,,,,,0.35,0.58,,,11.21,11,11,8.70,-2.51
Khalil Mack,2543463,LB,LAC,@NE,2.04,1.16,0.39,0.61,,0.17,0.06,,,,,,,0.22,0.77,,,7.04,59,12,8.50,1.46
Alex Highsmith,2564982,LB,PIT,KC,2.04,1.32,0.44,0.55,,0.11,,,,,,,,0.11,1.05,,,6.74,62,13,7.60,0.86
