PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Khalil Mack,2543463,LB,LAC,LV,8,2,6,5,,2,,,,,,,,1,4,,,1,44.20
Nicholas Morrow,2559054,LB,PHI,WAS,10,1,3,3,,1,,,,,,,,,3,,,2,31.10
Bobby Wagner,2532966,LB,SEA,@NYG,9,8,2,2,,,,,,,,,,,2,,,3,26.30
Quincy Williams,2562954,LB,NYJ,KC,10,3,,2,,,,,,,,,,2,1,,,4,25.30
Quay Walker,2567631,LB,GB,DET,10,9,,1,,,,,,,,,,,,,,5,21.90
Josh Allen,2562619,LB,JAX,ATL,3,,3,2,,1,,,,,,,,,3,,,6,18.50
Roquan Smith,2560877,LB,BAL,@CLE,6,4,,1,,,,,,,,,,2,1,,,7,18.40
Foye Oluokun,2561132,LB,JAX,ATL,8,1,,3,,,1,,,,,,,,,,,8,18.10
Nik Bonitto,2567517,LB,DEN,@CHI,3,1,2.5,2,,1,,,,,,,,,2,,,9,17.60
Azeez Al-Shaair,2562462,LB,TEN,CIN,5,4,,1,,,,,,,,,,2,2,,,10,17.40
Uchenna Nwosu,2560826,LB,SEA,@NYG,4,2,2,1,,1,,,,,,,,,2,,,11,17.20
Bobby Okereke,2562416,LB,NYG,SEA,6,4,,2,,,,,,,,,,1,,,,12,16.90
Jordyn Brooks,2565135,LB,SEA,@NYG,4,6,2,1,,,1,,,,,,,,1,,8,13,16.87
Matt Milano,2557969,LB,BUF,MIA,8,2,,,,1,,,,,,,,,,,,14,16.70
C.J. Mosley,2543464,LB,NYJ,KC,4,7,,,1,,,,,,,,,1,,,,15,16.20
Andrew Van Ginkel,2562768,LB,MIA,@BUF,4,1,2,3,,,,,,,,,,,2,,,16,16.10
Zach Cunningham,2558094,LB,PHI,WAS,9,4,,,,,,,,,,,,,,,,17,15.90
Jonathon Cooper,2566028,LB,DEN,@CHI,2,3,1,1,,,1,,1,,,,,,2,,35,18,15.47
