PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Josh Allen,2560955,QB,BUF,MIA,320,4,,17,1,,,,,,,,36.20,4,,4,,,,,3,,1,36.50
Anthony Richardson,2569864,QB,IND,LA,200,2,,56,1,,,,,,2,2,28.30,10,,10,,,,,1,1,2,28.30
Justin Fields,2565920,QB,CHI,DEN,335,4,1,25,,,,,,,,1,27.90,4,,4,,,,,,,3,27.90
Lamar Jackson,2560757,QB,BAL,@CLE,186,2,,27,2,,,,,,,2,27.84,9,,9,,,,,4,3,4,27.04
Jalen Hurts,2564832,QB,PHI,WAS,319,2,,34,,,,,,,,,24.16,9,,9,,,,,1,,5,24.16
Justin Herbert,2565045,QB,LAC,LV,167,1,1,27,2,,,,,,,,23.38,12,,12,,,,,4,2,6,23.38
Baker Mayfield,2560800,QB,TB,@NO,246,3,1,31,,,,,,,,,22.94,8,,8,,,,,,,7,22.94
Joshua Dobbs,2558167,QB,MIN,@CAR,265,2,,48,,,,,,,,1,8.56,12,,12,,,,,1,,8,22.33
Russell Wilson,2532975,QB,DEN,@CHI,223,3,,13,,,,,,,,,22.22,4,,4,,,,,1,,9,22.22
C.J. Stroud,2569819,QB,HOU,PIT,306,2,,16,,,,,,,,,21.84,4,,4,,,,,1,,10,21.84
Brock Purdy,2568216,QB,SF,ARI,283,1,,,1,,,,,,,,21.22,2,,2,,,,,1,1,11,21.32
Zach Wilson,2566391,QB,NYJ,KC,245,2,,14,,,,,,,1,1,19.07,2,,2,,,,,,,12,19.07
Sam Howell,2568333,QB,WAS,@PHI,290,1,,40,,,,,,,,1,17.60,6,,6,,,,,1,,13,17.60
Trevor Lawrence,2566163,QB,JAX,ATL,207,1,,42,,,,,,,,,16.48,8,,8,,,,,,,14,16.48
Matthew Stafford,79860,QB,LA,@IND,319,1,1,14,,,,,,,,,16.16,2,,2,,,,,,,15,16.16
Jordan Love,2564007,QB,GB,DET,246,1,2,-2,1,,,,,,1,1,15.64,2,,2,,,,,1,1,16,15.64
Dak Prescott,2555260,QB,DAL,NE,261,1,,-1,,,,,,,,,14.94,1,,1,,,,,,,17,14.34
Tua Tagovailoa,2564499,QB,MIA,@BUF,282,1,1,7,,,,,,,,1,13.98,2,,2,,,,,1,,18,13.98
Jared Goff,2555334,QB,DET,@GB,210,1,1,10,,,,,,,,,12.90,2,,2,,,,,2,,19,12.90
Patrick Mahomes,2558125,QB,KC,@NYJ,203,1,2,51,,,,,,,,1,12.22,7,,7,,,,,3,2,20,12.22
Ryan Tannehill,2532956,QB,TEN,CIN,240,1,1,11,,,,,,,,2,9.30,6,,6,,,,,1,,21,9.30
Geno Smith,2539335,QB,SEA,@NYG,110,1,,,,1,-2,,,,,,12.32,,1,1,1,1,100,,,,22,8.70
Kirk Cousins,2532820,QB,MIN,@CAR,139,2,2,,,,,,,,,1,8.56,1,,1,,,,,1,,23,8.56
Aidan O'Connell,2570044,QB,LV,@LAC,238,,1,3,1,,,,,,,3,7.82,3,,3,,,,,2,2,24,7.82
Bryce Young,2569606,QB,CAR,MIN,204,,,10,,,,,,,,1,7.16,2,,2,,,,,,,25,7.16
Daniel Jones,2562299,QB,NYG,SEA,203,,2,66,,,,,,,,2,6.72,10,,10,,,,,2,1,26,6.72
Desmond Ridder,2567256,QB,ATL,@JAX,191,1,2,6,,,,,,,,1,6.24,1,,1,,,,,,,27,6.24
Joe Burrow,2563722,QB,CIN,@TEN,165,,,1,,,,,,,,1,4.70,3,,3,,,,,,,28,4.70
Kenny Pickett,2568162,QB,PIT,@HOU,114,,1,9,,,,,,,,,5.18,2,,2,,,,,,,29,4.46
Drew Lock,2562305,QB,SEA,@NYG,63,,,11,,,,,,,,,12.32,1,,1,,,,,,,30,3.62
Derek Carr,2543499,QB,NO,TB,127,,,1,,,,,,,,1,1.18,2,,2,,,,,,,31,3.18
Bailey Zappe,2567961,QB,NE,@DAL,57,,,,,,,,,,,,2.98,,,,,,,,,,32,2.28
Tyler Huntley,2563560,QB,BAL,@CLE,,,,8,,,,,,,,,27.84,2,,2,,,,,,,33,0.80
Dorian Thompson-Robinson,2569672,QB,CLE,BAL,121,,3,24,,,,,,,,1,0.74,4,,4,,,,,,,34,0.74
Mitchell Trubisky,2558008,QB,PIT,@HOU,18,,,,,,,,,,,,5.18,,,,,,,,,,35,0.72
Mac Jones,2566334,QB,NE,@DAL,150,,2,7,,,,,,,,1,2.98,3,,3,,,,,,,36,0.70
Cooper Rush,2559242,QB,DAL,NE,20,,,-2,,,,,,,,,14.94,3,,3,,,,,,,37,0.60
Holton Ahlers,2571369,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,38,0.00
Brandon Allen,2555365,QB,SF,ARI,,,,,,,,,,,,,21.22,,,,,,,,,,39,0.00
Tyson Bagent,2570467,QB,CHI,DEN,,,,,,,,,,,,,27.90,,,,,,,,,,40,0.00
Matt Barkley,2539308,QB,JAX,ATL,,,,,,,,,,,,,16.48,,,,,,,,,,41,0.00
C.J. Beathard,2557922,QB,JAX,ATL,,,,,,,,,,,,,16.48,,,,,,,,,,42,0.00
Stetson Bennett,2569939,QB,LA,@IND,,,,,,,,,,,,,16.16,,,,,,,,,,43,0.00
James Blackman,2571132,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,44,0.00
David Blough,2563043,QB,DET,@GB,,,,,,,,,,,,,12.90,,,,,,,,,,45,0.00
Ian Book,2566352,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,46,0.00
Tim Boyle,2561187,QB,HOU,PIT,,,,,,,,,,,,,21.84,,,,,,,,,,47,0.00
Teddy Bridgewater,2543465,QB,DET,@GB,,,,,,,,,,,,,12.90,,,,,,,,,,48,0.00
Jacoby Brissett,2555261,QB,WAS,@PHI,,,,,,,,,,,,,17.60,,,,,,,,,,49,0.00
Anthony Brown,2568363,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,50,0.00
Jake Browning,2562634,QB,CIN,@TEN,,,,,,,,,,,,,4.70,,,,,,,,,,51,0.00
Shane Buechele,2566983,QB,BUF,MIA,,,,,,,,,,,,,36.20,,,,,,,,,,52,0.00
Sean Clifford,2569762,QB,GB,DET,,,,,,,,,,,,,15.64,,,,,,,,,,53,0.00
Matt Corral,2567349,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,54,0.00
Malik Cunningham,2571222,QB,BAL,@CLE,,,,,,,,,,,,,27.84,,,,,,,,,,55,0.00
Andy Dalton,2495143,QB,CAR,MIN,,,,,,,,,,,,,7.16,,,,,,,,,,56,0.00
Tim Demorat,2571638,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,57,0.00
Tommy DeVito,2570578,QB,NYG,SEA,,,,,,,,,,,,,6.72,,,,,,,,,,58,0.00
Ben DiNucci,2563839,QB,DEN,@CHI,,,,,,,,,,,,,22.22,,,,,,,,,,59,0.00
Jeff Driskel,2555262,QB,CLE,BAL,,,,,,,,,,,,,0.74,,,,,,,,,,60,0.00
Max Duggan,2570278,QB,LAC,LV,,,,,,,,,,,,,23.38,,,,,,,,,,61,0.00
Jacob Eason,2564115,QB,NYG,SEA,,,,,,,,,,,,,6.72,,,,,,,,,,62,0.00
Sam Ehlinger,2566142,QB,IND,LA,,,,,,,,,,,,,28.30,,,,,,,,,,63,0.00
Danny Etling,2560717,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,64,0.00
Joe Flacco,382,QB,CLE,BAL,,,,,,,,,,,,,0.74,,,,,,,,,,65,0.00
Nick Foles,2532842,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,66,0.00
Jake Fromm,2563608,QB,WAS,@PHI,,,,,,,,,,,,,17.60,,,,,,,,,,67,0.00
Blaine Gabbert,2495441,QB,KC,@NYJ,,,,,,,,,,,,,12.22,,,,,,,,,,68,0.00
Chase Garbers,2568975,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,69,0.00
Jimmy Garoppolo,2543801,QB,LV,@LAC,,,,,,,,,,,,,7.82,,,,,,,,,,70,0.00
Will Grier,2562404,QB,LAC,LV,,,,,,,,,,,,,23.38,,,,,,,,,,71,0.00
Jarrett Guarantano,2569432,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,72,0.00
Jake Haener,2570131,QB,NO,TB,,,,,,,,,,,,,1.18,,,,,,,,,,73,0.00
Jaren Hall,2570083,QB,MIN,@CAR,,,,,,,,,,,,,8.56,,,,,,,,,,74,0.00
Taylor Heinicke,2553656,QB,ATL,@JAX,,,,,,,,,,,,,6.24,,,,,,,,,,75,0.00
Hendon Hooker,2569744,QB,DET,@GB,,,,,,,,,,,,,12.90,,,,,,,,,,76,0.00
Brian Hoyer,81294,QB,LV,@LAC,,,,,,,,,,,,,7.82,,,,,,,,,,77,0.00
Josh Johnson,264,QB,BAL,@CLE,,,,,,,,,,,,,27.84,,,,,,,,,,78,0.00
Colin Kaepernick,2495186,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,79,0.00
Case Keenum,2532888,QB,HOU,PIT,,,,,,,,,,,,,21.84,,,,,,,,,,80,0.00
Trey Lance,2566532,QB,DAL,NE,,,,,,,,,,,,,14.94,,,,,,,,,,81,0.00
Will Levis,2569798,QB,TEN,CIN,,,,,,,,,,,,,9.30,,,,,,,,,,82,0.00
Jake Luton,2564205,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,83,0.00
Marcus Mariota,2552466,QB,PHI,WAS,,,,,,,,,,,,,24.16,,,,,,,,,,84,0.00
Adrian Martinez,2570984,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,85,0.00
AJ McCarron,2543497,QB,CIN,@TEN,,,,,,,,,,,,,4.70,,,,,,,,,,86,0.00
Colt McCoy,497123,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,87,0.00
Tanner McKee,2570206,QB,PHI,WAS,,,,,,,,,,,,,24.16,,,,,,,,,,88,0.00
Trace McSorley,2562403,QB,PIT,@HOU,,,,,,,,,,,,,5.18,,,,,,,,,,89,0.00
Davis Mills,2566136,QB,HOU,PIT,,,,,,,,,,,,,21.84,,,,,,,,,,90,0.00
Gardner Minshew,2562796,QB,IND,LA,,,,,,,,,,,,,28.30,,,,,,,,,,91,0.00
Kellen Mond,2566310,QB,IND,LA,,,,,,,,,,,,,28.30,,,,,,,,,,92,0.00
