PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Ja'Quan McMillian,2568747,DB,DEN,CLE,3.01,0.72,0.06,0.22,0.06,,0.06,,,,,,,,,,,5.67,105,1,26.47,20.8
Tarheeb Still,2572483,DB,LAC,@ATL,3.19,1.85,,,,,,,,,,,,,,,,5.90,100,2,23.40,17.5
Derwin James,2560760,DB,LAC,@ATL,4.12,2.87,0.12,0.3,0.12,0.06,0.06,,0.06,,,,,0.36,0.3,,0.06,10.57,13,3,19.57,9.0
Cam Taylor-Britt,2567454,DB,CIN,PIT,2.68,0.89,,0.06,0.13,0.06,,0.06,,,,,,0.76,,2.93,,7.55,55,4,19.50,11.95
Byron Murphy,2562318,DB,MIN,ARI,3.04,1.09,0.03,0.18,0.18,0.06,0.12,,,,,,,0.73,0.06,2.61,,8.45,36,5,17.60,9.15
Daryl Worley,2555394,DB,TEN,@WAS,,,,,,,,,,,,,,,,,,0.00,617,6,17.40,17.4
Nick Cross,2567700,DB,IND,@NE,6.43,1.84,,0.06,0.11,,,,,,,,,0.4,,,,12.22,2,7,16.60,4.38
Chau Smith-Wade,2571895,DB,CAR,TB,0.27,0.16,,0.05,0.05,,,,,,,,,0.05,,,,0.88,244,8,16.30,15.42
Xavier Woods,2558159,DB,CAR,TB,4.38,1.33,,0.12,0.12,,0.06,,,,,,,0.4,,,,9.03,27,9,15.80,6.77
Christian Gonzalez,2570122,DB,NE,IND,2.51,0.54,0.06,0.18,0.12,,,,,,,,,,,,,4.90,129,10,15.60,10.7
Ugo Amadi,2562464,DB,NO,LAR,3.04,1.01,0.14,0.51,,0.07,,,0.07,,,,,0.14,,,0.07,7.09,65,11,15.10,8.01
Shaquill Griffin,2558259,DB,MIN,ARI,2.56,0.84,,0.05,0.13,,,,,,,,,0.31,,,,5.65,106,12,15.00,9.35
Julian Love,2562414,DB,SEA,@NYJ,4.53,2.24,,0.16,0.11,0.05,0.05,,,,,,,0.33,0.05,1.69,,9.90,15,13,15.00,5.1
Justin Reid,2560851,DB,KC,LV,4.13,1.24,0.14,0.2,0.08,0.08,,,,,,,,0.39,0.26,,,9.18,24,14,14.20,5.02
Derek Stingley Jr.,2567694,DB,HOU,@JAX,1.93,0.7,,0.06,0.23,,,0.06,,,,,,0.88,,3.22,,6.76,77,15,14.13,7.37
Julian Blackmon,2564103,DB,IND,@NE,3.74,1.39,,0.18,0.18,,0.06,0.06,,,,,,0.42,0.06,3.92,,8.85,33,16,14.07,5.22
Amani Hooker,2562666,DB,TEN,@WAS,3.65,0.78,,,0.05,,,,,,,,,0.31,0.05,,,6.92,72,17,13.80,6.88
DaRon Bland,2567490,DB,DAL,NYG,2.49,0.8,,0.08,0.24,,,0.16,,,,,,0.72,0.08,9.89,,7.98,46,18,13.30,5.32
Kyle Dugger,2564601,DB,NE,IND,3.38,1.74,0.08,0.27,0.16,0.05,0.05,0.05,,,,,,0.44,0.22,3.65,,9.00,30,19,13.30,4.3
Tyler Nubin,2572345,DB,NYG,@DAL,5.2,2.32,,,0.11,,,0.12,,,,,,0.69,,,,11.78,4,20,13.20,1.42
Ar'Darius Washington,2566632,DB,BAL,PHI,0.42,0.42,,,,,,0.06,,,,,,0.18,,,,1.57,199,21,13.20,11.63
Chamarri Conner,2569927,DB,KC,LV,2.97,1.15,,0.06,0.12,0.06,0.06,,,,,,,0.3,,,,6.68,80,22,13.10,6.42
Kevin Byard,2555158,DB,CHI,@DET,4.35,2.5,,0.05,0.11,,,0.05,,,,,,0.38,0.05,3.37,,9.77,16,23,13.00,3.23
DeShon Elliott,2560715,DB,PIT,@CIN,4.02,1.26,0.06,0.11,0.06,,0.06,,,,,,,0.34,,,,8.19,44,24,12.90,4.71
Jaycee Horn,2565893,DB,CAR,TB,1.39,0.48,,0.11,0.11,,,,,,,,,0.37,,1.55,,3.90,156,25,12.80,8.9
Camryn Bynum,2566295,DB,MIN,ARI,4.95,1.61,0.03,0.06,0.12,0.06,0.06,,,,,,,0.42,0.06,2.09,,10.38,14,26,12.30,1.92
Mike Sainristil,2572582,DB,WAS,TEN,2.16,0.78,,,0.06,,,,,,,,,0.42,,,,4.97,127,27,12.30,7.33
Clark Phillips III,2569546,DB,ATL,LAC,2.25,0.69,,0.12,,,,,,,,,,0.5,0.06,,,5.25,123,28,12.27,7.02
