PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
De'Von Achane,2570062,RB,MIA,DEN,,,,203,2,4,30,2,,,,,4.01,1,49.30,45.29
Raheem Mostert,2553728,RB,MIA,DEN,,,,82,3,7,60,1,,,,,14.05,2,41.70,27.65
Kenneth Walker III,2568282,RB,SEA,CAR,,,,97,2,3,59,,,,,,13.27,3,29.10,15.83
Zack Moss,2563617,RB,IND,@BAL,,,,122,,2,23,1,,,,,13.38,4,21.50,8.12
Christian McCaffrey,2557997,RB,SF,NYG,,,,85,1,5,34,,,,,,19.44,5,20.40,0.96
James Conner,2557978,RB,ARI,DAL,,,,98,1,2,18,,,,,,13.71,6,18.60,4.89
Jerome Ford,2567469,RB,CLE,TEN,,,,18,1,2,33,1,,,,,9.47,7,18.10,8.63
Jerick McKinnon,2543715,RB,KC,CHI,,,,9,,3,19,2,,,,,5.75,8,16.30,10.55
Travis Etienne,2566157,RB,JAX,HOU,,,,88,,4,50,,,,,,14.38,9,15.80,1.42
Alexander Mattison,2562682,RB,MIN,LAC,,,,93,,5,32,,,,,,13.32,10,15.00,1.68
Isiah Pacheco,2567808,RB,KC,CHI,,,,62,1,2,16,,,,,,11.67,11,14.80,3.13
Miles Sanders,2562722,RB,CAR,@SEA,,,,24,1,5,38,,,,,,13.88,12,14.70,0.82
D'Andre Swift,2563965,RB,PHI,@TB,,,,130,,1,8,,,,,,8.07,13,14.30,6.23
Tony Pollard,2562699,RB,DAL,@ARI,,,,122,,3,-1,,,,,,15.67,14,13.60,-2.07
Joe Mixon,2557976,RB,CIN,LA,,,,65,1,1,5,,,,,,17.56,15,13.50,-4.06
Dameon Pierce,2567685,RB,HOU,@JAX,,,,31,1,3,28,,,,,,10.54,16,13.40,2.86
James Cook,2567328,RB,BUF,@WAS,,,,98,,2,14,,,,,,11.24,17,12.20,0.96
Clyde Edwards-Helaire,2564271,RB,KC,CHI,,,,55,1,1,2,,,,,,3.83,18,12.20,8.37
Rico Dowdle,2565295,RB,DAL,@ARI,,,,21,,3,25,1,,,,,2.42,19,12.10,9.68
Matt Breida,2558918,RB,NYG,@SF,,,,17,1,3,1,,,,,,9.59,20,10.80,1.21
Josh Jacobs,2562377,RB,LV,PIT,,,,62,,3,18,,,,,,14.43,21,9.50,-4.93
Ezekiel Elliott,2555224,RB,NE,@NYJ,,,,80,,1,7,,,,,,5.51,22,9.20,3.69
Jahmyr Gibbs,2569747,RB,DET,ATL,,,,80,,1,2,,,,,,15.65,23,8.70,-6.95
Latavius Murray,2541161,RB,BUF,@WAS,,,,15,1,1,6,,,,,,4.97,24,8.60,3.63
Bijan Robinson,2569558,RB,ATL,@DET,,,,33,,4,27,,,,,,14.26,25,8.00,-6.26
Javonte Williams,2566049,RB,DEN,@MIA,,,,42,,2,23,,,,,,11.96,26,7.50,-4.46
Kyren Williams,2567862,RB,LA,@CIN,,,,38,,2,27,,,,,,12.36,27,7.50,-4.86
Tony Jones,2564679,RB,ARI,DAL,,,,31,,4,21,,,,,,4.25,28,7.20,2.95
Rachaad White,2568315,RB,TB,PHI,,,,38,,3,24,,,,,1,12.41,29,7.20,-5.21
Tank Bigsby,2569882,RB,JAX,HOU,,,,10,1,,,,,,,,4.22,30,7.00,2.78
Brian Robinson,2568348,RB,WAS,BUF,,,,70,,,,,,,,,12.00,31,7.00,-5.0
Rhamondre Stevenson,2566343,RB,NE,@NYJ,,,,59,,1,3,,,,,,13.07,32,6.70,-6.37
Jaylen Warren,2568493,RB,PIT,@LV,,,,29,,3,23,,,,,,8.39,33,6.70,-1.69
Chris Brooks,2571114,RB,MIA,DEN,,,,66,,,,,,,,,1.79,34,6.60,4.81
Melvin Gordon,2552469,RB,BAL,IND,,,,32,,2,23,,,,,,4.13,35,6.50,2.37
Najee Harris,2566448,RB,PIT,@LV,,,,65,,,,,,,,,11.91,36,6.50,-5.41
Nick Bawden,2560972,RB,NYJ,NE,,,,1,1,,,,,,,,0.27,37,6.10,5.83
Roschon Johnson,2569615,RB,CHI,@KC,,,,38,,2,11,,,,,,4.90,38,5.90,1.0
Elijah Mitchell,2566538,RB,SF,NYG,,,,42,,3,2,,,,,,5.00,39,5.90,0.9
Zach Charbonnet,2570335,RB,SEA,CAR,,,,46,,1,-1,,,,,,3.76,40,5.60,1.84
Devin Singletary,2562734,RB,HOU,@JAX,,,,41,,2,4,,,,,,4.96,41,5.50,0.54
Kenneth Gainwell,2566397,RB,PHI,@TB,,,,43,,1,5,,,,,,10.60,42,5.30,-5.3
Gus Edwards,2561324,RB,BAL,IND,,,,51,,,,,,,,,8.55,43,5.10,-3.45
Gary Brightwell,2566364,RB,NYG,@SF,,,,5,,2,31,,,,,,1.84,44,4.60,2.76
Kareem Hunt,2557917,RB,CLE,TEN,,,,13,,2,22,,,,,,5.17,45,4.50,-0.67
Dalvin Cook,2557991,RB,BAL,IND,,,,18,,3,11,,,,,,5.60,46,4.40,-1.2
Patrick Taylor,2564040,RB,GB,NO,,,,6,,3,23,,,,,,1.91,47,4.40,2.49
Samaje Perine,2558138,RB,DEN,@MIA,,,,9,,2,15,,,,,,6.19,48,4.00,-2.19
Tyler Allgeier,2567232,RB,ATL,@DET,,,,12,,2,17,,,,,,9.29,49,3.90,-5.39
Kendre Miller,2570149,RB,NO,@GB,,,,34,,1,,,,,,,13.37,50,3.90,-9.47
Ty Chandler,2567907,RB,MIN,LAC,,,,27,,1,4,,,,,,2.69,51,3.60,0.91
Antonio Gibson,2565276,RB,WAS,BUF,,,,17,,3,7,,,,,1,6.87,52,3.40,-3.47
AJ Dillon,2563986,RB,GB,NO,,,,33,,,,,,,,,13.42,53,3.30,-10.12
Derrick Henry,2556075,RB,TEN,@CLE,,,,20,,,,,,,,,15.55,54,3.00,-12.55
Ty Montgomery,2552429,RB,FA,Bye,,,,,,,,,,,,,,55,3.00,
Tyjae Spears,2569795,RB,TEN,@CLE,,,,6,,4,3,,,,,,5.29,56,2.90,-2.39
Pierre Strong,2567952,RB,CLE,TEN,,,,27,,,,,,,,,2.16,57,2.70,0.54
Ameer Abdullah,2552374,RB,LV,PIT,,,,,,2,16,,,,,,2.02,58,2.60,0.58
Keaontay Ingram,2568108,RB,KC,CHI,,,,13,,1,8,,,,,,2.34,59,2.60,0.26
Hunter Luepke,2570882,RB,DAL,@ARI,,,,9,,1,12,,,,,,0.23,60,2.60,2.37
Trey Sermon,2566544,RB,IND,@BAL,,,,17,,1,4,,,,,,1.89,61,2.60,0.71
Khalil Herbert,2565926,RB,CHI,@KC,,,,31,,2,4,,,,,1,10.45,62,2.50,-7.95
Breece Hall,2568030,RB,NYJ,NE,,,,18,,1,9,,,,,1,12.64,63,2.20,-10.44
D'Ernest Johnson,2563327,RB,JAX,HOU,,,,6,,2,6,,,,,,1.58,64,2.20,0.62
Joshua Kelley,2565054,RB,LAC,@MIN,,,,12,,1,5,,,,,,11.79,65,2.20,-9.59
Kenyan Drake,2555230,RB,GB,NO,,,,,,2,31,,,,,1,5.35,66,2.10,-3.25
Royce Freeman,2560733,RB,LA,@CIN,,,,,,,,,,,,,4.82,67,2.10,-2.72
Craig Reynolds,2562834,RB,DET,ATL,,,,15,,,,,,,,,2.06,68,2.10,0.04
Sean Tucker,2571629,RB,TB,PHI,,,,1,,,,,,,,,3.46,69,1.60,-1.86
Mike Boone,2561099,RB,CAR,@SEA,,,,,,,,,,,,,2.87,70,1.50,-1.37
Chase Brown,2569642,RB,CIN,LA,,,,,,,,,,,,,2.65,71,1.50,-1.15
Jason Cabinda,2560986,RB,DET,ATL,,,,,,,,,,,,,0.49,72,1.50,1.01
Damien Harris,2562281,RB,BUF,@WAS,,,,15,,,,,,,,,4.02,73,1.50,-2.52
Jakob Johnson,2562890,RB,LV,PIT,,,,,,,,,,,,,0.66,74,1.50,0.84
Jaleel McLaughlin,2570942,RB,DEN,@MIA,,,,15,,,,,,,,,1.72,75,1.50,-0.22
Chuba Hubbard,2565899,RB,CAR,@SEA,,,,2,,2,2,,,,,,8.27,76,1.40,-6.87
Bam Knight,2568036,RB,DET,ATL,,,,13,,,,,,,,,5.04,77,1.30,-3.74
C.J. Ham,2556803,RB,MIN,LAC,,,,,,1,7,,,,,,1.52,78,1.20,-0.32
Jordan Mason,2569257,RB,SF,NYG,,,,11,,,,,,,,,1.58,79,1.10,-0.48
DeeJay Dallas,2565144,RB,SEA,CAR,,,,7,,1,-2,,,,,,2.40,80,1.00,-1.4
Michael Carter,2566382,RB,ARI,DAL,,,,,,1,3,,,,,,3.67,81,0.80,-2.87
Isaiah Spiller,2568189,RB,LAC,@MIN,,,,7,,,,,,,,,2.24,82,0.70,-1.54
Trayveon Williams,2562600,RB,CIN,LA,,,,4,,,,,,,,,2.50,83,0.40,-2.1
Kyle Juszczyk,2540230,RB,SF,NYG,,,,3,,,,,,,,,1.18,84,0.30,-0.88
Emari Demercado,2571065,RB,ARI,DAL,,,,2,,,,,,,,,1.80,85,0.20,-1.6
Israel Abanikanda,2570188,RB,NYJ,NE,,,,,,,,,,,,,0.00,86,0.00,0.0
Salvon Ahmed,2565090,RB,MIA,DEN,,,,,,,,,,,,,0.00,87,0.00,0.0
Cam Akers,2564319,RB,MIN,LAC,,,,,,,,,,,,,0.00,88,0.00,0.0
Darius Anderson,2563824,RB,FA,Bye,,,,,,,,,,,,,,89,0.00,
Alex Armah,2558833,RB,WAS,BUF,,,,,,,,,,,,,0.40,90,0.00,-0.4
Ronald Awatt,2571306,RB,FA,Bye,,,,,,,,,,,,,,91,0.00,
Tyler Badie,2567265,RB,DEN,@MIA,,,,,,,,,,,,,0.00,92,0.00,0.0
Saquon Barkley,2560968,RB,NYG,@SF,,,,,,,,,,,,,0.00,93,0.00,0.0
B.J. Baylor,2567568,RB,FA,Bye,,,,,,,,,,,,,,94,0.00,
Greg Bell,2568762,RB,FA,Bye,,,,,,,,,,,,,,95,0.00,
Nick Bellore,2495262,RB,SEA,CAR,,,,,,,,,,,,,0.74,96,0.00,-0.74
Eno Benjamin,2564889,RB,NO,@GB,,,,,,,,,,,,,0.00,97,0.00,0.0
Raheem Blackshear,2569477,RB,CAR,@SEA,,,,,,,,,,,,,0.00,98,0.00,0.0
Khari Blasingame,2562869,RB,CHI,@KC,,,,,,,,,,,,,0.00,99,0.00,0.0
Brandon Bolden,2532797,RB,LV,PIT,,,,,,,,,,,,,1.36,100,0.00,-1.36
Kennedy Brooks,2568060,RB,FA,Bye,,,,,,,,,,,,,,101,0.00,
Brittain Brown,2567868,RB,LV,PIT,,,,,,,,,,,,,0.00,102,0.00,0.0
Ronnie Brown,2571581,RB,FA,Bye,,,,,,,,,,,,,,103,0.00,
Spencer Brown,2565558,RB,CAR,@SEA,,,,,,,,,,,,,0.00,104,0.00,0.0
Robert Burns,2570449,RB,CHI,@KC,,,,,,,,,,,,,0.00,105,0.00,0.0
Michael Burton,2552636,RB,DEN,@MIA,,,,,,,,,,,,,0.36,106,0.00,-0.36
Julius Chestnut,2568804,RB,TEN,@CLE,,,,,,,,,,,,,0.98,107,0.00,-0.98
Nick Chubb,2561021,RB,CLE,TEN,,,,,,,,,,,,,0.00,108,0.00,0.0
Corey Clement,2559150,RB,ARI,DAL,,,,,,,,,,,,,0.00,109,0.00,0.0
Tarik Cohen,2558250,RB,CAR,@SEA,,,,,,,,,,,,,0.00,110,0.00,0.0
Jack Colletto,2571312,RB,PIT,@LV,,,,,,,,,,,,,0.00,111,0.00,0.0
Snoop Conner,2567730,RB,JAX,HOU,,,,,,,,,,,,,0.00,112,0.00,0.0
Jashaun Corbin,2569125,RB,NYG,@SF,,,,,,,,,,,,,0.00,113,0.00,0.0
Damarea Crockett,2563223,RB,FA,Bye,,,,,,,,,,,,,,114,0.00,
Malik Davis,2568672,RB,DAL,@ARI,,,,,,,,,,,,,0.00,115,0.00,0.0
Tyrion Davis-Price,2568207,RB,SF,NYG,,,,,,,,,,,,,0.00,116,0.00,0.0
Gerrid Doaks,2566277,RB,FA,Bye,,,,,,,,,,,,,,117,0.00,
J.K. Dobbins,2563548,RB,BAL,IND,,,,,,,,,,,,,0.00,118,0.00,0.0
Elijah Dotson,2571536,RB,LAC,@MIN,,,,,,,,,,,,,3.01,119,0.00,-3.01
Travis Dye,2570611,RB,FA,Bye,,,,,,,,,,,,,,120,0.00,
Jerrion Ealy,2568414,RB,FA,Bye,,,,,,,,,,,,,,121,0.00,
Trestan Ebner,2567385,RB,FA,Bye,,,,,,,,,,,,,,122,0.00,
Chase Edmonds,2560711,RB,TB,PHI,,,,,,,,,,,,,0.00,123,0.00,0.0
Austin Ekeler,2559169,RB,LAC,@MIN,,,,,,,,,,,,,0.00,124,0.00,0.0
Chris Evans,2565944,RB,CIN,LA,,,,,,,,,,,,,0.00,125,0.00,0.0
Darrynton Evans,2564043,RB,MIA,DEN,,,,,,,,,,,,,0.00,126,0.00,0.0
Tiyon Evans,2569960,RB,FA,Bye,,,,,,,,,,,,,,127,0.00,
Zach Evans,2569963,RB,LA,@CIN,,,,,,,,,,,,,0.00,128,0.00,0.0
