PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Andy Borregales,2574365,K,NE,@TEN,2.25,0.13,,0.39,0.52,0.52,0.19,,,0.06,7.43,20,13,7.00,-0.43
Harrison Butker,2558245,K,KC,LV,2.82,0.13,0.07,0.39,0.53,0.46,0.39,,,,9.06,5,14,7.00,-2.06
Cameron Dicker,2568435,K,LAC,IND,2.54,0.13,0.07,0.39,0.59,0.59,0.39,,,,9.54,3,15,7.00,-2.54
Ryan Fitzgerald,2573979,K,CAR,@NYJ,2,0.06,,0.38,0.56,0.5,0.19,,,0.06,7.40,22,16,7.00,-0.4
Nick Folk,2507225,K,NYJ,CAR,2.1,0.06,,0.38,0.57,0.51,0.19,,,0.06,7.57,18,17,7.00,-0.57
Andre Szmyt,2570470,K,CLE,MIA,,,,,,,,,,,0.00,53,18,7.00,7.0
Riley Patterson,2567013,K,MIA,@CLE,2.31,0.18,,0.36,0.53,0.36,0.18,,,0.18,6.60,26,19,6.00,-0.6
Joshua Karty,2572201,K,LAR,@JAX,2.22,0.13,,0.46,0.52,0.52,0.33,,,0.07,8.30,9,20,5.00,-3.3
Wil Lutz,2556601,K,DEN,NYG,2.25,0.13,,0.44,0.5,0.44,0.38,,,0.06,8.15,11,21,5.00,-3.15
Chase McLaughlin,2563203,K,TB,@DET,2.55,0.12,,0.36,0.49,0.49,0.36,,,,8.38,8,22,5.00,-3.38
John Parker Romo,2569101,K,ATL,@SF,2.33,0.33,,0.33,0.67,0.33,0.33,,,,7.31,24,23,4.00,-3.31
Mike Badgley,2560965,K,IND,@LAC,2.35,0.17,,0.34,0.5,0.59,0.17,,,0.08,7.41,21,24,3.00,-4.41
Jake Elliott,2558172,K,PHI,@MIN,2.61,0.12,,0.42,0.48,0.48,0.24,,,0.06,7.89,14,25,3.00,-4.89
Matt Gay,2562271,K,WAS,@DAL,2.86,0.13,,0.45,0.52,0.45,0.32,,,0.06,8.59,6,26,2.00,-6.59
Blake Grupe,2571234,K,NO,@CHI,1.84,0.12,,0.36,0.47,0.41,0.3,,,,6.99,25,27,2.00,-4.99
Cam Little,2572147,K,JAX,LAR,2.24,0.12,,0.42,0.48,0.42,0.3,,,0.06,7.58,17,28,1.00,-6.58
Tyler Bass,2563596,K,BUF,Bye,,,,,,,,,,,,29,29,0.00,
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,,30,30,0.00,
Daniel Carlson,2560993,K,LV,@KC,1.97,0.06,,0.4,0.4,0.46,0.4,,,,7.91,12,31,0.00,-7.91
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,,31,32,0.00,
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,,32,33,0.00,
Graham Gano,71309,K,NYG,@DEN,,,,,,,,,,,0.00,33,34,0.00,0.0
Zane Gonzalez,2558178,K,FA,Bye,,,,,,,,,,,,34,35,0.00,
Alex Hale,2573890,K,FA,Bye,,,,,,,,,,,,35,36,0.00,
Dustin Hopkins,2539227,K,FA,Bye,,,,,,,,,,,,37,37,0.00,
John Hoyland,2573932,K,FA,Bye,,,,,,,,,,,,38,38,0.00,
Greg Joseph,2561534,K,FA,Bye,,,,,,,,,,,,39,39,0.00,
Jonathan Kim,2574013,K,FA,Bye,,,,,,,,,,,,40,40,0.00,
Younghoe Koo,2559205,K,NYG,@DEN,,,,,,,,,,,0.00,41,41,0.00,0.0
Lenny Krieg,2573911,K,ATL,@SF,,,,,,,,,,,0.00,42,42,0.00,0.0
Tyler Loop,2573940,K,BAL,Bye,,,,,,,,,,,,43,43,0.00,
Brandon McManus,2541556,K,GB,@ARI,,,,,,,,,,,0.00,44,44,0.00,0.0
Mark McNamee,2574637,K,FA,Bye,,,,,,,,,,,,45,45,0.00,
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,,46,46,0.00,
Matt Prater,2506677,K,BUF,Bye,,,,,,,,,,,,47,47,0.00,
Jason Sanders,2561153,K,MIA,@CLE,,,,,,,,,,,0.00,48,48,0.00,0.0
Cairo Santos,2550636,K,CHI,NO,,,,,,,,,,,0.00,49,49,0.00,0.0
Ben Sauls,2574499,K,ATL,@SF,,,,,,,,,,,0.00,50,50,0.00,0.0
Spencer Shrader,2573175,K,IND,@LAC,,,,,,,,,,,0.00,51,51,0.00,0.0
Charlie Smyth,2572330,K,NO,@CHI,,,,,,,,,,,0.00,52,52,0.00,0.0
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,,54,53,0.00,
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,,55,54,0.00,
Matthew Wright,2562968,K,FA,Bye,,,,,,,,,,,,56,55,0.00,
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,57,56,0.00,
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,,58,57,0.00,
Jude McAtamney,2573503,K,NYG,@DEN,2.24,0.28,,0.28,0.56,0.28,,,,0.28,4.76,28,58,-4.00,-8.76
