PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Tremaine Edmunds,2560713,LB,CHI,NO,3.4,2.87,0.06,0.3,0.06,0.06,,,,,,,,0.42,0.18,,,8.95,33,1,21.13,12.18
Micah Parsons,2566019,LB,GB,@ARI,2.22,1.63,0.85,0.78,,0.13,,,,,,,,0.13,1.63,,,8.77,37,2,21.10,12.33
Jamien Sherwood,2565762,LB,NYJ,CAR,5.24,2.88,0.06,0.47,0.06,,,,,,,,,0.24,0.18,0.76,,11.34,10,3,20.80,9.46
Elandon Roberts,2556119,LB,LV,@KC,2.62,1.76,0.08,0.32,,0.05,,,,,,,,0.05,0.27,,,6.06,69,4,18.60,12.54
Drake Thomas,2571105,LB,SEA,HOU,2.18,1.12,0.21,0.18,,,,,,,,,,0.18,0.29,,,5.23,85,5,18.50,13.27
Ernest Jones,2566229,LB,SEA,HOU,4.39,3.83,,0.17,0.06,0.06,,,,,,,,0.23,0.17,0.79,,10.24,18,6,18.47,8.23
SirVocea Dennis,2570347,LB,TB,@DET,5.43,2.57,0.14,0.43,0.07,0.07,0.07,,,,,,,0.29,0.29,,,12.04,5,7,18.40,6.36
Brian Burns,2562242,LB,NYG,@DEN,1.86,1.41,0.4,0.81,0.05,0.05,,,,,,,,0.3,0.91,1.06,,7.24,51,8,18.00,10.76
Shemar James,2574077,LB,DAL,WAS,2.7,0.57,0.05,0.21,,,0.05,,,,,,,0.05,0.1,,,5.03,90,9,17.00,11.97
Devin White,2562781,LB,LV,@KC,2.58,1.96,0.07,0.28,,,,,,,,,,0.14,0.21,,,6.06,70,10,17.00,10.94
K'Lavon Chaisson,2564166,LB,NE,@TEN,0.82,0.35,,,,,,,,,,,,,,,,1.44,143,11,16.73,15.29
T.J. Edwards,2562648,LB,CHI,NO,4.83,3.65,0.19,0.62,0.06,0.06,0.12,,,,,,,0.25,0.43,,,12.13,4,12,16.10,3.97
Kaden Elliss,2562901,LB,ATL,@SF,4.1,1.58,0.32,0.64,0.06,0.12,0.06,,,,,,,0.18,0.7,,,10.19,19,13,16.03,5.84
Quay Walker,2567631,LB,GB,@ARI,,,,,,,,,,,,,,,,,,0.00,381,14,15.90,15.9
"Kenneth Murray, Jr.",2565063,LB,DAL,WAS,3.67,2.42,0.19,0.44,0.06,,,,,,,,,0.19,0.31,,,8.84,35,15,15.80,6.96
Jack Campbell,2569741,LB,DET,TB,4.44,3.46,0.16,0.33,0.07,0.07,,,,,,,,0.39,0.39,,,11.21,13,16,15.50,4.29
Barrett Carter,2574025,LB,CIN,PIT,4.36,1.59,,0.18,,0.06,0.06,,,,,,,0.12,0.06,,,8.36,42,17,14.40,6.04
Akeem Davis-Gaither,2563728,LB,ARI,GB,3.7,1.85,0.06,0.17,0.06,0.06,0.06,,,,,,,0.17,0.17,,,8.03,44,18,14.40,6.37
Jadeveon Clowney,2543456,LB,DAL,WAS,1.68,1.36,0.36,0.64,,0.08,,,,,,,,0.32,0.72,,,6.46,65,19,13.90,7.44
Yaya Diaby,2570344,LB,TB,@DET,2.41,0.94,0.47,0.76,,0.06,0.06,,,,,,,,1.06,,,7.06,54,20,13.80,6.74
Cedric Gray,2572063,LB,TEN,NE,3.61,1.7,0.05,0.11,,0.05,0.05,,,,,,,,0.05,,,6.95,55,21,13.80,6.85
Tyrel Dodson,2562560,LB,MIA,@CLE,3.77,3.45,0.05,0.27,0.11,0.05,,,,,,,,0.43,0.16,0.27,,9.95,24,22,13.30,3.35
Nate Landman,2568519,LB,LAR,@JAX,4.21,3.36,0.07,0.29,,0.21,0.07,,,,,,,0.14,0.14,,,10.13,21,23,13.10,2.97
Jalyx Hunt,2572378,LB,PHI,@MIN,1.31,0.84,0.14,0.19,,0.09,0.09,,,,,,,0.19,0.38,,,4.10,104,24,13.00,8.9
Marte Mapu,2570104,LB,NE,@TEN,0.35,0.29,,,,,,,,,,,,,,,,0.70,170,25,12.70,12.0
Justin Strnad,2563914,LB,DEN,NYG,1.91,1.25,0.15,0.29,,0.07,0.07,,0.07,,,,,,0.15,,0.07,5.02,91,26,12.00,6.98
Demario Davis,2533008,LB,NO,@CHI,3.38,3.05,0.06,0.22,,,,,,,,,,0.33,0.17,,,8.26,43,27,11.90,3.64
Zack Baun,2564664,LB,PHI,@MIN,4.94,3.06,0.16,0.5,0.06,0.13,0.06,,,,,,,0.19,0.38,,,11.71,7,28,11.40,-0.31
Jordyn Brooks,2565135,LB,MIA,@CLE,4.72,3.09,0.17,0.56,0.06,,0.06,,,,,,,0.28,0.34,0.62,,11.27,11,29,11.40,0.13
Derrick Barnes,2566055,LB,DET,TB,2.41,2.09,0.13,0.19,,,,,,,,,,0.06,0.32,,,5.72,77,30,11.30,5.58
Tatum Bethune,2572489,LB,SF,ATL,0.71,0.47,,,,,,,,,,,,,,,,1.35,149,31,11.10,9.75
Jerome Baker,2560966,LB,CLE,MIA,1.75,1.17,0.06,0.08,,0.04,,,,,,,,0.13,0.13,,,4.10,103,32,10.30,6.2
JD Bertrand,2571799,LB,ATL,@SF,,,,,,,,,,,,,,,,,,0.00,195,33,9.60,9.6
E.J. Speed,2562955,LB,HOU,@SEA,3.05,1.06,0.04,0.26,0.04,0.07,,,,,,,,0.15,0.04,,,6.46,66,34,9.60,3.14
Eric Wilson,2559012,LB,MIN,PHI,2.8,1.53,,0.2,0.07,0.07,0.07,,,,,,,0.07,0.07,,,6.19,68,35,9.50,3.31
Frankie Luvu,2561366,LB,WAS,@DAL,3.13,2.47,0.36,0.66,0.06,0.06,0.06,,,,,,,0.36,0.6,,,9.57,29,36,9.30,-0.27
Joshua Uche,2564649,LB,PHI,@MIN,0.53,0.35,,0.18,,,,,,,,,,,,,,1.28,154,37,9.10,7.82
Jihad Ward,2555248,LB,TEN,NE,0.86,0.54,,,,,,,,,,,,,,,,1.61,141,38,9.10,7.49
Azeez Al-Shaair,2562462,LB,HOU,@SEA,3.25,2.32,0.17,0.46,0.06,0.06,0.06,,,,,,,0.23,0.46,,,8.58,38,39,8.90,0.32
Carson Schwesinger,2574064,LB,CLE,MIA,4.48,3.13,0.11,0.34,0.06,,,,,,,,,0.06,0.28,,,9.83,26,40,8.40,-1.43
Zaire Franklin,2561155,LB,IND,@LAC,5.22,3.01,0.1,0.5,0.05,0.15,,,,,,,,0.2,0.2,0.2,,11.89,6,41,8.30,-3.59
Edgerrin Cooper,2572030,LB,GB,@ARI,4.73,2.51,0.31,1.04,0.07,0.14,0.14,0.07,,,,,,0.42,0.7,2.51,,13.42,1,42,8.20,-5.22
Jonathon Cooper,2566028,LB,DEN,NYG,2.24,1.53,0.47,0.53,,0.06,,,,,,,,0.06,1.12,,,6.93,57,43,8.20,1.27
Anthony Nelson,2562507,LB,TB,@DET,1.66,1.13,0.27,0.46,,0.07,,,,,,,,0.07,0.73,,,5.18,86,44,8.20,3.02
Nakobe Dean,2568072,LB,PHI,@MIN,2.46,1.45,0.09,0.28,0.03,0.03,0.07,,,,,,,0.14,0.17,,,5.88,74,45,7.80,1.92
Cole Holcomb,2562872,LB,PIT,@CIN,2.25,1.26,0.11,0.16,0.05,0.11,0.05,,,,,,,0.05,0.33,,,5.49,83,46,7.80,2.31
Ventrell Miller,2569906,LB,JAX,LAR,3.46,1.53,,0.24,,0.08,0.08,,,,,,,0.16,,,,7.23,52,47,7.80,0.57
Bradley Chubb,2561020,LB,MIA,@CLE,2.05,0.8,0.43,0.34,,0.11,0.11,,,,,,,0.06,0.91,,,6.03,72,48,7.70,1.67
Harold Landry III,2560784,LB,NE,@TEN,2.53,1.82,0.59,0.82,,,,,,,,,,0.18,1.24,,,8.37,41,49,7.60,-0.77
Jonathan Greenard,2564070,LB,MIN,PHI,2.28,0.96,0.66,0.9,,0.12,,,,,,,,0.18,,,,7.54,47,50,7.50,-0.04
Alex Singleton,2553739,LB,DEN,NYG,5,3.8,0.07,0.27,,,0.07,,,,,,,0.2,0.2,,,11.00,14,51,7.50,-3.5
Josaiah Stewart,2574278,LB,LAR,@JAX,0.77,0.41,,0.06,0.06,,,,,,,,,0.06,,,,1.85,134,52,7.50,5.65
Bobby Wagner,2532966,LB,WAS,@DAL,4.41,3.27,0.13,0.57,,0.06,0.06,,,,,,,,,,,9.96,23,53,7.50,-2.46
Bobby Okereke,2562416,LB,NYG,@DEN,5.25,2.62,0.12,0.36,,0.18,0.12,,,,,,,0.24,0.24,,,11.70,8,54,7.20,-4.5
Trevin Wallace,2571898,LB,CAR,@NYJ,2.4,1.94,0.11,0.23,,0.11,0.11,,,,,,,0.06,0.11,,,6.03,73,55,7.20,1.17
Khalil Mack,2543463,LB,LAC,IND,1.11,1.04,0.37,0.37,,0.12,0.06,,,,,,,0.49,0.86,,,5.72,78,56,7.00,1.28
Uchenna Nwosu,2560826,LB,SEA,HOU,0.83,0.44,0.28,0.22,,0.11,,,,,,,,0.11,0.5,,,3.31,116,57,7.00,3.69
