PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
DaRon Bland,2567490,DB,DAL,WAS,3.74,1.29,,0.07,0.2,,,0.07,,,,,,0.68,,6.53,,9.39,15,1,20.97,11.58
Tykee Smith,2572555,DB,TB,@DET,4.87,2.73,0.1,0.33,0.07,,0.07,,,,,,,0.53,0.2,1.07,,11.41,4,2,20.50,9.09
Quentin Lake,2567844,DB,LAR,@JAX,4.08,1.93,0.06,0.06,0.06,,0.06,,,,,,,0.34,0.06,1.47,,8.69,29,3,19.70,11.01
Kamari Lassiter,2572102,DB,HOU,@SEA,2.44,1.05,,0.17,0.11,,,,,,,,,0.5,,0.78,,6.21,100,4,19.30,13.09
Ty Okada,2571354,DB,SEA,HOU,1.2,0.66,,0.05,0.05,,,,,,,,,0.27,,0.82,,3.15,149,5,17.30,14.15
Jeremy Chinn,2563632,DB,LV,@KC,3.97,2.18,0.06,0.28,0.06,0.06,0.11,,,,,,,0.22,0.17,,,8.97,21,6,16.70,7.73
Tyson Campbell,2566151,DB,CLE,MIA,,,,,,,,,,,,,,,,,,0.00,288,7,15.73,15.73
Kam Curl,2565270,DB,LAR,@JAX,3.46,1.89,0.07,0.13,0.07,0.07,0.07,,,,,,,0.52,0.2,1.11,,8.66,30,8,15.70,7.04
Cooper DeJean,2572375,DB,PHI,@MIN,3.44,1.48,0.08,0.31,0.08,0.08,0.16,,,,,,,0.55,0.16,2.11,,8.92,23,9,15.10,6.18
Nick Cross,2567700,DB,IND,@LAC,4.76,3.18,,0.41,0.12,0.06,,,,,,,,0.35,,1.29,,11.21,5,10,15.00,3.79
Andru Phillips,2572348,DB,NYG,@DEN,2.47,1.42,0.05,0.26,0.05,0.05,,0.05,,,,,,0.16,0.11,1.47,,6.10,103,11,15.00,8.9
Arthur Maulet,2559087,DB,DET,TB,,,,,,,,,,,,,,,,,,0.00,462,12,13.50,13.5
Isaiah Pola-Mao,2568993,DB,LV,@KC,3.68,1.71,0.05,0.11,0.05,0.11,0.05,,,,,,,0.32,0.11,1.28,,8.32,42,13,13.20,4.88
Grant Delpit,2563773,DB,CLE,MIA,3.9,2.15,0.06,0.34,0.06,,0.06,,,,,,,0.11,0.23,0.79,,8.46,35,14,13.10,4.64
Nahshon Wright,2566022,DB,CHI,NO,2.79,0.96,,0.17,0.17,,,0.09,,,,,,0.26,,9.68,,6.94,75,15,12.77,5.83
Jaycee Horn,2565893,DB,CAR,@NYJ,2.06,1.03,0.06,0.23,0.17,,,0.06,,,,,,0.69,0.11,3.2,,6.89,76,16,12.60,5.71
Mike Jackson,2562434,DB,CAR,@NYJ,3.47,0.94,,0.12,0.12,,,,,,,,,0.88,,0.82,,8.60,32,17,12.60,4.0
