PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Ja'Marr Chase,2565941,WR,CIN,PIT,,,,1.42,0.01,5.95,81.38,0.61,,,,0.05,14.88,4,1,30.10,15.22
DeVonta Smith,2566409,WR,PHI,@MIN,,,,0.28,,4.41,54.72,0.36,,,,0.05,9.77,30,2,28.80,19.03
A.J. Brown,2562238,WR,PHI,@MIN,,,,,,4.23,62.38,0.38,,,,0.05,10.53,23,3,26.10,15.57
Jaxon Smith-Njigba,2570341,WR,SEA,HOU,,,,1.71,0.01,6.68,101.3,0.52,,,,0.08,16.66,1,4,25.30,8.64
Chris Olave,2567973,WR,NO,@CHI,,,,0.26,,5.75,69.95,0.26,,,,0.07,11.32,16,5,24.30,12.98
Davante Adams,2543495,WR,LAR,@JAX,,,,0.12,,4.9,79.1,0.59,,,,0.08,13.75,5,6,24.00,10.25
Keenan Allen,2540154,WR,LAC,IND,,,,0.19,,4.84,55.2,0.45,,,,0.11,10.44,24,7,23.40,12.96
Travis Hunter,2574217,WR,JAX,LAR,,,,1.88,0.01,3.45,40.38,0.16,,,,0.05,6.87,47,8,22.60,15.73
Xavier Legette,2571889,WR,CAR,@NYJ,,,,0.22,,1.84,21.29,0.14,,,,0.04,3.83,74,9,19.70,15.87
Rashee Rice,2569921,WR,KC,LV,,,,0.3,,5.58,69.8,0.45,,,,0.08,12.34,11,10,19.70,7.36
CeeDee Lamb,2563848,WR,DAL,WAS,,,,2.68,0.02,6.26,88.22,0.45,,,,0.06,14.92,3,11,19.50,4.58
Amon-Ra St. Brown,2566073,WR,DET,TB,,,,0.67,,6.69,83.76,0.67,,,,0.07,15.67,2,12,19.10,3.43
Jordan Addison,2570074,WR,MIN,PHI,,,,0.22,,3.09,43.51,0.42,,,,0.06,8.32,40,13,18.80,10.48
Tee Higgins,2563731,WR,CIN,PIT,,,,0.26,,3.87,54.21,0.42,,,,0.05,9.80,29,14,18.60,8.8
Michael Pittman,2564136,WR,IND,@LAC,,,,0.33,,5.28,60.17,0.29,,,,0.07,10.29,26,15,17.30,7.01
Chimere Dike,2574147,WR,TEN,NE,,,,2.23,0.02,1.66,14.28,0.1,,,,0.02,3.16,83,16,14.90,11.74
Tez Johnson,2574589,WR,TB,@DET,,,,1.44,0.01,2.35,36.29,0.24,,,,0.03,6.39,51,17,13.80,7.41
Courtland Sutton,2560888,WR,DEN,NYG,,,,,,4.75,64.09,0.44,,,,0.06,11.30,17,18,13.70,2.4
Marvin Mims Jr.,2569717,WR,DEN,NYG,,,,2.24,0.02,2.43,31.33,0.21,0.06,,,0.09,6.13,53,19,12.80,6.67
Kayshon Boutte,2570092,WR,NE,@TEN,,,,0.27,,2.94,40.06,0.24,,,,0.03,6.88,46,20,12.50,5.62
Wan'Dale Robinson,2568012,WR,NYG,@DEN,,,,1.68,0.01,5.23,49.66,0.3,,,,0.08,9.45,32,21,12.50,3.05
Alec Pierce,2567715,WR,IND,@LAC,,,,,,2.49,45.42,0.18,,,,0.03,6.81,48,22,12.30,5.49
Troy Franklin,2571997,WR,DEN,NYG,,,,0.86,0.01,2.41,26.09,0.15,,,,0.03,4.80,64,23,11.40,6.6
Ladd McConkey,2572477,WR,LAC,IND,,,,0.45,,4.83,64.28,0.38,,,,0.06,11.05,20,24,11.20,0.15
Stefon Diggs,2552608,WR,NE,@TEN,,,,1.27,0.01,5.27,63.03,0.31,,,,0.07,10.85,22,25,10.40,-0.45
Justin Jefferson,2564556,WR,MIN,PHI,,,,0.3,,5.3,81.26,0.45,,,,0.06,13.39,6,26,10.40,-2.99
Romeo Doubs,2567586,WR,GB,@ARI,,,,0.28,,3.66,46.72,0.42,,,,0.08,8.89,38,27,10.20,1.31
George Pickens,2568159,WR,DAL,WAS,,,,0.56,,3.89,69.01,0.52,,,,0.06,11.90,13,28,10.20,-1.7
Quentin Johnston,2570275,WR,LAC,IND,,,,0.82,0.01,3.93,52.06,0.45,,,,0.15,9.71,31,29,10.00,0.29
Jaylin Noel,2574176,WR,HOU,@SEA,,,,1.01,0.01,1.17,11.81,0.07,,,,0.02,2.31,100,30,9.70,7.39
DK Metcalf,2562685,WR,PIT,@CIN,,,,0.24,,4.23,70.72,0.55,,,,0.06,12.39,10,31,9.50,-2.89
Darnell Mooney,2563707,WR,ATL,@SF,,,,0.14,,2.72,38.86,0.17,,,,0.05,6.18,52,32,8.30,2.12
Parker Washington,2569888,WR,JAX,LAR,,,,0.57,,1.4,16.5,0.13,,,,0.02,3.15,84,33,8.20,5.05
Emeka Egbuka,2574585,WR,TB,@DET,,,,1.22,0.01,3.72,65.12,0.5,,,,0.06,11.43,15,34,7.80,-3.63
Zay Jones,2557863,WR,ARI,GB,,,,0.61,0.01,1.83,18.03,0.1,,,,0.02,3.40,79,35,7.70,4.3
Tyler Johnson,2565225,WR,NYJ,CAR,,,,0.06,,1.75,20.66,0.13,,,,,3.73,76,36,7.50,3.77
Jaylin Lane,2574612,WR,WAS,@DAL,,,,,,,,,,,,,0.00,288,37,7.50,7.5
Xavier Worthy,2572186,WR,KC,LV,,,,4.32,0.04,3.7,45.5,0.34,,,,0.07,8.97,36,38,7.40,-1.57
Konata Mumpfield,2574272,WR,LAR,@JAX,,,,,,,,,,,,,0.00,322,39,7.00,7.0
Chris Moore,2555209,WR,WAS,@DAL,,,,0.18,,2.95,41.74,0.27,,,,,7.29,43,40,6.90,-0.39
