PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
T.J. Hockenson,2562378,TE,DET,SEA,,,,,,8,179,2,,,1,,8.84,1,35.90,27.06
Mo Alie-Cox,2558832,TE,IND,TEN,,,,,,6,85,2,,,,,3.58,2,23.50,19.92
Travis Kelce,2540258,TE,KC,@TB,,,,,,9,92,1,,,,,15.11,3,19.70,4.59
Gerald Everett,2557889,TE,LAC,@HOU,,,,,,5,61,1,,,,,9.66,4,14.60,4.94
Zach Ertz,2540158,TE,ARI,@CAR,,,,,,6,47,1,,,,,9.10,5,13.70,4.6
Pat Freiermuth,2566442,TE,PIT,NYJ,,,,,,7,85,,,,,,9.03,6,13.70,4.67
Tyler Higbee,2555364,TE,LA,@SF,,,,,,10,73,,,,,,8.90,7,12.30,3.4
Will Dissly,2561046,TE,SEA,@DET,,,,,,4,39,1,,,,,3.19,8,11.90,8.71
Chigoziem Okonkwo,2567658,TE,TEN,@IND,,,,,,3,38,1,,,,,0.66,9,11.30,10.64
Hayden Hurst,2560747,TE,CIN,MIA,,,,,,3,27,1,,,,,4.82,10,10.20,5.38
Dallas Goedert,2560995,TE,PHI,JAX,,,,,,5,72,,,,,,9.24,11,9.70,0.46
Robert Tonyan,2559270,TE,GB,NE,,,,,,2,22,1,,,,,5.98,12,9.20,3.22
Kylen Granson,2566145,TE,IND,TEN,,,,,,4,62,,,,,,3.08,13,8.20,5.12
Taysom Hill,2558954,TE,NO,MIN,,,,21,1,,,,,,,,2.87,14,8.10,5.23
Jody Fortson,2563259,TE,KC,@TB,,,,,,1,10,1,,,,,1.02,15,7.50,6.48
David Njoku,2557986,TE,CLE,@ATL,,,,-6,,5,73,,,,,1,7.61,16,7.20,-0.41
Tyler Conklin,2561027,TE,NYJ,@PIT,,,,,,3,52,,,,,,6.47,17,6.70,0.23
Noah Fant,2562383,TE,SEA,@DET,,,,,,1,2,1,,,,,6.31,18,6.70,0.39
Noah Gray,2566178,TE,KC,@TB,,,,1,1,,,,,,,,1.77,19,6.10,4.33
Dawson Knox,2562681,TE,BUF,@BAL,,,,,,3,40,,,,,,,20,5.50,
Eric Saubert,2558023,TE,DEN,@LV,,,,,,1,25,,,,,,1.45,21,5.50,4.05
