PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Josh Jacobs,2562377,RB,LV,DEN,,,,144,2,5,31,,,,,,12.48,1,32.00,19.52
Austin Ekeler,2559169,RB,LAC,@HOU,,,,60,2,6,49,1,,,,1,16.89,2,30.90,14.01
Miles Sanders,2562722,RB,PHI,JAX,,,,134,2,2,22,,,,,,12.42,3,29.60,17.18
Rashaad Penny,2560835,RB,SEA,@DET,,,,151,2,1,6,,,,,,12.92,4,28.20,15.28
Jamaal Williams,2558204,RB,DET,SEA,,,,108,2,1,1,,,,,,13.58,5,23.40,9.82
Dameon Pierce,2567685,RB,HOU,LAC,,,,131,1,6,8,,,,,,11.49,6,22.90,11.41
Derrick Henry,2556075,RB,TEN,@IND,,,,114,1,3,33,,,,,,12.69,7,22.20,9.51
Clyde Edwards-Helaire,2564271,RB,KC,@TB,,,,92,1,1,2,1,,,,,11.93,8,21.90,9.97
Christian McCaffrey,2557997,RB,CAR,ARI,,,,27,,9,81,1,,,,,17.71,9,21.30,3.59
J.K. Dobbins,2563548,RB,BAL,BUF,,,,41,1,4,22,1,,,,,9.11,10,20.30,11.19
Nick Chubb,2561021,RB,CLE,@ATL,,,,118,1,2,9,,,,,,12.17,11,19.70,7.53
Saquon Barkley,2560968,RB,NYG,CHI,,,,146,,2,16,,,,,,16.91,12,17.20,0.29
Breece Hall,2568030,RB,NYJ,@PIT,,,,66,1,2,12,,,,,,8.64,13,16.50,7.86
Joe Mixon,2557976,RB,CIN,MIA,,,,61,1,4,13,,,,,,15.05,14,15.40,0.35
Leonard Fournette,2557973,RB,TB,KC,,,,-3,,7,57,1,,,,,15.07,15,14.90,-0.17
Damien Harris,2562281,RB,NE,@GB,,,,86,1,1,-2,,,,,,12.69,16,14.90,2.21
Jeff Wilson,2560938,RB,SF,LA,,,,74,1,,,,,,,,10.69,17,13.40,2.71
Aaron Jones,2558116,RB,GB,NE,,,,110,,3,5,,,,,,15.81,18,13.00,-2.81
Latavius Murray,2541161,RB,DEN,@LV,,,,57,1,1,8,,,,,,,19,13.00,
Rex Burkhead,2539265,RB,HOU,LAC,,,,,,5,39,1,,,,,6.86,20,12.40,5.54
Rachaad White,2568315,RB,TB,KC,,,,6,1,5,50,,,,,1,2.96,21,12.10,9.14
Caleb Huntley,2566692,RB,ATL,CLE,,,,56,1,,,,,,,,1.76,22,11.60,9.84
Tyler Allgeier,2567232,RB,ATL,CLE,,,,84,,1,20,,,,,,3.50,23,10.90,7.4
Rhamondre Stevenson,2566343,RB,NE,@GB,,,,66,,4,23,,,,,,10.43,24,10.90,0.47
Khalil Herbert,2565926,RB,CHI,@NYG,,,,77,,1,24,,,,,,13.52,25,10.60,-2.92
Devin Singletary,2562734,RB,BUF,@BAL,,,,49,,4,47,,,,,1,11.06,26,10.40,-0.66
Cordarrelle Patterson,2540145,RB,ATL,CLE,,,,38,1,,,,,,,,,27,9.80,
Dalvin Cook,2557991,RB,MIN,@NO,,,,76,,2,10,,,,,,13.04,28,9.60,-3.44
James Conner,2557978,RB,ARI,@CAR,,,,55,,3,22,,,,,,11.92,29,9.20,-2.72
Ezekiel Elliott,2555224,RB,DAL,WAS,,,,49,,2,32,,,,,,11.50,30,9.10,-2.4
Najee Harris,2566448,RB,PIT,NYJ,,,,74,,,,,,,,,13.74,31,9.10,-4.64
Raheem Mostert,2553728,RB,MIA,@CIN,,,,69,,2,12,,,,,,5.61,32,9.10,3.49
Chase Edmonds,2560711,RB,MIA,@CIN,,,,6,,2,14,1,,,,,10.32,33,9.00,-1.32
AJ Dillon,2563986,RB,GB,NE,,,,73,,1,11,,,,,,11.14,34,8.90,-2.24
Alexander Mattison,2562682,RB,MIN,@NO,,,,3,,1,15,1,,,,,5.18,35,8.30,3.12
Kenneth Gainwell,2566397,RB,PHI,JAX,,,,19,1,1,-2,,,,,,5.09,36,8.20,3.11
Antonio Gibson,2565276,RB,WAS,@DAL,,,,49,,3,14,,,,,,13.26,37,7.80,-5.46
