PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Brett Maher,2540243,K,DAL,WAS,1,,,2,,1,1,,,,7.91,1,16.00,8.09
Greg Joseph,2561534,K,MIN,@NO,1,1,,2,1,2,,,,,7.15,2,15.00,7.85
Mike Badgley,2560965,K,DET,SEA,,,,2,1,1,,,,,6.73,3,13.00,6.27
Jason Myers,2553112,K,SEA,@DET,6,,,1,,,1,,,1,7.26,4,13.00,5.74
Justin Tucker,2536340,K,BAL,BUF,2,,,,,1,1,,,,7.70,5,12.70,5.0
Chris Boswell,2550545,K,PIT,NYJ,2,,,,,,2,,,,8.02,6,12.00,3.98
Younghoe Koo,2559205,K,ATL,CLE,2,,,1,1,1,,,,,7.22,7,12.00,4.78
Matthew Wright,2562968,K,KC,@TB,5,,,,1,1,,,,,6.15,8,12.00,5.85
Tyler Bass,2563596,K,BUF,@BAL,2,,,1,2,,,,,,6.65,9,11.00,4.35
Daniel Carlson,2560993,K,LV,DEN,2,1,,2,2,,,,,,7.25,10,11.00,3.75
Evan McPherson,2565953,K,CIN,MIA,3,,1,,,,1,,,,6.91,11,11.00,4.09
Dustin Hopkins,2539227,K,LAC,@HOU,4,,,1,1,,,,,,6.68,12,10.80,4.12
Mason Crosby,2507232,K,GB,NE,3,,,,2,,,,,,7.96,13,9.00,1.04
Graham Gano,71309,K,NYG,CHI,2,,,,,2,,,,1,6.58,14,9.00,2.42
Matt Gay,2562271,K,LA,@SF,,,,2,1,,,,,,6.52,15,9.00,2.48
Cade York,2567487,K,CLE,@ATL,2,,,1,,1,,,,,6.09,16,9.00,2.91
Matt Prater,2506677,K,ARI,@CAR,2,,,,2,,,,,,,17,8.00,
Ryan Succop,89802,K,TB,KC,4,,,,,1,,,,,7.66,18,8.00,0.34
Randy Bullock,2533444,K,TEN,@IND,3,,,,,1,,,,,7.50,19,7.00,-0.5
Ka'imi Fairbairn,2556521,K,HOU,LAC,3,,,,,1,,,,,7.34,20,7.00,-0.34
Wil Lutz,2556601,K,NO,MIN,2,,,,,,1,,,,7.32,21,7.00,-0.32
Jason Sanders,2561153,K,MIA,@CIN,,1,,2,,1,,,,,6.94,22,7.00,0.06
Nick Folk,2507225,K,NE,@GB,3,,,,1,,,,,,6.59,23,6.00,-0.59
Robbie Gould,2506264,K,SF,LA,3,,,1,,,,,,,7.89,24,6.00,-1.89
Eddy Pineiro,2560842,K,CAR,ARI,1,,,,,,1,,,,6.69,25,6.00,-0.69
Greg Zuerlein,2534797,K,NYJ,@PIT,3,,,,1,,,,,,6.05,26,6.00,-0.05
Chase McLaughlin,2563203,K,IND,TEN,2,,,1,,,,,,,7.44,27,5.00,-2.44
Joey Slye,2563132,K,WAS,@DAL,1,,,,,1,,,,,6.58,28,5.00,-1.58
Riley Patterson,2567013,K,JAX,@PHI,3,,,,,,,,,,5.90,29,3.00,-2.9
Jake Elliott,2558172,K,PHI,JAX,2,1,,1,,,,,,,,30,2.00,
Brandon McManus,2541556,K,DEN,@LV,2,1,,1,,,,,,,6.85,31,2.00,-4.85
Matt Ammendola,2565555,K,ARI,@CAR,,,,,,,,,,,0.00,32,0.00,0.0
Rodrigo Blankenship,2564106,K,FA,Bye,,,,,,,,,,,,33,0.00,
Jose Borregales,2567139,K,FA,Bye,,,,,,,,,,,,34,0.00,
Harrison Butker,2558245,K,KC,@TB,,,,,,,,,,,0.00,35,0.00,0.0
Dominik Eberle,2565360,K,FA,Bye,2,2,,,,1,,,,,,36,0.00,
Jonathan Garibay,2568684,K,FA,Bye,,,,,,,,,,,,37,0.00,
Zane Gonzalez,2558178,K,CAR,ARI,,,,,,,,,,,,38,0.00,
Brian Johnson,2566740,K,FA,Bye,,,,,,,,,,,,39,0.00,
James McCourt,2569215,K,JAX,@PHI,,,,,,,,,,,0.00,40,0.00,0.0
Andrew Mevis,2567754,K,FA,Bye,,,,,,,,,,,,41,0.00,
JJ Molson,2565550,K,FA,Bye,,,,,,,,,,,,42,0.00,
Chris Naggar,2565744,K,FA,Bye,,,,,,,,,,,,43,0.00,
Quinn Nordin,2565684,K,NE,@GB,,,,,,,,,,,0.00,44,0.00,0.0
Aldrick Rosas,2556771,K,FA,Bye,,,,,,,,,,,,45,0.00,
Cairo Santos,2550636,K,CHI,@NYG,,,,,,,,,,,0.00,46,0.00,0.0
Ryan Santoso,2561269,K,FA,Bye,,,,,,,,,,,,47,0.00,
Austin Seibert,2562729,K,DET,SEA,,,,,,,,,,,0.00,48,0.00,0.0
Sam Sloman,2564397,K,FA,Bye,,,,,,,,,,,,49,0.00,
Jake Verity,2566731,K,FA,Bye,,,,,,,,,,,,50,0.00,
