PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Sam LaPorta,2569726,TE,DET,,,,4,,86,889,10,,,2,,8.97,1,86,87,86,120,72,15,11,15,1,199.60
Evan Engram,2557858,TE,JAX,,,,,,114,963,4,,,,3,7.72,,114,114,114,143,80,9,6,4,2,176.80
Travis Kelce,2540258,TE,KC,,,,,,93,984,5,,,,1,9.84,,93,93,93,121,77,19,13,12,3,174.40
T.J. Hockenson,2562378,TE,MIN,,,,,,95,960,5,,,,1,10.86,,95,95,95,127,75,9,6,9,4,173.00
George Kittle,2558266,TE,SF,,,,2,,65,1020,6,,,,,11.72,1,65,66,65,90,72,12,8,6,5,172.20
David Njoku,2557986,TE,CLE,,,,,,81,882,6,,,,2,12.13,,81,81,81,123,66,17,8,11,6,163.70
Cole Kmet,2563704,TE,CHI,,,,2,,73,719,6,,,,1,10.85,3,73,76,73,90,81,15,11,12,7,147.20
Trey McBride,2568117,TE,ARI,,,,,,81,825,3,,,,1,9.99,,81,81,81,106,76,11,7,6,8,142.60
Jake Ferguson,2567496,TE,DAL,,,,,,71,761,5,,,,,8.25,,71,71,71,102,70,23,11,20,9,141.60
Taysom Hill,2558954,TE,NO,83,1,,401,4,33,291,2,,,,1,10.71,81,33,114,33,40,83,4,28,14,10,130.02
Dalton Schultz,2560866,TE,HOU,,,,,,59,635,5,,,,1,11.19,,59,59,59,88,67,13,6,9,11,121.00
Dalton Kincaid,2569594,TE,BUF,,,,,,73,673,2,,,,1,10.35,,73,73,73,91,80,9,5,4,12,116.80
Kyle Pitts,2565830,TE,ATL,,,,-4,,53,667,3,,,,,10.15,1,53,54,53,90,59,5,3,3,13,113.80
Mark Andrews,2560957,TE,BAL,,,,,,45,544,6,,,,1,9.94,1,45,46,45,61,74,14,11,8,14,111.90
Dallas Goedert,2560995,TE,PHI,,,,1,,59,592,3,,,,,8.90,1,59,60,59,83,71,10,7,3,15,106.80
Jonnu Smith,2558207,TE,ATL,,,,,,50,582,3,,,,1,10.15,1,50,51,50,70,71,9,7,9,16,103.70
Logan Thomas,2543767,TE,WAS,,,,2,,55,496,4,,,1,2,8.93,1,55,56,55,78,71,9,4,9,17,101.40
Hunter Henry,2555341,TE,NE,,,,,,42,419,6,,,,1,10.91,,42,42,42,61,69,5,5,2,18,96.90
Cade Otton,2568312,TE,TB,,,,,,47,455,4,,,1,1,9.15,,47,47,47,67,70,10,6,6,19,94.50
Tyler Conklin,2561027,TE,NYJ,,,,,,61,621,,,,,,8.12,1,61,62,61,87,70,9,4,9,20,92.60
Isaiah Likely,2567283,TE,BAL,,,,,,30,411,5,,,,,9.94,,30,30,30,40,75,7,6,8,21,89.10
Darren Waller,2552408,TE,NYG,,,,,,52,552,1,,,,,10.33,,52,52,52,74,70,4,3,3,22,88.70
Tyler Higbee,2555364,TE,LA,,,,,,47,495,2,,,,,7.66,,47,47,47,70,67,5,2,2,23,88.00
Chigoziem Okonkwo,2567658,TE,TEN,,,,6,,54,528,1,,,,,11.15,2,54,56,54,77,70,6,3,2,24,88.00
Juwan Johnson,2564676,TE,NO,,,,,,37,368,4,,,,,10.71,,37,37,37,59,63,7,6,4,25,81.80
Gerald Everett,2557889,TE,LAC,,,,10,,51,411,3,,,,3,8.03,3,51,54,51,70,73,10,8,9,26,79.60
Tucker Kraft,2569768,TE,GB,,,,,,31,355,2,,,,,11.28,,31,31,31,40,78,7,4,2,27,68.70
Pat Freiermuth,2566442,TE,PIT,,,,,,32,308,2,,,1,,8.93,,32,32,32,47,68,6,2,1,28,67.90
Donald Parham,2562394,TE,LAC,,,,,,27,285,4,,,,,8.03,,27,27,27,41,66,10,4,10,29,67.50
