PlayerName,PlayerId,Pos,Team,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Brandon Aubrey,2571750,K,DAL,49,3,,9,13,4,10,,,2,1,170.00
Jason Myers,2553112,K,SEA,33,,,8,11,12,4,,,1,2,157.00
Justin Tucker,2536340,K,BAL,51,1,,10,10,11,1,,,,3,157.00
Matt Gay,2562271,K,IND,35,1,,9,9,7,8,,,1,4,154.50
Cameron Dicker,2568435,K,LAC,35,,,7,8,9,7,,,,5,152.50
Harrison Butker,2558245,K,KC,38,,,8,13,7,5,,,2,6,152.00
Jake Elliott,2558172,K,PHI,45,1,,9,7,7,7,,,1,7,152.00
Cairo Santos,2550636,K,CHI,31,2,,9,11,8,7,,,,8,152.00
Brandon McManus,2541556,K,JAX,35,,,4,10,11,5,,,,9,147.50
Blake Grupe,2571234,K,NO,40,,,10,6,8,6,,2,,10,146.00
Dustin Hopkins,2539227,K,CLE,24,2,,8,7,10,8,,,,11,146.00
Jason Sanders,2561153,K,MIA,58,1,,6,7,6,5,,,,12,144.50
Evan McPherson,2565953,K,CIN,40,,,5,6,8,7,,,,13,140.00
Greg Zuerlein,2534797,K,NYJ,15,1,,8,9,13,5,,,1,14,139.00
Chase McLaughlin,2563203,K,TB,33,,,8,12,2,7,,,,15,136.00
Younghoe Koo,2559205,K,ATL,27,1,,10,10,9,3,,,,16,135.00
Tyler Bass,2563596,K,BUF,49,1,,4,12,4,4,,,1,17,130.50
Chris Boswell,2550545,K,PIT,27,1,,9,7,7,6,,,,18,130.00
Jake Moody,2570308,K,SF,60,1,,7,8,4,2,,,1,19,127.00
Matt Prater,2506677,K,ARI,22,1,,6,7,6,9,,,1,20,126.00
Nick Folk,2507225,K,TEN,28,2,,9,9,6,5,,,,21,125.00
Wil Lutz,2556601,K,DEN,29,2,,11,12,4,3,,,1,22,122.00
Daniel Carlson,2560993,K,LV,32,,,10,6,9,1,,,1,23,121.50
Greg Joseph,2561534,K,MIN,36,2,1,7,9,3,4,,,,24,116.00
Ka'imi Fairbairn,2556521,K,HOU,21,1,,10,10,2,5,,,,25,114.00
Anders Carlson,2569750,K,GB,34,5,,6,14,4,3,,,,26,111.50
Eddy Pineiro,2560842,K,CAR,17,3,,6,7,7,5,,,,27,100.00
Joey Slye,2563132,K,WAS,32,3,,2,7,7,3,,1,,28,92.50
Riley Patterson,2567013,K,CLE,41,3,,2,11,2,1,,1,,29,82.00
Chad Ryland,2570125,K,NE,24,1,,4,5,5,2,,,2,30,76.00
Brett Maher,2540243,K,LA,13,2,,3,4,7,3,,,,31,71.00
Lucas Havrisik,2569534,K,FA,19,3,,8,3,2,2,,,,32,61.00
Graham Gano,71309,K,NYG,8,,,2,3,3,3,,,2,33,48.00
Randy Bullock,2533444,K,NYG,10,,,,2,2,1,,,,34,29.00
Matt Ammendola,2565555,K,FA,10,1,,2,3,1,,,,,35,26.00
Mike Badgley,2560965,K,DET,13,2,,,3,1,,,,,36,20.00
Mason Crosby,2507232,K,NYG,6,1,,2,2,,1,,,,37,20.00
Austin Seibert,2562729,K,NYJ,1,,,,1,,,,,,38,4.00
Rodrigo Blankenship,2564106,K,FA,,,,,,,,,,,39,0.00
Tanner Brown,2569984,K,FA,,,,,,,,,,,40,0.00
Christopher Dunn,2571521,K,FA,,,,,,,,,,,41,0.00
Elliott Fry,2562897,K,FA,,,,,,,,,,,42,0.00
Zane Gonzalez,2558178,K,FA,,,,,,,,,,,43,0.00
Robbie Gould,2506264,K,FA,,,,,,,,,,,44,0.00
Stephen Hauschka,2507374,K,FA,,,,,,,,,,,45,0.00
Josh Lambo,2553833,K,FA,,,,,,,,,,,46,0.00
James McCourt,2569215,K,FA,,,,,,,,,,,47,0.00
Jack Podlesny,2571174,K,FA,,,,,,,,,,,48,0.00
B.T. Potter,2571279,K,FA,,,,,,,,,,,49,0.00
Alex Quevedo,2570143,K,FA,,,,,,,,,,,50,0.00
John Parker Romo,2569101,K,FA,,,,,,,,,,,51,0.00
Caleb Shudak,2568843,K,FA,,,,,,,,,,,52,0.00
Ryan Succop,89802,K,FA,,,,,,,,,,,53,0.00
Andre Szmyt,2570470,K,FA,,,,,,,,,,,54,0.00
Giorgio Tavecchio,2535686,K,FA,,,,,,,,,,,55,0.00
Matthew Trickett,2571749,K,FA,,,,,,,,,,,56,0.00
Jake Verity,2566731,K,FA,,,,,,,,,,,57,0.00
Tristan Vizcaino,2562807,K,FA,,,,,,,,,,,58,0.00
Parker White,2569756,K,FA,,,,,,,,,,,59,0.00
Trey Wolff,2571488,K,FA,,,,,,,,,,,60,0.00
Matthew Wright,2562968,K,CAR,,,,,,,,,,,61,0.00
Cade York,2567487,K,NYG,,,,,,,,,,,62,0.00
