PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Foye Oluokun,2561132,LB,JAX,111,62,2.5,8,1,1,3,1,,,,,,6,10,24,,1,255.50
Bobby Okereke,2562416,LB,NYG,92,57,2.5,11,2,4,,,,,,,,10,6,62,,2,244.77
Zaire Franklin,2561155,LB,IND,107,72,1.5,3,,2,,,,,,,,6,3,,,3,234.70
Quincy Williams,2562954,LB,NYJ,95,44,2,15,1,2,1,,,,,,,10,4,11,,4,234.27
Bobby Wagner,2532966,LB,SEA,96,87,3.5,11,,,1,,,,,,,3,6,,,5,231.20
Alex Singleton,2553739,LB,DEN,106,71,2,6,,,2,,,,,,,4,6,,,6,229.60
T.J. Edwards,2562648,LB,CHI,91,64,2.5,8,3,1,2,,,,,,,7,8,4,,7,229.53
Fred Warner,2560917,LB,SF,82,50,2.5,6,4,4,,,,,,,,11,5,63,,8,227.10
Terrel Bernard,2567325,LB,BUF,84,59,6.5,10,3,,3,,,,,,,5,9,2,-1,9,219.93
T.J. Watt,2558064,LB,PIT,48,20,19,19,1,4,3,,1,,,,,8,36,24,34,10,214.93
Khalil Mack,2543463,LB,LAC,57,17,17,21,,5,,,,,,,,10,22,,,11,214.70
Roquan Smith,2560877,LB,BAL,84,74,1.5,5,1,1,,,,,,,,8,5,30,,12,211.40
Logan Wilson,2563752,LB,CIN,78,57,1,5,4,3,,,,,,,,9,4,42,,13,211.10
Lavonte David,2532828,LB,TB,86,48,4.5,17,,1,,,,,,,,5,5,,,14,210.80
Robert Spillane,2561596,LB,LV,82,66,3.5,7,3,1,1,,,,,,,4,4,53,,15,208.87
Azeez Al-Shaair,2562462,LB,TEN,84,79,2,9,,,1,,,,,,,4,6,,,16,204.90
C.J. Mosley,2543464,LB,NYJ,81,71,0.5,5,1,2,1,,,,,,,7,2,,,17,202.60
