PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Antoine Winfield Jr.,2565261,DB,TB,76,46,6,6,3,6,4,,,,,,,12,8,28,,1,233.03
Jessie Bates,2560970,DB,ATL,89,43,,3,6,3,,1,,,,,,11,1,95,,2,230.47
Camryn Bynum,2566295,DB,MIN,94,43,0.5,2,2,3,,,,,,,,9,1,,,3,211.30
Julian Love,2562414,DB,SEA,85,38,,1,4,2,1,,,,,,,10,,7,3,4,199.13
Josh Metellus,2564568,DB,MIN,78,38,2.5,7,1,4,1,,,,,,,5,10,43,,5,192.73
DaRon Bland,2567490,DB,DAL,53,16,,3,9,,,5,,,,,,15,1,209,,6,190.07
Derwin James,2560760,DB,LAC,86,39,2,5,1,,2,,,,,,,7,4,6,,7,189.10
Xavier McKinney,2564766,DB,NYG,78,38,0.5,2,3,1,2,,,,,,,11,1,22,,8,188.53
Kyle Hamilton,2567274,DB,BAL,63,18,3,10,4,1,,1,,,,,,13,4,25,,9,183.13
Charvarius Ward,2561417,DB,SF,56,16,,2,5,1,,1,,,,,,23,,91,,10,182.13
Reed Blankenship,2568057,DB,PHI,79,34,,2,3,,1,,,,,,,11,1,17,,11,181.97
Daxton Hill,2567451,DB,CIN,72,38,1.5,6,2,,,,,,,,,11,5,20,,12,180.47
Tyrique Stevenson,2569627,DB,CHI,65,21,,1,4,2,,,,,,,,16,,46,,13,174.13
Kyle Dugger,2564601,DB,NE,71,38,1.5,6,2,1,,,,,,,,7,5,35,,14,172.97
Devon Witherspoon,2570323,DB,SEA,56,23,3,8,1,1,,1,,,,,,16,4,97,,15,172.03
Kenny Moore II,2558976,DB,IND,68,25,1.5,8,3,,,2,,,,,,6,2,115,,16,170.33
Paulson Adebo,2566346,DB,NO,60,16,,,4,2,2,,,,,,,18,,32,,17,168.67
Justin Reid,2560851,DB,KC,74,21,3,5,1,1,,,,,,,1,7,5,11,,18,167.47
Jaquan Brisker,2567370,DB,CHI,66,39,1,3,1,2,1,,,,,,,9,3,,,19,164.40
Rayshawn Jenkins,2558182,DB,JAX,66,35,1,7,2,,,,,,,,,9,1,42,,20,163.90
Taron Johnson,2560766,DB,BUF,72,26,1,3,,3,1,,,,,,,8,2,,,21,162.60
Kamren Curl,2565270,DB,WAS,74,41,1,3,,1,1,,,,,,,5,3,,,22,160.60
Richie Grant,2565818,DB,ATL,66,37,3,3,1,2,,,,,,,,6,5,4,,23,159.83
Mike Hilton,2556559,DB,CIN,64,20,2,12,2,,1,,,,,,,8,2,16,,24,159.53
Jordan Whitehead,2560930,DB,NYJ,65,32,0.5,3,4,,,,,,,,,9,1,6,,25,159.40
Kevin Byard,2555158,DB,PHI,80,42,,,1,,1,,,,,,,3,,,,26,157.20
Jason Pinnock,2565753,DB,NYG,59,26,2,6,2,2,,1,,,,,,6,4,123,,27,156.20
Brian Branch,2569729,DB,DET,50,24,1,7,3,1,,1,,,,,,13,3,63,,28,156.00
Kerby Joseph,2567550,DB,DET,69,13,,1,4,,,,,,,,,11,,37,,29,155.53
Jordan Fuller,2564340,DB,LA,61,33,,1,3,3,,,,,,,,8,,39,,30,155.10
Julian Blackmon,2564103,DB,IND,65,23,,5,4,,2,,,,,,,8,1,39,2,31,154.67
L'Jarius Sneed,2564304,DB,KC,60,18,,5,2,,1,,,,,,,14,3,4,,32,152.93
Alontae Taylor,2567979,DB,NO,56,19,1,6,2,1,,,,,,,,14,1,16,,33,152.93
Jalen Thompson,2563339,DB,ARI,59,19,1,5,4,1,,,,,,,,9,3,49,,34,152.53
Trent McDuffie,2567802,DB,KC,60,20,3,3,,5,,,,,,,,7,9,,,35,152.00
Darious Williams,2561469,DB,JAX,44,9,,3,4,2,,1,,,,,,19,,72,,36,150.80
Amani Hooker,2562666,DB,TEN,69,16,,3,1,1,1,,,,,1,,7,,10,,37,147.63
Rasul Douglas,2558168,DB,BUF,47,14,1,3,5,,3,1,,,,,,14,1,56,2,38,147.33
Tre'von Moehrig,2566268,DB,LV,65,18,2,1,3,,,,,,,,,8,2,41,,39,146.67
Roger McCreary,2567655,DB,TEN,62,24,2,7,1,1,,,,,,,,6,2,18,,40,145.50
Benjamin St-Juste,2566604,DB,WAS,52,15,1,1,1,2,,,,,,,,17,1,,,41,144.00
Nate Hobbs,2566259,DB,LV,59,27,1,6,1,1,,,,,,,,7,2,10,,42,141.53
Deommodore Lenoir,2566535,DB,SF,58,26,,1,3,,,,,,,,,10,,49,,43,141.23
Jordan Poyer,2539290,DB,BUF,67,34,1,2,,1,,,,,,,,4,2,,,44,140.40
Harrison Smith,2532948,DB,MIN,60,33,3,2,,3,,,,,,,,3,6,,,45,139.80
Alohi Gilman,2565042,DB,LAC,49,24,,2,2,3,2,,,,,,,10,,,52,46,137.13
