PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Maxx Crosby,2562439,DL,LV,55,35,14.5,23,,2,1,,,,,,,2,31,,,1,195.50
DeForest Buckner,2555275,DL,IND,45,36,8,11,,2,1,,1,,,,,7,21,,26,2,162.47
Aidan Hutchinson,2567547,DL,DET,36,15,11.5,14,1,3,2,,,,,,,7,33,6,,3,157.20
Derrick Brown,2563629,DL,CAR,57,46,2,7,1,,,,,,,,,6,15,2,,4,153.67
Myles Garrett,2557965,DL,CLE,33,9,14,17,,4,1,,,,,,1,3,30,,1,5,148.93
Montez Sweat,2562749,DL,CHI,38,19,12.5,14,,3,,,,,,,,4,25,,,6,147.40
Nick Bosa,2562629,DL,SF,34,19,10.5,16,,2,1,,,,,,,4,35,,,7,142.90
Carl Granderson,2562273,DL,NO,44,34,8.5,14,,1,1,,,,,,,1,20,,,8,141.40
Trey Hendrickson,2557943,DL,CIN,28,15,17.5,16,,3,,,,,,,,3,25,,,9,140.50
Jermaine Johnson II,2568033,DL,NYJ,36,19,7.5,11,1,1,1,1,,,,,1,7,16,37,,10,138.63
Zach Sieler,2561129,DL,MIA,32,31,10,11,1,1,2,1,,,,,,4,22,5,3,11,137.37
Christian Barmore,2566328,DL,NE,39,25,8.5,13,,1,,,,,,,,6,16,,,12,136.50
Justin Madubuike,2563563,DL,BAL,38,18,13,12,,2,,,,,,,,,33,,,13,135.30
Jonathan Greenard,2564070,DL,HOU,36,16,12.5,15,,1,,,,,,,,2,22,,,14,130.60
Denico Autry,2550646,DL,TEN,30,20,11.5,12,,2,,,,,,,2,4,17,,,15,129.50
Christian Wilkins,2562782,DL,MIA,38,27,9,10,,1,2,,,,,,,2,23,,,16,128.20
Michael Hoecht,2564346,DL,LA,45,36,6,7,,1,,,,,,,,2,11,,,17,125.60
Quinnen Williams,2562599,DL,NYJ,39,23,5.5,11,1,1,1,,,,,,,3,20,7,,18,125.53
D.J. Wonnum,2564583,DL,MIN,33,29,8,7,,,1,,1,,,,,6,15,,51,19,122.60
Ed Oliver,2562322,DL,BUF,34,17,9.5,14,1,,,,,,,,,3,16,,,20,120.20
Brian Burns,2562242,DL,CAR,32,18,8,16,,1,1,,,,,,,2,18,,,21,117.30
Aaron Donald,2543485,DL,LA,28,25,8,16,,,,,,,,,,3,23,,,22,116.00
Daron Payne,2560834,DL,WAS,32,21,4,13,,2,2,,,,,,,4,11,,,23,112.60
Leonard Williams,2552486,DL,SEA,37,25,5.5,10,,,,,,,,,1,2,16,,,24,112.50
Harrison Phillips,2560840,DL,MIN,44,48,3,2,,,,,,,,,,2,6,,,25,111.80
Calais Campbell,744,DL,ATL,32,24,6.5,10,,1,1,,,,1,,,1,17,,,26,109.90
George Karlaftis,2567796,DL,KC,29,18,10.5,7,,1,,,,,,,,3,17,,,27,105.30
Greg Rousseau,2565875,DL,BUF,30,12,5,12,,1,1,,,,,,,4,18,,,28,103.70
Zach Allen,2562219,DL,DEN,27,33,5,8,,1,,,,,,,1,1,24,,,29,103.30
Kobie Turner,2569954,DL,LA,29,28,9,8,,,,,,,,,,2,16,,,30,103.30
Malcolm Koonce,2566262,DL,LV,32,11,8,9,,3,,,,,,,,,17,,,31,103.10
Sam Hubbard,2560745,DL,CIN,38,20,6,7,,,2,,,,,,,,17,,,32,102.00
Demarcus Lawrence,2543490,DL,DAL,29,21,4,10,,1,,,,,,,,6,8,,,33,101.60
Kwity Paye,2565612,DL,IND,31,21,8.5,8,,2,2,,,,,,,,9,,,34,101.60
Chris Jones,2556369,DL,KC,20,10,10.5,13,,,,,,,,,,4,29,,,35,101.00
Jarran Reed,2555238,DL,SEA,27,27,7,7,,1,1,,,,,,1,2,12,,,36,99.70
Jeffery Simmons,2562733,DL,TEN,30,14,5.5,10,,1,1,,,,,,,1,11,,2,37,98.67
Will Anderson Jr.,2569834,DL,HOU,29,16,7,10,,,,,,,,,1,1,22,,,38,98.60
Justin Jones,2560769,DL,CHI,29,20,4.5,10,,,,,,,,,,4,17,,,39,98.00
Josh Sweat,2560889,DL,PHI,30,13,6.5,7,,2,,,,,,,,1,23,,,40,97.30
Kenny Clark,2555282,DL,GB,22,22,7.5,9,,2,,,,,,,,3,16,,,41,97.20
B.J. Hill,2560740,DL,CIN,26,25,4.5,2,2,,1,,,,,,,5,21,,,42,97.00
