PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Jeremiah Owusu-Koramoah,2565983,LB,CLE,@WAS,5,,1,2,1,1,,,,,,,,1,1,,,1,22.50
Jerome Baker,2560966,LB,SEA,NYG,8,6,1,,,1,,,,,,,,,1,,,2,21.60
T.J. Watt,2558064,LB,PIT,DAL,7,1,1.5,1,,1,,,,,,,,,3,,,3,20.60
Azeez Al-Shaair,2562462,LB,HOU,BUF,5,3,,1,,,,,,,,,,3,2,,,4,19.30
Lavonte David,2532828,LB,TB,@ATL,6,2,,,1,,,,,,,,,2,,7,,5,18.93
Frankie Luvu,2561366,LB,WAS,CLE,4,3,2.5,2,,,1,,,,,,,,3,,5,6,18.47
Trevin Wallace,2571898,LB,CAR,@CHI,10,5,,,,,,,,,,,,,,,,7,18.00
Eric Kendricks,2552312,LB,DAL,@PIT,4,6,,1,,1,,,,,,,,1,1,,,8,17.60
Dorian Williams,2569582,LB,BUF,@HOU,10,2,,,,,1,,,,,,,,,,,9,17.20
Nick Bolton,2566175,LB,KC,NO,6,5,,2,,,,,,,,,,,2,,,10,16.00
Devin Bush,2562243,LB,CLE,@WAS,8,2,,,,,,,,,,,,1,,,,11,15.70
Bobby Wagner,2532966,LB,WAS,CLE,3,3,1.5,1,,1,,,,,,,,,2,,,12,15.30
Derick Hall,2570329,LB,SEA,NYG,4,2,1,1,,1,,,,,,,,,2,,,13,15.20
Mack Wilson,2562605,LB,ARI,@SF,5,1,,,1,,1,,,,,,,1,,,,14,15.10
Jamien Sherwood,2565762,LB,NYJ,@MIN,7,5,,1,,,,,,,,,,,,,,15,15.00
