PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Travon Walker,2567778,DL,JAX,IND,4,1,3,3,,1,,,,,,,,1,3,,,1,24.60
Kobie Turner,2569954,DL,LAR,GB,5,1,2,2,,1,,,,,,,,1,2,,,2,22.10
Sam Hubbard,2560745,DL,CIN,BAL,7,2,1,2,,,,,,,1,,,,2,,,3,21.70
Nick Bosa,2562629,DL,SF,ARI,4,,,2,1,,,,,,,,,1,,30,,4,16.00
Dexter Lawrence,2562301,DL,NYG,@SEA,2,2,3,2,,,,,,,,,,,4,,,5,15.20
Khalen Saunders,2562723,DL,NO,@KC,2,5,,,1,,,,,,,,,1,,37,,6,13.23
Zach Allen,2562219,DL,DEN,LV,5,2,1,1,,,,,,,,,,,2,,,7,13.20
Maxx Crosby,2562439,DL,LV,@DEN,3,,2,2,,,,,,,,,,,2,,,8,12.50
Logan Hall,2568303,DL,TB,@ATL,2,,2,2,,,,,,,,,,,5,,,9,12.50
Christian Wilkins,2562782,DL,LV,@DEN,4,1,1,2,,,,,,,,,,,1,,,10,12.10
Daniel Ekuale,2561458,DL,NE,MIA,4,5,0.5,1,,,,,,,,,,,1,,,11,12.00
DJ Davidson,2567991,DL,NYG,@SEA,2,,2,2,,,,,,,,,,,2,,,12,11.00
Laiatu Latu,2572123,DL,IND,@JAX,4,2,,,,1,,,,,,,,,,,,13,10.70
Jonathan Allen,2557844,DL,WAS,CLE,4,,1,1,,,,,,,,,,,2,,,14,10.50
Linval Joseph,496802,DL,DAL,@PIT,2,,1,1,,1,,,,,,,,,1,,,15,10.50
Leonard Floyd,2555285,DL,SF,ARI,3,2,1,1,,,,,,,,,,,2,,,16,10.20
Emmanuel Ogbah,2555278,DL,MIA,@NE,4,,1,1,,,,,,,,,,,1,,,17,10.00
Bryan Bresee,2570128,DL,NO,@KC,3,1,1,1,,,,,,,,,,,2,,,18,9.60
DaQuan Jones,2543504,DL,BUF,@HOU,5,1,,1,,,,,,,,,,,,,,19,9.60
Harrison Phillips,2560840,DL,MIN,NYJ,1,,1,1,,1,,,,,,,,,2,,,20,9.50
Jaquelin Roy,2570080,DL,NE,MIA,3,1,1,1,,,,,,,,,,,1,,,21,9.10
Nnamdi Madubuike,2563563,DL,BAL,@CIN,2,2,1,1,,,,,,,,,,,2,,,22,8.70
Khalil Davis,2565210,DL,HOU,BUF,2,,1,2,,,,,,,,,,,1,,,23,8.50
Charles Harris,2558001,DL,CAR,@CHI,3,,1,1,,,,,,,,,,,1,,,24,8.50
David Onyemata,2556274,DL,ATL,TB,2,,1,2,,,,,,,,,,,1,,,25,8.50
Karl Brooks,2569753,DL,GB,@LAR,1,1,1.5,1,,,,,,,,,,,3,,,26,8.10
Grover Stewart,2558766,DL,IND,@JAX,4,1,,1,,,,,,,,,,,,,,27,8.10
Chase Young,2565294,DL,NO,@KC,2,1,1,1,,,,,,,,,,,2,,,28,8.10
DeWayne Carter,2571853,DL,BUF,@HOU,3,,,2,,,,,,,,,,,1,,,29,8.00
B.J. Hill,2560740,DL,CIN,BAL,2,3,,,,,,,,,,,,1,1,,,30,7.80
Naquan Jones,2566953,DL,ARI,@SF,2,1,1,1,,,,,,,,,,,1,,,31,7.60
