PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Cody Barton,2562472,LB,DEN,@NO,3.22,2.55,,0.17,0.06,,,,,,,,,0.11,0.11,,,7.16,52,1,25.43,18.27
Roquan Smith,2560877,LB,BAL,@TB,5.25,3.42,0.18,0.35,0.06,,,,,,,,,0.47,0.29,0.47,,12.36,4,2,24.20,11.84
Grant Stuard,2566568,LB,IND,MIA,0.88,0.64,,,,,0.06,,,,,,,,0.29,,,1.91,149,3,22.80,20.89
Andrew Van Ginkel,2562768,LB,MIN,DET,2.11,1.52,0.32,0.35,0.06,,0.06,,,,,,,0.41,0.94,1.87,,7.07,55,4,22.60,15.53
Eric Wilson,2559012,LB,GB,HOU,1.32,0.6,0.12,,,,,,,,,,,,,,,2.58,121,5,22.50,19.92
Nakobe Dean,2568072,LB,PHI,@NYG,4.95,1.54,0.15,0.31,,,,,,,,,,,0.12,,,9.17,32,6,21.00,11.83
Neville Hewitt,2553657,LB,HOU,@GB,2.02,2.71,0.14,0.27,,,,,,,,,,,0.68,,,5.68,73,7,20.80,15.12
Zaire Franklin,2561155,LB,IND,MIA,5.75,4.02,0.09,0.11,0.06,0.11,,,,,,,,0.34,0.23,0.63,,12.96,1,8,17.60,4.64
Ivan Pace Jr.,2571210,LB,MIN,DET,4.85,3.56,0.25,0.25,,0.06,0.06,,,,,,,0.18,0.68,,,11.35,9,9,17.40,6.05
Germaine Pratt,2562702,LB,CIN,@CLE,3.32,2.86,0.09,0.4,0.06,0.11,0.06,,,,,,,0.17,0.11,0.23,,8.62,41,10,17.30,8.68
Devin Lloyd,2567751,LB,JAX,NE,4.5,3.02,,0.06,0.06,,0.11,,,,,,,0.46,0.11,,,10.18,22,11,15.10,4.92
Leo Chenal,2567784,LB,KC,@SF,2.74,1.91,0.3,0.6,,,,,,,,,,0.06,0.6,,,7.21,50,12,15.00,7.79
Terrel Bernard,2567325,LB,BUF,TEN,4.82,3.05,0.25,0.51,0.06,,0.06,,,,,,,0.25,0.51,,,11.48,6,13,14.20,2.72
Justin Strnad,2563914,LB,DEN,@NO,2.5,0.71,0.17,0.24,,0.05,0.05,,,,,,,,,,,5.10,82,14,13.30,8.2
Yaya Diaby,2570344,LB,TB,BAL,1.65,0.99,0.33,0.55,,,0.05,,,,,,,,0.33,,,4.77,85,15,13.00,8.23
Dorian Williams,2569582,LB,BUF,TEN,3.28,1.78,0.12,0.17,,0.06,,,,,,,,,0.12,,,6.75,58,16,12.90,6.15
Jordyn Brooks,2565135,LB,MIA,@IND,3.96,2.57,0.11,0.37,,0.05,0.05,,,,,,,0.21,0.21,,,9.11,33,17,12.70,3.59
Malcolm Rodriguez,2567562,LB,DET,@MIN,1.2,0.48,0.12,,,,,,,,,,,,,,,2.33,131,18,12.70,10.37
Alex Anzalone,2558163,LB,DET,@MIN,4.72,2.18,0.15,0.41,0.06,,0.06,,,,,,,0.35,0.59,,,10.74,12,19,12.60,1.86
Nick Bolton,2566175,LB,KC,@SF,3.93,2.68,0.06,0.46,0.06,,,,,,,,,0.23,0.23,,,9.21,31,20,12.10,2.89
Brian Burns,2562242,LB,NYG,PHI,1.77,0.96,0.54,0.86,,0.05,,,,,,,,0.16,1.12,,,6.74,59,21,12.10,5.36
Jonathan Greenard,2564070,LB,MIN,DET,1.34,0.93,0.38,0.64,,0.06,,,,,,,,0.12,0.87,,,5.23,78,22,11.70,6.47
Ventrell Miller,2569906,LB,JAX,NE,2.65,1.12,0.18,0.18,0.06,0.06,0.06,,,,,,,,,,,5.76,72,23,11.40,5.64
Logan Wilson,2563752,LB,CIN,@CLE,4.52,2.29,0.09,0.23,0.11,0.06,,,,,,,,0.29,0.17,1.6,,10.14,24,24,11.40,1.26
Michael Hoecht,2564346,LB,LAR,LV,0.77,0.42,,,,0.06,0.06,,,,,,,,,,,1.68,157,25,11.30,9.62
Jack Campbell,2569741,LB,DET,@MIN,3.82,3.02,0.19,0.43,,0.06,0.06,,,,,,,,,,,8.84,39,26,11.20,2.36
Anfernee Jennings,2564613,LB,NE,@JAX,0.84,0.21,,,,,,,,,,,,,0.16,,,1.47,176,27,11.10,9.63
Boye Mafe,2568258,LB,SEA,@ATL,2.12,1,0.39,0.33,,0.06,0.06,,,,,,,0.22,0.78,,,6.27,65,28,11.10,4.83
Trenton Simpson,2569564,LB,BAL,@TB,3.96,2.08,0.25,0.38,,0.06,0.13,,,,,,,0.19,0.5,,,9.32,30,29,10.80,1.48
Trevor Nowaske,2570978,LB,DET,@MIN,0.9,0.48,,,,,0.06,,,,,,,,0.06,,,1.73,156,30,10.60,8.87
Ernest Jones,2566229,LB,SEA,@ATL,3.79,3.52,0.27,0.65,,,,,,,,,,0.16,0.38,,,9.90,26,31,10.50,0.6
Fred Warner,2560917,LB,SF,KC,4.93,3.08,0.15,0.31,0.12,0.12,,,,,,,,0.62,0.31,,,12.55,2,32,10.20,-2.35
Segun Olubi,2569263,LB,IND,MIA,0.88,0.64,,,,0.06,0.06,,0.06,,,,,,0.29,,0.06,2.36,127,33,9.90,7.54
Troy Reeder,2563313,LB,LAR,LV,4.87,1.49,0.12,0.06,,0.06,0.06,,0.06,,,,,,,,0.06,9.04,36,34,9.90,0.86
Kaden Elliss,2562901,LB,ATL,SEA,5.76,2.11,0.31,0.74,,,,,,,,,,0.19,0.5,,,12.36,3,35,9.70,-2.66
Frankie Luvu,2561366,LB,WAS,CAR,4.18,2.7,0.31,0.55,,0.06,,,,,,,,0.25,0.61,,,10.48,17,36,9.70,-0.78
Payton Wilson,2572456,LB,PIT,NYJ,2.44,1.11,,,,0.06,,,,,,,,,,,,4.54,88,37,9.60,5.06
Jake Hansen,2568870,LB,HOU,@GB,2.02,2.44,0.14,0.27,,,,,,,,,,,0.68,,,5.52,74,38,9.30,3.78
Kyzir White,2560928,LB,ARI,LAC,4.19,2.78,0.15,0.77,0.06,,,,,,,,,0.3,0.24,,,10.49,16,39,9.20,-1.29
Christian Elliss,2567004,LB,NE,@JAX,0.84,0.21,,,,,,,,,,,,,0.16,,,1.47,175,40,9.00,7.53
Tomon Fox,2569137,LB,NYG,PHI,1.03,0.43,0.05,0.11,,0.05,0.05,,,,,,,,0.11,,,2.35,128,41,9.00,6.65
Arden Key,2560779,LB,TEN,@BUF,0.78,0.37,0.18,,,,,,,,,,,0.05,0.26,,,2.01,145,42,9.00,6.99
Rashan Gary,2562376,LB,GB,HOU,1.45,1.13,0.57,0.38,,0.13,0.06,,,,,,,0.13,1.32,,,6.06,67,43,8.90,2.84
Demario Davis,2533008,LB,NO,DEN,3.85,2.25,0.27,0.6,,,0.05,,,,,,,0.22,0.55,,,9.44,28,44,8.70,-0.74
Daiyan Henley,2570281,LB,LAC,@ARI,4.26,3.03,0.2,0.52,,0.06,,,,,,,,0.17,0.23,,,10.14,23,45,8.50,-1.64
Nolan Smith,2570212,LB,PHI,@NYG,1.38,1.08,0.18,0.18,,,,,,,,,,,0.48,,,3.59,105,46,8.50,4.91
Derick Hall,2570329,LB,SEA,@ATL,1.19,0.94,0.2,0.35,,,,,,,,,,,,,,3.27,107,47,8.20,4.93
Odafe Oweh,2565848,LB,BAL,@TB,1.57,0.88,0.25,0.31,,0.13,0.06,,,,,,,,0.75,,,4.74,86,48,8.20,3.46
Robert Spillane,2561596,LB,LV,@LAR,4.03,2.49,0.11,0.33,0.06,0.06,0.06,,,,,,,0.22,0.22,1.05,,9.43,29,49,8.20,-1.23
Jared Verse,2572213,LB,LAR,LV,1.83,1.28,0.37,0.31,,0.06,0.06,,,,,,,,,,,4.99,83,50,8.20,3.21
Byron Young,2570014,LB,LAR,LV,,,,,,,,,,,,,,,,,,0.00,421,51,8.20,8.2
Quincy Williams,2562954,LB,NYJ,@PIT,4.63,2.24,0.11,0.71,0.05,0.11,,,,,,,,0.44,0.22,0.49,,11.36,8,52,8.10,-3.26
Josh Sweat,2560889,LB,PHI,@NYG,1.44,0.63,0.52,0.46,,0.06,,,,,,,,0.11,1.26,,,5.38,76,53,8.00,2.62
Jerome Baker,2560966,LB,TEN,@BUF,4.01,1.34,0.22,0.33,0.06,0.06,,,,,,,,,,,,8.17,43,54,7.80,-0.37
"Kenneth Murray, Jr.",2565063,LB,TEN,@BUF,4.12,1.52,0.1,0.36,0.05,,,,,,,,,0.15,0.2,,,8.48,42,55,7.80,-0.68
Trevin Wallace,2571898,LB,CAR,@WAS,5.73,1.66,0.17,0.27,,0.13,0.06,,,,,,,,0.27,,,10.99,10,56,7.80,-3.19
Nik Bonitto,2567517,LB,DEN,@NO,1.31,0.4,0.3,0.6,,0.05,0.05,,,,,,,,,,,3.93,97,57,7.70,3.77
Khalil Mack,2543463,LB,LAC,@ARI,2.05,1.17,0.39,0.61,,0.17,0.06,,,,,,,0.22,0.78,,,7.07,54,58,7.70,0.63
Harold Landry,2560784,LB,TEN,@BUF,2.42,1.37,0.58,0.74,,,,,,,,,,0.16,1.1,,,7.67,47,59,7.30,-0.37
Zack Baun,2564664,LB,PHI,@NYG,5.66,2.74,0.26,0.29,,0.06,0.06,,,,,,,,,,,11.36,7,60,7.20,-4.16
Bobby Okereke,2562416,LB,NYG,PHI,4.48,2.02,0.11,0.34,0.11,0.11,0.06,,,,,,,0.34,0.22,1.96,,10.52,14,61,7.20,-3.32
Anfernee Orji,2571252,LB,NO,DEN,1.46,0.75,0.09,0.14,,,0.05,,,,,,,,,,,3.08,111,62,7.20,4.12
Jamien Sherwood,2565762,LB,NYJ,@PIT,3.37,1.53,,0.32,,0.05,,,,,,,,,,,,6.63,61,63,7.20,0.57
Baylon Spector,2567337,LB,BUF,TEN,3.02,1.48,0.06,0.25,,,,,,,,,,,,,,5.91,70,64,7.20,1.29
Kyle Van Noy,2543699,LB,BAL,@TB,1.13,0.63,0.31,0.38,,0.13,0.06,,,,,,,0.19,0.5,,,4.50,89,65,7.20,2.7
Chandler Wooten,2569194,LB,CAR,@WAS,0.93,0.78,0.14,0.14,,0.14,,,,,,,,,0.14,,,2.91,113,66,7.20,4.29
Lavonte David,2532828,LB,TB,BAL,4.51,2,0.23,,0.06,0.06,0.06,,,,,,,0.29,0.23,0.34,,9.76,27,67,7.00,-2.76
Jeremiah Owusu-Koramoah,2565983,LB,CLE,CIN,3.98,1.48,0.11,1.14,0.06,0.11,,,,,,,,0.34,0.28,0.68,,10.40,18,68,6.90,-3.5
Azeez Ojulari,2566367,LB,NYG,PHI,1.64,0.78,0.16,0.14,,0.05,0.05,,,,,,,,,,,3.68,103,69,6.70,3.02
Edgerrin Cooper,2572030,LB,GB,HOU,2.7,1.32,0.09,0.25,,0.06,,,,,,,,0.13,0.19,,,6.03,68,70,6.60,0.57
Arnold Ebiketie,2567238,LB,ATL,SEA,0.93,0.5,0.25,0.12,,0.12,,,,,,,0.06,0.12,0.87,,,3.71,102,71,6.60,2.89
Willie Gay Jr.,2564280,LB,NO,DEN,3.04,2.03,0.05,0.21,0.05,,0.05,,,,,,,0.32,0.16,,,7.30,49,72,6.60,-0.7
Bobby Wagner,2532966,LB,WAS,CAR,5.23,3.89,0.13,0.6,,,,,,,,,,0.2,0.34,,,12.01,5,73,6.30,-5.71
De'Vondre Campbell,2555255,LB,SF,KC,,5.2,0.06,,0.06,,0.06,,,,,,,0.18,0.18,0.73,,4.07,94,74,6.00,1.93
Luke Gifford,2562942,LB,TEN,@BUF,0.66,0.49,,0.11,,,,,,,,,,,0.11,,,1.50,173,75,6.00,4.5
Jordan Hicks,2552315,LB,CLE,CIN,3.62,2.5,0.08,0.32,0.05,0.05,0.05,,,,,,,,,,,7.97,46,76,5.70,-2.27
Marte Mapu,2570104,LB,NE,@JAX,3.74,1.69,0.04,0.12,0.08,0.08,0.08,,,,,,,,,,,7.52,48,77,5.70,-1.82
K.J. Britt,2566559,LB,TB,BAL,3.18,1.54,,0.27,,0.05,0.05,,,,,,,,0.27,,,6.46,62,78,5.40,-1.06
Tyrel Dodson,2562560,LB,SEA,@ATL,5.07,1.84,0.22,0.72,,,0.06,,,,,,,,,,,10.29,21,79,5.40,-4.89
Micah McFadden,2568003,LB,NYG,PHI,3.69,2.3,0.11,0.59,0.05,,0.11,,,,,,,0.21,0.27,,,8.97,37,80,5.40,-3.57
Christian Rozeboom,2564394,LB,LAR,LV,3.97,1.77,,0.18,0.06,,,,,,,,,0.18,0.12,,,8.01,45,81,5.40,-2.61
Divine Deablo,2566253,LB,LV,@LAR,2.94,2.55,0.06,0.17,,,0.06,,,,,,,0.11,0.11,,,6.71,60,82,5.10,-1.61
Marquis Haynes,2561009,LB,FA,Bye,,,,,,,,,,,,,,,,,,,283,83,5.10,
C.J. Mosley,2543464,LB,NYJ,@PIT,4.5,3.49,0.06,0.28,0.06,0.06,0.06,,,,,,,0.34,0.11,0.28,,10.78,11,84,5.10,-5.68
Jahlani Tavai,2562755,LB,NE,@JAX,3.77,2.53,0.05,0.32,0.05,0.05,,,,,,,,0.22,0.16,0.22,,8.74,40,85,5.10,-3.64
Tuli Tuipulotu,2570266,LB,LAC,@ARI,2.79,1.16,0.35,0.52,,0.06,0.06,,,,,,,0.06,0.81,,,7.19,51,86,5.10,-2.09
Mohamoud Diabate,2570849,LB,CLE,CIN,1.03,0.4,,,,,,,,,,,,,0.4,,,1.99,147,87,4.80,2.81
Yasir Abdullah,2569891,LB,JAX,NE,,,,,,,,,,,,,,,,,,0.00,195,88,4.50,4.5
Thomas Incoom,2570921,LB,CAR,@WAS,0.6,0.33,0.05,0.05,,,,,,,,,,,,,,1.27,181,89,4.50,3.23
Alex Highsmith,2564982,LB,PIT,NYJ,2.11,1.37,0.46,0.57,,0.11,,,,,,,,0.11,1.08,,,6.96,56,90,4.30,-2.66
Junior Colson,2572465,LB,LAC,@ARI,4.41,2.21,0.09,0.17,,,0.06,,,,,,,0.17,0.17,,,8.95,38,91,4.20,-4.75
Kingsley Enagbare,2567589,LB,GB,HOU,0.24,0.12,0.06,0.12,,,,,,,,,,,0.12,,,0.79,188,92,4.20,3.41
David Long,2562799,LB,MIA,@IND,2.66,1.58,0.05,0.27,,,,,,,,,,0.11,0.16,,,5.80,71,93,4.20,-1.6
Isaiah McDuffie,2566082,LB,GB,HOU,1.77,1.24,,0.18,,,,,,,,,,0.06,0.06,,,3.85,100,94,4.20,0.35
Darius Muasau,2572339,LB,NYG,PHI,1.09,0.38,,0.16,,,,,0.05,,,,,,,,0.05,2.30,133,95,4.20,1.9
Joe Tryon-Shoyinka,2566574,LB,TB,BAL,1.98,0.77,0.33,0.38,,,,,0.05,,,,,,0.49,,0.05,5.11,81,96,4.20,-0.91
Dee Winters,2570296,LB,SF,KC,1.2,,,0.18,,0.06,0.06,,,,,,,,,,,2.34,129,97,4.20,1.86
Dennis Gardeck,2561200,LB,ARI,LAC,1.83,0.53,0.27,0.24,,0.06,0.06,,,,,,,,,,,4.23,93,98,4.10,-0.13
T.J. Watt,2558064,LB,PIT,NYJ,2.45,0.76,0.82,1.09,0.05,0.22,0.16,,,,,,,0.33,1.91,0.22,,10.30,20,99,4.10,-6.2
Nate Landman,2568519,LB,ATL,SEA,4.04,2.91,0.1,0.47,,0.1,,,,,,,,,,,,9.06,34,100,3.90,-5.16
Nick Bellore,2495262,LB,WAS,CAR,0.28,0.32,,0.04,,,,,,,,,,,,,,0.67,190,101,3.60,2.93
Zaven Collins,2566421,LB,ARI,LAC,1.24,0.89,0.12,0.3,0.06,,,,,,,,,0.12,0.35,,,3.77,101,102,3.60,-0.17
Jonah Elliss,2571991,LB,DEN,@NO,0.59,0.32,0.05,0.05,,0.05,0.05,,,,,,,,,,,1.48,174,103,3.60,2.12
Jesse Luketa,2568111,LB,ARI,LAC,0.8,0.52,,,,,,,,,,,,,0.06,,,1.54,171,104,3.60,2.06
Drue Tranquill,2562765,LB,KC,@SF,4.5,2.01,0.3,0.43,,0.06,,,,,,,,0.12,0.49,0.85,,9.98,25,105,3.60,-6.38
Lukas Van Ness,2569792,LB,GB,HOU,0.24,0.12,0.06,0.12,,,,,,,,,,,0.12,,,0.79,189,106,3.60,2.81
Akeem Davis-Gaither,2563728,LB,CIN,@CLE,1.1,0.49,,0.06,,,,,,,,,,0.06,,,,2.18,141,107,3.30,1.12
DJ Johnson,2569603,LB,CAR,@WAS,2.54,0.69,0.12,0.12,,0.12,,,,,,,,,0.12,,,5.12,80,108,3.30,-1.82
Patrick Queen,2563575,LB,PIT,NYJ,4.25,2.45,0.22,0.49,0.05,0.05,0.05,,,,,,,0.33,0.54,,,10.52,15,109,3.30,-7.22
Denzel Perryman,2552310,LB,LAC,@ARI,2.65,1.84,0.06,0.29,0.06,,,,,,,,,0.17,0.17,1.04,,6.39,64,110,3.20,-3.19
Patrick Jones II,2566307,LB,MIN,DET,0.51,0.34,0.06,0.11,,,,,,,,,,,,,,1.25,182,111,3.00,1.75
Ty Summers,2562748,LB,NYG,PHI,0.54,0.22,,0.16,,0.05,0.05,,,,,,,,,,,1.41,178,112,3.00,1.59
Krys Barnes,2563971,LB,ARI,LAC,0.86,0.46,0.06,0.06,,0.06,,,,,,,,,,,,1.99,146,113,2.70,0.71
Raekwon McMillan,2558070,LB,NE,@JAX,4.39,1.7,0.13,0.52,0.07,,0.07,,,,,,,,0.2,,,9.06,35,114,2.70,-6.36
Mack Wilson,2562605,LB,ARI,LAC,3.72,1.95,0.3,0.65,0.06,0.18,0.06,,,,,,,0.35,0.59,,,10.40,19,115,2.70,-7.7
Tyus Bowser,2558166,LB,MIA,@IND,,,,,,,,,,,,,,,,,,0.00,223,116,2.10,2.1
Devin Bush,2562243,LB,CLE,CIN,3.38,1.94,,0.22,,,,,,,,,,0.07,0.07,,,6.77,57,117,2.10,-4.67
K'Lavon Chaisson,2564166,LB,LV,@LAR,0.39,0.33,0.06,0.06,,0.06,,,,,,,,,0.06,,,1.23,183,118,2.10,0.87
Bud Dupree,2552289,LB,LAC,@ARI,0.92,0.4,0.26,0.46,,0.06,,,,,,,,0.12,0.52,,,3.60,104,119,2.10,-1.5
Matthew Judon,2555505,LB,ATL,SEA,1.56,1.38,0.66,0.9,,0.06,,,,,,,,0.12,1.56,,,7.13,53,120,2.10,-5.03
Anthony Nelson,2562507,LB,TB,BAL,0.88,0.55,,0.11,,,,,,,,,,,0.11,,,1.87,152,121,2.10,0.23
Chop Robinson,2572252,LB,MIA,@IND,1.15,0.83,0.19,0.26,,,0.06,,,,,,,0.13,0.38,,,3.57,106,122,2.10,-1.47
Jeremiah Trotter Jr.,2572396,LB,PHI,@NYG,1.28,0.53,0.12,0.23,,0.06,0.06,,,,,,,,,,,3.09,110,123,2.10,-0.99
