PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Chase McLaughlin,2563203,K,TB,BAL,2.09,0.12,,0.42,0.54,0.48,0.24,,,0.06,7.67,13,17,5.00,-2.67
Chad Ryland,2570125,K,ARI,LAC,2.26,-0.07,,0.37,0.54,0.38,0.16,,,,7.52,15,18,5.00,-2.52
Joey Slye,2563132,K,NE,@JAX,1.95,0.11,,0.4,0.46,0.4,0.23,,,0.06,6.89,24,19,5.00,-1.89
Harrison Butker,2558245,K,KC,@SF,3.04,0.12,,0.48,0.6,0.42,0.3,,,,9.10,2,20,4.00,-5.1
Jake Elliott,2558172,K,PHI,@NYG,2.46,0.12,,0.42,0.48,0.48,0.24,,,0.06,7.86,10,21,4.00,-3.86
Nick Folk,2507225,K,TEN,@BUF,1.75,0.11,,0.43,0.48,0.43,0.16,,,0.05,6.62,29,22,4.00,-2.62
Jason Sanders,2561153,K,MIA,@IND,2.58,0.11,,0.39,0.45,0.45,0.17,,,0.06,7.36,19,23,4.00,-3.36
Greg Joseph,2561534,K,NYG,PHI,2.14,0.24,,0.24,0.48,0.48,0.24,,,,6.70,28,24,3.00,-3.7
Evan McPherson,2565953,K,CIN,@CLE,2.87,0.12,,0.42,0.48,0.54,0.3,,,,8.87,4,25,3.00,-5.87
Younghoe Koo,2559205,K,ATL,SEA,2.42,0.06,,0.5,0.56,0.43,0.37,,,,8.99,3,26,2.00,-6.99
Eddy Pineiro,2560842,K,CAR,@WAS,1.97,0.12,,0.35,0.46,0.35,0.23,,,,6.59,30,27,1.00,-5.59
Ramiz Ahmed,2563692,K,FA,Bye,,,,,,,,,,,,31,28,0.00,
Brandon Aubrey,2571750,K,DAL,Bye,,,,,,,,,,,,32,29,0.00,
Mike Badgley,2560965,K,DET,@MIN,,,,,,,,,,,0.00,33,30,0.00,0.0
Tanner Brown,2569984,K,FA,Bye,,,,,,,,,,,,34,31,0.00,
Graham Gano,71309,K,NYG,PHI,,,,,,,,,,,0.00,35,32,0.00,0.0
Alex Hale,2573890,K,GB,HOU,,,,,,,,,,,0.00,36,33,0.00,0.0
Lucas Havrisik,2569534,K,BUF,TEN,,,,,,,,,,,0.00,37,34,0.00,0.0
Brett Maher,2540243,K,FA,Bye,,,,,,,,,,,,38,35,0.00,
Jude McAtamney,2573503,K,NYG,PHI,,,,,,,,,,,0.00,39,36,0.00,0.0
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,,40,37,0.00,
Jake Moody,2570308,K,SF,KC,,,,,,,,,,,0.00,41,38,0.00,0.0
Brayden Narveson,2573470,K,FA,Bye,,,,,,,,,,,,42,39,0.00,
Riley Patterson,2567013,K,FA,Bye,,,,,,,,,,,,43,40,0.00,
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,,44,41,0.00,
Matt Prater,2506677,K,ARI,LAC,,,,,,,,,,,0.00,45,42,0.00,0.0
John Parker Romo,2569101,K,FA,Bye,,,,,,,,,,,,46,43,0.00,
Cairo Santos,2550636,K,CHI,Bye,,,,,,,,,,,,47,44,0.00,
Spencer Shrader,2573175,K,FA,Bye,,,,,,,,,,,,48,45,0.00,
Charlie Smyth,2572330,K,NO,DEN,,,,,,,,,,,0.00,49,46,0.00,0.0
James Turner,2573148,K,FA,Bye,,,,,,,,,,,,50,47,0.00,
Matthew Wright,2562968,K,SF,KC,,,,,,,,,,,0.00,51,48,0.00,0.0
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,52,49,0.00,
Greg Zuerlein,2534797,K,NYJ,@PIT,2.28,0.11,,0.4,0.51,0.46,0.29,,,0.06,7.91,9,50,0.00,-7.91
Joshua Karty,2572201,K,LAR,LV,2.51,0.12,,0.41,0.47,0.47,0.18,,,0.06,7.51,16,51,-2.00,-9.51
Dustin Hopkins,2539227,K,CLE,CIN,2.2,0.11,,0.38,0.48,0.43,0.21,,,0.05,7.17,20,52,-3.00,-10.17
