PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Sam Hubbard,2560745,DL,CIN,@BAL,3,2,2.5,2,,,,,,,,,,1,3,,,6.51,1,18.70,6.51,12.19
Yannick Ngakoue,2555421,DL,LV,PHI,2,2,2,2,,,,,,,,,,2,2,,,3.61,2,18.00,3.61,14.39
Larry Ogunjobi,2557836,DL,CIN,@BAL,5,1,1.5,2,,,,,,,,,,,2,,,4.72,3,16.30,4.72,11.58
Jason Pierre-Paul,496843,DL,TB,CHI,3,1,2,1,,1,,,,,,,,,2,,,7.18,4,15.90,7.18,8.72
Brian Burns,2562242,DL,CAR,@NYG,4,,1,3,,,,,,,,,,,2,,,7.98,5,14.30,7.98,6.32
Denico Autry,2550646,DL,TEN,KC,3,,2,2,,,,,,,,,,,4,,,3.99,6,14.10,3.99,10.11
Derrick Brown,2563629,DL,CAR,@NYG,4,2,1,2,,,,,,,,,,,1,,,4.37,7,13.90,4.37,9.53
Kingsley Keke,2562300,DL,GB,WAS,4,2,1.5,1,,,,,,,,,,,2,,,3.01,8,13.90,3.01,10.89
DeForest Buckner,2555275,DL,IND,@SF,5,1,1,1,,,,,,,,,,,1,,,6.82,9,13.30,6.82,6.48
Shelby Harris,2549926,DL,DEN,@CLE,3,1,1,1,,,,,,,,,1,,1,,,4.74,10,12.90,4.74,8.16
DeMarcus Walker,2557894,DL,HOU,@ARI,4,,1,2,,,,,,,,,,,1,,,2.64,11,12.30,2.64,9.66
Jonathan Allen,2557844,DL,WAS,@GB,2,,2,2,,,,,,,,,,,3,,,5.08,12,11.90,5.08,6.82
Kentavius Street,2560885,DL,SF,IND,3,1,1,,,1,,,,,,,,,,,,2.02,13,11.40,2.02,9.38
Montez Sweat,2562749,DL,WAS,@GB,1,1,1,1,,1,,,,,,,,,3,,,5.95,14,11.00,5.95,5.05
Sebastian Joseph-Day,2561079,DL,LA,DET,3,2,1,1,,,,,,,,,,,1,,,,15,10.70,,
Julian Okwara,2563947,DL,DET,@LA,2,1,1,1,,,,,,,,,,1,1,,,1.93,16,10.70,1.93,8.77
Leonard Williams,2552486,DL,NYG,CAR,1,5,1.5,,,,,,,,,,,,3,,,6.38,17,10.20,6.38,3.82
Cameron Jordan,2495184,DL,NO,@SEA,3,1,1,1,,,,,,,,,,,1,,,6.21,18,9.90,6.21,3.69
Rasheem Green,2560998,DL,SEA,NO,2,2,1,1,,,,,,,,,,,2,,,4.24,19,9.50,4.24,5.26
Vita Vea,2560909,DL,TB,CHI,2,1,,1,,,1,,,,,,,1,,,,3.40,20,9.20,3.4,5.8
Dexter Lawrence,2562301,DL,NYG,CAR,3,,1,1,,,,,,,,,,,1,,,5.40,21,9.10,5.4,3.7
Poona Ford,2561195,DL,SEA,NO,3,3,,1,,,,,,,,,,,,,,4.23,22,9.00,4.23,4.77
Jarran Reed,2555238,DL,KC,@TEN,4,2,,,,,,,,,,,,,1,,,3.45,23,8.90,3.45,5.45
Christian Wilkins,2562782,DL,MIA,ATL,4,2,,,,,,,,,,,,,1,,,5.66,24,8.90,5.66,3.24
Emmanuel Ogbah,2555278,DL,MIA,ATL,1,,,,,1,,,,,,,,1,2,,,4.63,25,8.70,4.63,4.07
Grady Jarrett,2552327,DL,ATL,@MIA,4,1,,,,,,,,,,,,,2,,,4.66,26,8.60,4.66,3.94
Dean Lowry,2555274,DL,GB,WAS,2,3,0.5,,,,1,,,,,,,,1,,,5.40,27,8.30,5.4,2.9
Quinnen Williams,2562599,DL,NYJ,@NE,4,,,1,,,,,,,,,,,,,,5.86,28,8.30,5.86,2.44
Tanoh Kpassagnon,2558185,DL,NO,@SEA,2,1,1,1,,,,,,,,,,,1,,,3.83,29,8.20,3.83,4.37
Al-Quadin Muhammad,2558131,DL,IND,@SF,1,,1,,,1,,,,,,,,,2,,,5.38,30,8.20,5.38,2.82
Calais Campbell,744,DL,BAL,CIN,2,3,0.5,,,,,,,,,,,,2,,,5.57,31,7.80,5.57,2.23
Quinton Jefferson,2555358,DL,LV,PHI,1,2,,,,1,,,,,,,,,2,,,3.18,32,7.80,3.18,4.62
Nick Bosa,2562629,DL,SF,IND,3,1,,,,,,,,,,,,,3,,,6.49,33,7.40,6.49,0.91
Jonathon Cooper,2566028,DL,DEN,@CLE,2,3,,,,,,,,,,,,,3,,,1.81,34,7.30,1.81,5.49
Carlos Dunlap,496780,DL,SEA,NO,2,3,0.5,,,,,,,,,,,,1,,,2.81,35,7.30,2.81,4.49
