PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Chauncey Gardner-Johnson,2562588,DB,NO,@SEA,2,3,,,,,,,,,,,,1,1,,,8.55,71,8.80,8.55,0.25
Matthias Farley,2556429,DB,TEN,KC,2,1,,,,1,1,,,,,,,,,,1,0.37,72,8.73,0.37,8.36
Vonn Bell,2555530,DB,CIN,@BAL,5,,,,,,,,,,,,,,,,,10.21,73,8.50,10.21,-1.71
Quandre Diggs,2552262,DB,SEA,NO,5,,,,,,,,,,,,,,,,,9.82,74,8.50,9.82,-1.32
Marco Wilson,2566439,DB,ARI,HOU,5,,,,,,,,,,,,,,,,,10.09,75,8.50,10.09,-1.59
Richie Grant,2565818,DB,ATL,@MIA,4,2,,,,,,,,,,,,,,,,2.77,76,8.40,2.77,5.63
Duron Harmon,2541243,DB,ATL,@MIA,4,2,,,,,,,,,,,,,,,,8.34,77,8.40,8.34,0.06
Bryce Callahan,2553500,DB,DEN,@CLE,3,2,,1,,,,,,,,,,,,,,,78,8.20,,
Bryce Hall,2564796,DB,NYJ,@NE,3,,,,,,,,,,,,,1,,,,9.26,79,7.60,9.26,-1.66
Greg Newsome II,2565980,DB,CLE,DEN,3,,,,,,,,,,,,,1,,,,2.73,80,7.60,2.73,4.87
Duke Shelley,2562957,DB,CHI,@TB,3,,,,,,,,,,,,,1,,,,2.50,81,7.60,2.5,5.1
Eric Stokes,2566097,DB,GB,WAS,3,,,,,,,,,,,,,1,,,,9.95,82,7.60,9.95,-2.35
Jalen Thompson,2563339,DB,ARI,HOU,4,1,,,,,,,,,,,,,,,,9.88,83,7.60,9.88,-2.28
Rashad Fenton,2562649,DB,KC,@TEN,2,2,,,,,,,,,,,,1,,,,10.22,84,7.50,10.22,-2.72
Pat Surtain II,2566043,DB,DEN,@CLE,1,1,,,,,,,,,,,,2,,,,9.51,85,7.50,9.51,-2.01
Tavierre Thomas,2561278,DB,HOU,@ARI,2,2,,,,,,,,,,,,1,,,,3.07,86,7.50,3.07,4.43
Michael Carter II,2565717,DB,NYJ,@NE,3,2,,,,,,,,,,,,,1,,,5.70,87,7.20,5.7,1.5
Ugo Amadi,2562464,DB,SEA,NO,2,,,,,1,,,,,,,,,,,,3.87,88,6.90,3.87,3.03
Jaylinn Hawkins,2563500,DB,ATL,@MIA,,1,,,1,,,,,,,,,1,,,,2.16,89,6.80,2.16,4.64
Ross Cockrell,2543799,DB,TB,CHI,3,2,,,,,,,,,,,,,,,,8.43,90,6.70,8.43,-1.73
Ronnie Harrison,2561008,DB,CLE,DEN,3,2,,,,,,,,,,,,,,,,10.87,91,6.70,10.87,-4.17
Dallin Leavitt,2561585,DB,LV,PHI,3,2,,,,,,,,,,,,,,,,1.51,92,6.70,1.51,5.19
Darius Slay,2540288,DB,PHI,@LV,3,2,,,,,,,,,,,,,,,,7.55,93,6.70,7.55,-0.85
K'Waun Williams,2550654,DB,SF,IND,3,,,1,,,,,,,,,,,,,,3.89,94,6.60,3.89,2.71
Jamal Adams,2557979,DB,SEA,NO,2,,,,,,,,,,,,,1,,,,10.69,95,5.90,10.69,-4.79
Will Harris,2562395,DB,DET,@LA,3,1,,,,,,,,,,,,,,,,8.27,96,5.90,8.27,-2.37
Byron Jones,2552568,DB,MIA,ATL,3,1,,,,,,,,,,,,,,,,7.19,97,5.90,7.19,-1.29
Marshon Lattimore,2558061,DB,NO,@SEA,2,,,,,,,,,,,,,1,,,,9.20,98,5.90,9.2,-3.3
Benjamin St-Juste,2566604,DB,WAS,@GB,3,1,,,,,,,,,,,,,,,,7.70,99,5.90,7.7,-1.8
Charvarius Ward,2561417,DB,KC,@TEN,2,,,,,,,,,,,,,1,,,,3.81,100,5.90,3.81,2.09
Tavon Young,2555378,DB,BAL,CIN,2,,,,,,,,,,,,,1,,,,4.47,101,5.90,4.47,1.43
Jalen Mills,2555383,DB,NE,NYJ,2,1,,1,,,,,,,,,,,,,,8.17,102,5.70,8.17,-2.47
Henry Black,2563974,DB,GB,WAS,3,,,,,,,,,,,,,,,,,3.30,103,5.10,3.3,1.8
Tre Brown,2566550,DB,SEA,NO,3,,,,,,,,,,,,,,,,,7.10,104,5.10,7.1,-2.0
Donte' Deayon,2556512,DB,LA,DET,3,,,,,,,,,,,,,,,,,4.67,105,5.10,4.67,0.43
Kendall Fuller,2555349,DB,WAS,@GB,3,,,,,,,,,,,,,,,,,9.37,106,5.10,9.37,-4.27
C.J. Henderson,2564199,DB,CAR,@NYG,3,,,,,,,,,,,,,,,,,2.38,107,5.10,2.38,2.72
Janoris Jenkins,2532875,DB,TEN,KC,3,,,,,,,,,,,,,,,,,9.21,108,5.10,9.21,-4.11
David Long,2562798,DB,LA,DET,3,,,,,,,,,,,,,,,,,2.50,109,5.10,2.5,2.6
Greg Mabin,2558971,DB,TEN,KC,3,,,,,,,,,,,,,,,,,4.46,110,5.10,4.46,0.64
Bobby McCain,2552434,DB,WAS,@GB,3,,,,,,,,,,,,,,,,,7.78,111,5.10,7.78,-2.68
Taylor Rapp,2562707,DB,LA,DET,3,,,,,,,,,,,,,,,,,10.06,112,5.10,10.06,-4.96
Cody Davis,2541135,DB,NE,NYJ,2,2,,,,,,,,,,,,,,,,0.00,113,5.00,0.0,5.0
Byron Murphy,2562318,DB,ARI,HOU,2,2,,,,,,,,,,,,,,,,10.02,114,5.00,10.02,-5.02
A.J. Bouye,2541162,DB,CAR,@NYG,2,,,1,,,,,,,,,,,,,,8.46,115,4.90,8.46,-3.56
Sam Franklin,2563638,DB,CAR,@NYG,2,,,1,,,,,,,,,,,,,,2.68,116,4.90,2.68,2.22
Mike Hilton,2556559,DB,CIN,@BAL,2,,,1,,,,,,,,,,,,,,5.00,117,4.90,5.0,-0.1
Brandon Jones,2564469,DB,MIA,ATL,1,4,,,,,,,,,,,,,,,,7.90,118,4.90,7.9,-3.0
C.J. Moore,2563193,DB,DET,@LA,1,,,,,,,,,,,,,,,,,0.65,119,4.50,0.65,3.85
Nik Needham,2563220,DB,MIA,ATL,2,,,,,,1,,,,,,,,,,,5.45,120,4.40,5.45,-1.05
Andrew Adams,2556456,DB,TB,CHI,2,1,,,,,,,,,,,,,,,,0.00,121,4.20,0.0,4.2
Javelin Guidry,2565504,DB,NYJ,@NE,1,,,,,,,,,,,,,1,,,,3.94,122,4.20,3.94,0.26
Amani Oruwariye,2562390,DB,DET,@LA,2,1,,,,,,,,,,,,,,,,7.87,123,4.20,7.87,-3.67
Jaquiski Tartt,2552391,DB,SF,IND,2,1,,,,,,,,,,,,,,,,,124,4.20,,
Keith Taylor,2565911,DB,CAR,@NYG,2,1,,,,,,,,,,,,,,,,5.11,125,4.20,5.11,-0.91
Deionte Thompson,2562760,DB,ARI,HOU,2,1,,,,,,,,,,,,,,,,1.13,126,4.20,1.13,3.07
Chris Williamson,2564784,DB,ATL,@MIA,2,1,,,,,,,,,,,,,,,,2.56,127,4.20,2.56,1.64
Jalen Davis,2561316,DB,CIN,@BAL,,2,,,,,,,,,,,,1,,,,1.43,128,4.10,1.43,2.67
Kenny Robinson,2563674,DB,CAR,@NYG,1,3,,,,,,,,,,,,,,,,0.00,129,4.10,0.0,4.1
Bradley Roby,2543505,DB,NO,@SEA,1,1,,1,,,,,,,,,,,,,,3.16,130,4.00,3.16,0.84
Ricardo Allen,2543850,DB,CIN,@BAL,2,,,,,,,,,,,,,,,,,2.12,131,3.40,2.12,1.28
J.T. Gray,2561206,DB,NO,@SEA,2,,,,,,,,,,,,,,,,,0.96,132,3.40,0.96,2.44
Casey Hayward,2532861,DB,LV,PHI,2,,,,,,,,,,,,,,,,,7.09,133,3.40,7.09,-3.69
Troy Hill,2553536,DB,CLE,DEN,2,,,,,,,,,,,,,,,,,8.30,134,3.40,8.3,-4.9
Darnay Holmes,2564739,DB,NYG,CAR,2,,,,,,,,,,,,,,,,,2.19,135,3.40,2.19,1.21
Jaylon Johnson,2563701,DB,CHI,@TB,2,,,,,,,,,,,,,,,,,7.65,136,3.40,7.65,-4.25
Devin McCourty,494287,DB,NE,NYJ,2,,,,,,,,,,,,,,,,,8.39,137,3.40,8.39,-4.99
Terrance Mitchell,2543637,DB,HOU,@ARI,2,,,,,,,,,,,,,,,,,9.33,138,3.40,9.33,-5.93
Eric Murray,2555173,DB,HOU,@ARI,2,,,,,,,,,,,,,,,,,1.11,139,3.40,1.11,2.29
Ryan Neal,2561381,DB,SEA,NO,2,,,,,,,,,,,,,,,,,1.92,140,3.40,1.92,1.48
Isaiah Rodgers,2564142,DB,IND,@SF,2,,,,,,,,,,,,,,,,,3.70,141,3.40,3.7,-0.3
Grant Delpit,2563773,DB,CLE,DEN,,1,,,,,,,,,,,,1,,,,2.99,142,3.30,2.99,0.31
Trevon Moehrig,2566268,DB,LV,PHI,1,2,,,,,,,,,,,,,,,,7.65,143,3.30,7.65,-4.35
Steven Nelson,2552265,DB,PHI,@LV,1,2,,,,,,,,,,,,,,,,8.42,144,3.30,8.42,-5.12
Robert Rochell,2566241,DB,LA,DET,,1,,,,,,,,,,,,1,,,,8.94,145,3.30,8.94,-5.64
Robert Alford,2539653,DB,ARI,HOU,1,,,1,,,,,,,,,,,,,,5.34,146,3.20,5.34,-2.14
Budda Baker,2558009,DB,ARI,HOU,1,1,,,,,,,,,,,,,,,,11.85,147,2.50,11.85,-9.35
Chris Banjo,2541192,DB,ARI,HOU,1,1,,,,,,,,,,,,,,,,0.78,148,2.50,0.78,1.72
Chuck Clark,2558248,DB,BAL,CIN,1,1,,,,,,,,,,,,,,,,9.48,149,2.50,9.48,-6.98
DeShon Elliott,2560715,DB,BAL,CIN,1,1,,,,,,,,,,,,,,,,,150,2.50,,
Clayton Fejedelem,2555355,DB,MIA,ATL,1,1,,,,,,,,,,,,,,,,0.94,151,2.50,0.94,1.56
T.J. Green,2555537,DB,HOU,@ARI,1,1,,,,,,,,,,,,,,,,2.19,152,2.50,2.19,0.31
Antonio Hamilton,2556804,DB,ARI,HOU,1,1,,,,,,,,,,,,,,,,1.43,153,2.50,1.43,1.07
Jason McCourty,89756,DB,MIA,ATL,,,,,,,,,,,,,,1,,,,,154,2.50,,
George Odum,2561131,DB,IND,@SF,1,1,,,,,,,,,,,,,,,,0.63,155,2.50,0.63,1.87
Darius Phillips,2560839,DB,CIN,@BAL,,,,,,,,,,,,,,1,,,,2.39,156,2.50,2.39,0.11
D.J. Reed,2560850,DB,SEA,NO,1,1,,,,,,,,,,,,,,,,9.97,157,2.50,9.97,-7.47
Andrew Sendejo,2525323,DB,IND,@SF,1,1,,,,,,,,,,,,,,,,6.21,158,2.50,6.21,-3.71
Stantley Thomas-Oliver,2563689,DB,CAR,@NYG,1,1,,,,,,,,,,,,,,,,0.71,159,2.50,0.71,1.79
Greedy Williams,2562785,DB,CLE,DEN,,,,,,,,,,,,,,1,,,,8.76,160,2.50,8.76,-6.26
Marcus Williams,2558847,DB,NO,@SEA,1,1,,,,,,,,,,,,,,,,8.46,161,2.50,8.46,-5.96
Jamien Sherwood,2565762,DB,NYJ,@NE,,3,,,,,,,,,,,,,,,,,162,2.40,,
Bobby Price,2563953,DB,DET,@LA,,,,,,,,,,,,,,,,,,1.75,163,2.20,1.75,0.45
Eli Apple,2555277,DB,CIN,@BAL,1,,,,,,,,,,,,,,,,,9.03,164,1.70,9.03,-7.33
Justin Bethel,2532792,DB,NE,NYJ,1,,,,,,,,,,,,,,,,,1.03,165,1.70,1.03,0.67
Nate Ebner,2535132,DB,NYG,CAR,1,,,,,,,,,,,,,,,,,0.58,166,1.70,0.58,1.12
Tre Flowers,2560728,DB,CIN,@BAL,1,,,,,,,,,,,,,,,,,0.84,167,1.70,0.84,0.86
Vernon Hargreaves III,2555299,DB,CIN,@BAL,1,,,,,,,,,,,,,,,,,2.01,168,1.70,2.01,-0.31
Nate Hobbs,2566259,DB,LV,PHI,1,,,,,,,,,,,,,,,,,8.48,169,1.70,8.48,-6.78
Chris Jones,2560767,DB,TEN,KC,1,,,,,,,,,,,,,,,,,4.14,170,1.70,4.14,-2.44
Anthony Levine,2508004,DB,BAL,CIN,1,,,,,,,,,,,,,,,,,0.00,171,1.70,0.0,1.7
P.J. Locke,2563012,DB,DEN,@CLE,1,,,,,,,,,,,,,,,,,0.63,172,1.70,0.63,1.07
Julian Love,2562414,DB,NYG,CAR,1,,,,,,,,,,,,,,,,,2.96,173,1.70,2.96,-1.26
Rashard Robinson,2555546,DB,TB,CHI,1,,,,,,,,,,,,,,,,,1.19,174,1.70,1.19,0.51
Jimmy Smith,2508107,DB,BAL,CIN,1,,,,,,,,,,,,,,,,,3.33,175,1.70,3.33,-1.63
Brandon Stephens,2565851,DB,BAL,CIN,1,,,,,,,,,,,,,,,,,3.45,176,1.70,3.45,-1.75
Caden Sterns,2566040,DB,DEN,@CLE,1,,,,,,,,,,,,,,,,,2.47,177,1.70,2.47,-0.77
P.J. Williams,2552484,DB,NO,@SEA,1,,,,,,,,,,,,,,,,,3.28,178,1.70,3.28,-1.58
Brandon Wilson,2558786,DB,CIN,@BAL,1,,,,,,,,,,,,,,,,,,179,1.70,,
Isaac Yiadom,2560946,DB,GB,WAS,1,,,,,,,,,,,,,,,,,2.12,180,1.70,2.12,-0.42
Talanoa Hufanga,2566529,DB,SF,IND,,2,,,,,,,,,,,,,,,,1.26,181,1.60,1.26,0.34
Denzel Ward,2560916,DB,CLE,DEN,,2,,,,,,,,,,,,,,,,8.89,182,1.60,8.89,-7.29
Anthony Chesley,2563235,DB,IND,@SF,,,,,,,1,,,,,,,,,,,0.80,183,1.00,0.8,0.2
Terrell Burgess,2564331,DB,LA,DET,,1,,,,,,,,,,,,,,,,0.64,184,0.80,0.64,0.16
Marqui Christian,2556277,DB,CHI,@TB,,1,,,,,,,,,,,,,,,,0.80,185,0.80,0.8,0.0
Keion Crossen,2561157,DB,NYG,CAR,,1,,,,,,,,,,,,,,,,0.59,186,0.80,0.59,0.21
Marcell Harris,2561006,DB,SF,IND,,1,,,,,,,,,,,,,,,,2.17,187,0.80,2.17,-1.37
Dontae Johnson,2543739,DB,SF,IND,,1,,,,,,,,,,,,,,,,2.77,188,0.80,2.77,-1.97
A.J. Moore,2561538,DB,HOU,@ARI,,1,,,,,,,,,,,,,,,,1.02,189,0.80,1.02,-0.22
Daniel Sorensen,2550257,DB,KC,@TEN,,1,,,,,,,,,,,,,,,,4.34,190,0.80,4.34,-3.54
Tavon Wilson,2534830,DB,SF,IND,,1,,,,,,,,,,,,,,,,0.62,191,0.80,0.62,0.18
Daryl Worley,2555394,DB,FA,Bye,,1,,,,,,,,,,,,,,,,,192,0.80,,
Delrick Abrams,2563464,DB,FA,Bye,,,,,,,,,,,,,,,,,,,193,0.00,,
DeMarkus Acy,2565087,DB,PIT,Bye,,,,,,,,,,,,,,,,,,,194,0.00,,
Jahleel Addae,2541958,DB,IND,@SF,,,,,,,,,,,,,,,,,,0.00,195,0.00,0.0,0.0
Nasir Adderley,2562617,DB,LAC,Bye,,,,,,,,,,,,,,,,,,,196,0.00,,
Jaire Alexander,2560952,DB,GB,WAS,,,,,,,,,,,,,,,,,,,197,0.00,,
Mackensie Alexander,2555177,DB,MIN,Bye,,,,,,,,,,,,,,,,,,,198,0.00,,
Brian Allen,2558237,DB,FA,Bye,,,,,,,,,,,,,,,,,,,199,0.00,,
Marcus Allen,2560956,DB,PIT,Bye,,,,,,,,,,,,,,,,,,,200,0.00,,
Johnathan Alston,2561520,DB,FA,Bye,,,,,,,,,,,,,,,,,,,201,0.00,,
Troy Apke,2560958,DB,WAS,@GB,,,,,,,,,,,,,,,,,,0.51,202,0.00,0.51,-0.51
Cornell Armstrong,2561147,DB,FA,Bye,,,,,,,,,,,,,,,,,,,203,0.00,,
Damon Arnette,2564409,DB,FA,Bye,,,,,,,,,,,,,,,,,,,204,0.00,,
Grayland Arnold,2564814,DB,HOU,@ARI,,,,,,,,,,,,,,,,,,3.08,205,0.00,3.08,-3.08
Jaytlin Askew,2566656,DB,FA,Bye,,,,,,,,,,,,,,,,,,,206,0.00,,
Blessuan Austin,2562468,DB,SEA,NO,,,,,,,,,,,,,,,,,,1.15,207,0.00,1.15,-1.15
Deandre Baker,2562227,DB,KC,@TEN,,,,,,,,,,,,,,,,,,0.00,208,0.00,0.0,0.0
Corey Ballentine,2562228,DB,DET,@LA,,,,,,,,,,,,,,,,,,,209,0.00,,
Luq Barcoo,2564160,DB,FA,Bye,,,,,,,,,,,,,,,,,,,210,0.00,,
Essang Bassey,2563875,DB,DEN,@CLE,,,,,,,,,,,,,,,,,,,211,0.00,,
DeVante Bausby,2553790,DB,NE,NYJ,,,,,,,,,,,,,,,,,,0.00,212,0.00,0.0,0.0
Sam Beal,2561643,DB,NYG,CAR,,,,,,,,,,,,,,,,,,0.00,213,0.00,0.0,0.0
Elijah Benton,2563758,DB,FA,Bye,,,,,,,,,,,,,,,,,,,214,0.00,,
Julian Blackmon,2564103,DB,IND,@SF,,,,,,,,,,,,,,,,,,,215,0.00,,
Marquise Blair,2562233,DB,SEA,NO,,,,,,,,,,,,,,,,,,,216,0.00,,
Joshuah Bledsoe,2566331,DB,NE,NYJ,,,,,,,,,,,,,,,,,,0.00,217,0.00,0.0,0.0
Briean Boddy-Calhoun,2556475,DB,TEN,KC,,,,,,,,,,,,,,,,,,0.00,218,0.00,0.0,0.0
Terrell Bonds,2563136,DB,FA,Bye,,,,,,,,,,,,,,,,,,,219,0.00,,
Breon Borders,2559015,DB,TEN,KC,,,,,,,,,,,,,,,,,,7.95,220,0.00,7.95,-7.95
Tre Boston,2543830,DB,FA,Bye,,,,,,,,,,,,,,,,,,,221,0.00,,
Kris Boyd,2562630,DB,MIN,Bye,,,,,,,,,,,,,,,,,,,222,0.00,,
John Brannon,2565018,DB,FA,Bye,,,,,,,,,,,,,,,,,,,223,0.00,,
Bashaud Breeland,2543571,DB,MIN,Bye,,,,,,,,,,,,,,,,,,,224,0.00,,
Brady Breeze,2566103,DB,TEN,KC,,,,,,,,,,,,,,,,,,1.35,225,0.00,1.35,-1.35
Antoine Brooks Jr.,2564967,DB,LA,DET,,,,,,,,,,,,,,,,,,0.00,226,0.00,0.0,0.0
Terrence Brooks,2543712,DB,HOU,@ARI,,,,,,,,,,,,,,,,,,,227,0.00,,
Anthony Brown,2555531,DB,DAL,Bye,,,,,,,,,,,,,,,,,,,228,0.00,,
Jordan Brown,2562396,DB,LV,PHI,,,,,,,,,,,,,,,,,,0.00,229,0.00,0.0,0.0
