PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Deion Jones,2555162,LB,ATL,@MIA,11,4,1,3,,,,,,,,,,,1,,,12.41,1,28.90,12.41,16.49
Demario Davis,2533008,LB,NO,@SEA,7,3,2,4,,,,,,,,,,1,3,,,12.00,2,28.30,12.0,16.3
De'Vondre Campbell,2555255,LB,GB,WAS,11,3,,,,2,,,,,,,,,,,,12.47,3,28.10,12.47,15.63
Nick Bolton,2566175,LB,KC,@TEN,9,6,,4,,,,,,,,,,,,,,8.28,4,26.10,8.28,17.82
Foye Oluokun,2561132,LB,ATL,@MIA,8,5,,,1,,,,,,,,,1,,56,,12.77,5,25.47,12.77,12.7
Roquan Smith,2560877,LB,CHI,@TB,8,5,,1,,,,,,,,,,1,,,,14.41,6,21.60,14.41,7.19
Devin White,2562781,LB,TB,CHI,8,2,,1,,,1,,,,,,,,1,,5,13.86,7,18.37,13.86,4.51
David Long,2562799,LB,TEN,KC,6,2,,1,,,,,,,,,,2,,,,12.10,8,18.30,12.1,6.2
Azeez Ojulari,2566367,LB,NYG,CAR,3,2,2.5,3,,,,,,,,,,,4,,,3.88,9,18.20,3.88,14.32
Rashan Gary,2562376,LB,GB,WAS,3,4,2,,,1,,,,,,,,,4,,,5.81,10,17.80,5.81,11.99
Jonathan Greenard,2564070,LB,HOU,@ARI,3,1,2,2,,,,,,,,,,1,2,,,4.03,11,16.40,4.03,12.37
Fred Warner,2560917,LB,SF,IND,6,2,,2,,,1,,,,,,,,,,,12.39,12,15.80,12.39,3.41
Markus Golden,2552273,LB,ARI,HOU,2,1,2,1,,1,1,,,,,,,,3,,,5.85,13,15.70,5.85,9.85
