PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Alvin Kamara,2558019,RB,NO,@SEA,,,,51,10,128,1,,,,,21.08,1,28.90,21.08,7.82
D'Andre Swift,2563965,RB,DET,@LA,,,,48,8,96,1,,,,,15.34,2,24.40,15.34,9.06
Damien Harris,2562281,RB,NE,NYJ,,,,106,2,7,,,,,,12.93,3,24.30,12.93,11.37
D'Ernest Johnson,2563327,RB,CLE,DEN,,,,146,2,22,,,,,,12.55,4,23.80,12.55,11.25
Brandon Bolden,2532797,RB,NE,NYJ,,,,,6,79,1,,,,,3.83,5,16.90,3.83,13.07
Khalil Herbert,2565926,RB,CHI,@TB,,,,100,5,33,,,,,,9.67,6,16.80,9.67,7.13
Eli Mitchell,2566538,RB,SF,IND,,,,107,,,,,,,,9.69,7,16.70,9.69,7.01
Leonard Fournette,2557973,RB,TB,CHI,,,,81,2,9,,,,,,14.68,8,16.00,14.68,1.32
Myles Gaskin,2562270,RB,MIA,ATL,,,,67,4,10,1,,,,,12.22,9,15.70,12.22,3.48
Kenyan Drake,2555230,RB,LV,PHI,,,,69,3,10,,,,,,6.64,10,15.40,6.64,8.76
Derrick Henry,2556075,RB,TEN,KC,5,,1,86,2,16,,,,,,,11,15.40,,
J.J. Taylor,2564640,RB,NE,NYJ,,,,21,1,5,,,,,,3.22,12,15.10,3.22,11.88
Jonathan Taylor,2564148,RB,IND,@SF,,,,107,3,3,,,,,2,15.42,13,14.50,15.42,-0.92
Josh Jacobs,2562377,RB,LV,PHI,,,,29,3,39,,,,,,12.65,14,14.30,12.65,1.65
Javonte Williams,2566049,RB,DEN,@CLE,,,,20,6,32,1,,,,,8.10,15,14.20,8.1,6.1
Samaje Perine,2558138,RB,CIN,@BAL,,,,52,1,23,,,,,,4.46,16,14.00,4.46,9.54
Devontae Booker,2555223,RB,NYG,CAR,,,,51,2,15,,,,,,11.04,17,13.60,11.04,2.56
Cordarrelle Patterson,2540145,RB,ATL,@MIA,,,,60,2,1,,,,,,8.98,18,13.10,8.98,4.12
