PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Maxx Crosby,2562439,DL,LV,NYG,6,2,3,3,,,,,,,,,,,3,,,1,22.20
DeForest Buckner,2555275,DL,IND,@CAR,4,,1,2,,,,,,,,,,2,2,,,2,17.00
Kobie Turner,2569954,DL,LA,@GB,7,3,1,1,,,,,,,,,,,1,,,3,16.30
David Onyemata,2556274,DL,ATL,MIN,5,5,1,,,1,,,,,,,,,,,,4,16.00
John Franklin-Myers,2560731,DL,NYJ,LAC,1,1,1,1,,,,,,,,,,3,3,,,5,14.60
Calais Campbell,744,DL,ATL,MIN,4,,1,1,,,,,,,1,,,,1,,,6,14.00
Dalvin Tomlinson,2557846,DL,CLE,ARI,2,2,2.5,2,,,,,,,,,,,3,,,7,13.70
Calijah Kancey,2570356,DL,TB,@HOU,4,,1,3,,,,,,,,,,,1,,,8,13.00
Justin Madubuike,2563563,DL,BAL,SEA,4,,1,2,,,,,,,,,,,1,,,9,11.50
Deatrich Wise,2558000,DL,NE,WAS,3,5,1,1,,,,,,,,,,,1,,,10,11.50
Cameron Jordan,2495184,DL,NO,CHI,3,4,1,1,,,,,,,,,,,2,,,11,11.40
Za'Darius Smith,2552279,DL,CLE,ARI,3,,1,2,,,,,,,,,,,2,,,12,10.50
Leki Fotu,2564910,DL,ARI,@CLE,3,2,0.5,2,,,,,,,,,,,1,,,13,10.20
Carl Granderson,2562273,DL,NO,CHI,5,1,,1,,,,,,,,,,,1,,,14,10.10
Malcolm Koonce,2566262,DL,LV,NYG,4,,1,1,,,,,,,,,,,1,,,15,10.00
Zach Sieler,2561129,DL,MIA,@KC,4,3,,,,,1,,,,,,,,2,,,16,9.80
Jeffery Simmons,2562733,DL,TEN,@PIT,4,3,,1,,,,,,,,,,,1,,,17,9.80
Bryce Huff,2565510,DL,NYJ,LAC,1,2,1.5,1,,,,,,,,,,,4,,,18,9.20
Sam Williams,2567514,DL,DAL,@PHI,2,1,1,,,1,,,,,,,,,,,,19,9.10
Myles Garrett,2557965,DL,CLE,ARI,1,,1,1,,,1,,,,,,,1,1,,1,20,9.03
Cameron Heyward,2508109,DL,PIT,TEN,4,2,,1,,,,,,,,,,,,,,21,8.70
Davon Godchaux,2558012,DL,NE,WAS,3,5,,,,,1,,,,,,,,,,,22,8.50
Aaron Donald,2543485,DL,LA,@GB,2,2,1,1,,,,,,,,,,,1,,,23,8.20
Josh Sweat,2560889,DL,PHI,DAL,2,2,1,1,,,,,,,,,,,1,,,24,8.20
Kevin Strong,2563197,DL,FA,Bye,5,1,,,,,,,,,,,,,,,,25,8.10
Vita Vea,2560909,DL,TB,@HOU,4,,,1,,,,,,,,,,,1,,,26,8.00
Brandon Graham,496788,DL,PHI,DAL,1,1,1.5,1,,,,,,,,,,,2,,,27,7.60
Michael Hoecht,2564346,DL,LA,@GB,3,3,,,,,,,,,,,,,2,,,28,7.30
Kentavius Street,2560885,DL,ATL,MIN,2,3,,1,,,1,,,,,,,,,,,29,7.30
Derrick Brown,2563629,DL,CAR,IND,2,2,,,,,,,,,,,,1,1,,,30,7.20
Adetomiwa Adebawore,2569843,DL,IND,@CAR,2,,1,1,,,,,,,,,,,1,,,31,7.00
Quinton Jefferson,2555358,DL,NYJ,LAC,2,,1,1,,,,,,,,,,,1,,,32,7.00
Dante Stills,2570218,DL,ARI,@CLE,2,3,,1,,,,,,,,,,,1,,,33,6.80
Christian Barmore,2566328,DL,NE,WAS,,1,,,,,,,,,,,,2,2,,,34,6.60
B.J. Hill,2560740,DL,CIN,BUF,1,1,1,1,,,,,,,,,,,2,,,35,6.60
DeShawn Williams,2553623,DL,CAR,IND,1,1,1,1,,,,,,,,,,,2,,,36,6.60
Tyree Wilson,2570050,DL,LV,NYG,3,1,0.5,,,,,,,,,,,,1,,,37,6.60
Karl Brooks,2569753,DL,GB,LA,1,,,,,,,,,,,,,2,,,,38,6.50
