PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Jonathan Greenard,2564070,LB,MIN,@CHI,5,1,2,4,,1,,,,,,,,,2,,,1,22.60
"Kenneth Murray, Jr.",2565063,LB,TEN,@HOU,6,1,,2,1,,,,,,,,,2,1,6,,2,21.80
Zaire Franklin,2561155,LB,IND,DET,8,5,1,1,,,,,,,,,,,1,,,3,19.00
Frankie Luvu,2561366,LB,WAS,DAL,5,3,,1,,,,,,,,,,3,,,,4,18.30
Micah Parsons,2566019,LB,DAL,@WAS,4,4,2,2,,,,,,,,,,,3,,,5,16.90
Nakobe Dean,2568072,LB,PHI,@LAR,5,3,1,2,,,1,,,,,,,,1,,,6,15.80
Malik Harrison,2563554,LB,BAL,@LAC,7,6,,1,,,,,,,,,,,,,,7,15.60
Chop Robinson,2572252,LB,MIA,NE,2,2,1.5,1,,,,,,,,,,2,3,,,8,15.20
Quay Walker,2567631,LB,GB,SF,6,1,,2,,,,,,,,,,1,,,,9,15.10
Christian Rozeboom,2564394,LB,LAR,PHI,7,5,,1,,,,,,,,,,,,,,10,15.00
Jack Campbell,2569741,LB,DET,@IND,5,4,,,,,,,,,,,,2,,,,11,14.90
Josey Jewell,2560763,LB,CAR,KC,6,3,1,1,,,,,,,,,,,1,,,12,14.80
Jordyn Brooks,2565135,LB,MIA,NE,7,2,,1,,,1,,,,,,,,,,12,13,14.60
Zaven Collins,2566421,LB,ARI,@SEA,3,,1,1,,1,,,,,,,,1,,,,14,14.00
Tyrice Knight,2572525,LB,SEA,ARI,5,4,1,1,,,,,,,,,,,1,,,15,13.90
Andrew Van Ginkel,2562768,LB,MIN,@CHI,3,4,1,1,,,,,,,,,,1,2,,,16,13.90
Nik Bonitto,2567517,LB,DEN,@LV,3,,1,2,,1,,,,,,,,,1,,,17,13.50
Azeez Al-Shaair,2562462,LB,HOU,TEN,5,3,1,1,,,,,,,,,,,1,,,18,13.30
Bobby Okereke,2562416,LB,NYG,TB,5,3,,,,1,,,,,,,,,,,,19,12.80
Marte Mapu,2570104,LB,NE,@MIA,1,2,,1,,1,,,,,,,,2,,,,20,12.70
Harold Landry,2560784,LB,TEN,@HOU,3,,1,1,,,,,,,1,,,,1,,,21,12.50
Nick Herbig,2570248,LB,PIT,@CLE,3,2,1,,,1,,,,,,,,,2,,,22,12.20
Cody Barton,2562472,LB,DEN,@LV,5,1,0.5,,,,,,,,,,,1,1,,,23,12.10
Micah McFadden,2568003,LB,NYG,TB,6,5,,,,,,,,,,,,,,,,24,12.00
E.J. Speed,2562955,LB,IND,DET,6,5,,,,,,,,,,,,,,,,25,12.00
Bobby Wagner,2532966,LB,WAS,DAL,5,3,,1,,,1,,,,,,,,,,,26,11.80
Tremaine Edmunds,2560713,LB,CHI,MIN,4,5,,,,,,,,,,,,1,,,,27,11.50
Jahlani Tavai,2562755,LB,NE,@MIA,3,5,,1,,,,,,,,,,1,,,,28,11.50
Jadeveon Clowney,2543456,LB,CAR,KC,2,1,1.5,2,,,,,,,,,,,3,,,29,11.10
Daiyan Henley,2570281,LB,LAC,BAL,4,6,,1,,,,,,,,,,,,,,30,11.10
Malcolm Rodriguez,2567562,LB,DET,@IND,7,1,,,,,,,,,,,,,,,,31,11.10
Jordan Hicks,2552315,LB,CLE,PIT,2,4,1,2,,,,,,,,,,,1,,,32,10.90
Lavonte David,2532828,LB,TB,@NYG,2,3,,,,1,,,,,,,,1,,,,33,10.80
Tyrel Dodson,2562560,LB,MIA,NE,2,3,,,1,,,,,,,,,1,,,,34,10.80
Eric Kendricks,2552312,LB,DAL,@WAS,4,6,,,,,1,,,,,,,,,,,35,10.60
Ernest Jones,2566229,LB,SEA,ARI,5,5,,,,,,,,,,,,,,,,36,10.50
Anthony Nelson,2562507,LB,TB,@NYG,2,2,1,2,,,,,,,,,,,2,,,37,10.20
T.J. Edwards,2562648,LB,CHI,MIN,3,6,,1,,,,,,,,,,,1,,,38,10.10
Kyzir White,2560928,LB,ARI,@SEA,4,4,,1,,,,,,,,,,,,,,39,9.90
Divine Deablo,2566253,LB,LV,DEN,3,2,,,,,,,,,,,,,,,,40,9.60
Mohamoud Diabate,2570849,LB,CLE,PIT,5,1,,1,,,,,,,,,,,,,,41,9.60
Kyle Van Noy,2543699,LB,BAL,@LAC,1,1,1,1,,1,,,,,,,,,1,,,42,9.60
Patrick Queen,2563575,LB,PIT,@CLE,2,5,,,,,,,,,,,,1,1,,,43,9.00
Lukas Van Ness,2569792,LB,GB,SF,2,,1,,,1,,,,,,,,,1,,,44,9.00
D.J. Wonnum,2564583,LB,CAR,KC,2,3,1,1,,,,,,,,,,,1,,,45,8.80
Jesse Luketa,2568111,LB,ARI,@SEA,3,,1,1,,,,,,,,,,,1,,,46,8.50
De'Vondre Campbell,2555255,LB,SF,@GB,4,4,,,,,,,,,,,,,,,,47,8.40
Nick Niemann,2566496,LB,LAC,BAL,4,4,,,,,,,,,,,,,,,,48,8.40
Henry To'oTo'o,2569831,LB,HOU,TEN,3,2,,,,,,,,,,,,1,,,,49,8.20
Omar Speights,2573743,LB,LAR,PHI,4,3,,,,,,,,,,,,,,,,50,7.80
Jared Verse,2572213,LB,LAR,PHI,4,3,,,,,,,,,,,,,,,,51,7.80
Christian Elliss,2567004,LB,NE,@MIA,3,1,,,,,,,,,,,,1,,,,52,7.60
Jonah Elliss,2571991,LB,DEN,@LV,2,1,1,1,,,,,,,,,,,1,,,53,7.60
Rashan Gary,2562376,LB,GB,SF,1,1,1,,,1,,,,,,,,,,,,54,7.60
Michael Hoecht,2564346,LB,LAR,PHI,2,4,,1,,,,,,,,,,,1,,,55,7.40
Josh Sweat,2560889,LB,PHI,@LAR,2,,1,1,,,,,,,,,,,1,,,56,7.00
Blake Cashman,2562496,LB,MIN,@CHI,2,4,,1,,,,,,,,,,,,,,57,6.90
Joey Bosa,2555249,LB,LAC,BAL,3,1,,1,,,,,,,,,,,,,,58,6.60
K.J. Britt,2566559,LB,TB,@NYG,4,1,,,,,,,,,,,,,,,,59,6.60
Devin Bush,2562243,LB,CLE,PIT,3,3,,,,,,,,,,,,,,,,60,6.30
Anfernee Jennings,2564613,LB,NE,@MIA,3,3,,,,,,,,,,,,,,,,61,6.30
Fred Warner,2560917,LB,SF,@GB,3,3,,,,,,,,,,,,,,,,62,6.30
DeMarvion Overshown,2569705,LB,DAL,@WAS,1,2,1,1,,,,,,,,,,,,,,63,6.20
Boye Mafe,2568258,LB,SEA,ARI,1,1,1,1,,,,,,,,,,,1,,,64,6.10
Justin Strnad,2563914,LB,DEN,@LV,2,1,,,,,,,,,,,,1,,,,65,6.10
Robert Spillane,2561596,LB,LV,DEN,3,2,,,,,,,,,,,,,,,,66,5.70
Yetur Gross-Matos,2563641,LB,SF,@GB,3,1,,,,,,,,,,,,,1,,,67,5.60
Khalil Mack,2543463,LB,LAC,BAL,3,1,,,,,,,,,,,,,1,,,68,5.60
Oren Burks,2560984,LB,PHI,@LAR,2,,,,,,,,,,,,,1,,,,69,5.50
Yaya Diaby,2570344,LB,TB,@NYG,3,,,,,,,,,,,,,,2,,,70,5.50
Odafe Oweh,2565848,LB,BAL,@LAC,1,,1,1,,,,,,,,,,,1,,,71,5.50
Payton Wilson,2572456,LB,PIT,@CLE,2,4,,,,,,,,,,,,,,,,72,5.40
Trenton Simpson,2569564,LB,BAL,@LAC,3,,,,,,,,,,,,,,1,,,73,5.00
