PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Tyler Bass,2563596,K,BUF,CLE,1,,,1,2,2,1,,,,1,23.00
Brett Maher,2540243,K,DAL,@MIN,4,,,1,,,3,,,,2,22.00
Evan McPherson,2565953,K,CIN,@PIT,4,,,,,2,1,,,,3,17.00
Matthew Wright,2562968,K,PIT,CIN,3,,,,2,1,,,,,4,14.70
Harrison Butker,2558245,K,KC,@LAC,3,,,,2,,1,,,,5,14.00
Daniel Carlson,2560993,K,LV,@DEN,1,,,1,,,2,,,,6,14.00
Younghoe Koo,2559205,K,ATL,CHI,3,,,,,1,1,,,,7,12.00
Chase McLaughlin,2563203,K,IND,PHI,1,,,,2,,1,,,,8,12.00
Brandon McManus,2541556,K,DEN,LV,1,,,,,2,1,,1,,9,12.00
Joey Slye,2563132,K,WAS,@HOU,2,,,2,,1,,,,,10,12.00
Cameron Dicker,2568435,K,LAC,KC,3,,,1,,1,,,,,11,10.00
Matt Gay,2562271,K,LA,@NO,2,,,,1,,1,,,,12,10.00
Wil Lutz,2556601,K,NO,LA,3,,,1,,1,,,,,13,10.00
Robbie Gould,2506264,K,SF,@ARI,5,,,,1,,,,,,14,8.00
Mike Badgley,2560965,K,DET,@NYG,4,,,1,,,,,,,15,7.00
Cairo Santos,2550636,K,CHI,@ATL,3,,,,,1,,,,,16,7.00
Justin Tucker,2536340,K,BAL,CAR,1,,,,2,,,,,,17,7.00
Jake Elliott,2558172,K,PHI,@IND,2,,,1,,,,,,,18,5.00
Matt Prater,2506677,K,ARI,SF,1,,,,,1,,,,,19,5.00
Ka'imi Fairbairn,2556521,K,HOU,WAS,1,,,1,,,,,,,20,4.00
Nick Folk,2507225,K,NE,NYJ,1,,,1,,,,,,,21,4.00
Cade York,2567487,K,CLE,@BUF,2,,,,1,,,,,1,22,4.00
Greg Zuerlein,2534797,K,NYJ,@NE,,,,,,1,,,,,23,4.00
Josh Lambo,2553833,K,FA,Bye,2,,,,,,,,,,24,3.70
Mason Crosby,2507232,K,GB,TEN,,,,,1,,,,,,25,3.00
Greg Joseph,2561534,K,MIN,DAL,,,,1,,,,,,,26,3.00
Eddy Pineiro,2560842,K,CAR,@BAL,,,,,1,,,,,,27,3.00
Matt Ammendola,2565555,K,FA,Bye,,,,,,,,,,,28,0.00
Taylor Bertolet,2556472,K,LAC,KC,,,,,,,,,,,29,0.00
Rodrigo Blankenship,2564106,K,FA,Bye,,,,,,,,,,,30,0.00
Jose Borregales,2567139,K,FA,Bye,,,,,,,,,,,31,0.00
Chris Boswell,2550545,K,PIT,CIN,,,,,,,,,,,32,0.00
Randy Bullock,2533444,K,TEN,@GB,,,,,,,,,,,33,0.00
Dominik Eberle,2565360,K,FA,Bye,,,,,,,,,,,34,0.00
Jonathan Garibay,2568684,K,FA,Bye,,,,,,,,,,,35,0.00
Zane Gonzalez,2558178,K,CAR,@BAL,,,,,,,,,,,36,0.00
Dustin Hopkins,2539227,K,LAC,KC,,,,,,,,,,,37,0.00
Brian Johnson,2566740,K,FA,Bye,,,,,,,,,,,38,0.00
James McCourt,2569215,K,JAX,Bye,,,,,,,,,,,39,0.00
Andrew Mevis,2567754,K,FA,Bye,,,,,,,,,,,40,0.00
JJ Molson,2565550,K,FA,Bye,,,,,,,,,,,41,0.00
Jason Myers,2553112,K,SEA,Bye,,,,,,,,,,,42,0.00
Chris Naggar,2565744,K,FA,Bye,,,,,,,,,,,43,0.00
Quinn Nordin,2565684,K,NE,NYJ,,,,,,,,,,,44,0.00
Riley Patterson,2567013,K,JAX,Bye,,,,,,,,,,,45,0.00
Aldrick Rosas,2556771,K,FA,Bye,,,,,,,,,,,46,0.00
Jason Sanders,2561153,K,MIA,Bye,,,,,,,,,,,47,0.00
Ryan Santoso,2561269,K,FA,Bye,,,,,,,,,,,48,0.00
Nick Sciba,2569450,K,FA,Bye,,,,,,,,,,,49,0.00
Austin Seibert,2562729,K,FA,Bye,,,,,,,,,,,50,0.00
Caleb Shudak,2568843,K,TEN,@GB,,,,,,,,,,,51,0.00
Sam Sloman,2564397,K,FA,Bye,,,,,,,,,,,52,0.00
Ryan Succop,89802,K,TB,Bye,,,,,,,,,,,53,0.00
Jake Verity,2566731,K,FA,Bye,,,,,,,,,,,54,0.00
Tristan Vizcaino,2562807,K,NE,NYJ,,,,,,,,,,,55,0.00
Graham Gano,71309,K,NYG,DET,,2,,,,,,,,,56,-6.00
