PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Justin Jackson,2560756,RB,LAC,@HOU,,,,64,2,8,98,,,,,1,32.80,11,8,19,8,9,89,,3,,1,30.20
Damien Harris,2562281,RB,NE,BUF,,,,103,3,,,,,,,,35.80,18,,18,,1,,,5,2,2,29.30
Joe Mixon,2557976,RB,CIN,BAL,,,,65,1,6,70,1,,,,,33.60,18,6,24,6,6,100,2,8,5,3,28.50
Rex Burkhead,2539265,RB,HOU,LAC,,,,149,2,2,,,,,,,31.30,22,2,24,2,2,100,,5,3,4,27.90
Nick Chubb,2561021,RB,CLE,@GB,,,,126,1,3,58,,,,,,36.30,17,3,20,3,4,75,,2,1,5,25.90
Chase Edmonds,2560711,RB,ARI,IND,,,,56,1,8,71,,,,,,23.00,16,8,24,8,9,89,1,4,2,6,22.70
Sony Michel,2560809,RB,LA,@MIN,,,,131,1,1,4,,,,,,23.30,27,1,28,1,4,25,,6,5,7,21.70
David Montgomery,2562502,RB,CHI,@SEA,,,,45,1,7,61,,,,,,31.30,21,7,28,7,9,78,3,9,7,8,20.10
Rashaad Penny,2560835,RB,SEA,CHI,,,,135,1,,,,,,,,31.10,17,,17,,1,,,1,1,9,19.50
Ezekiel Elliott,2555224,RB,DAL,WAS,,,,37,1,1,5,1,,,,,28.50,9,1,10,1,1,100,1,3,,10,17.70
Devin Singletary,2562734,RB,BUF,@NE,,,,39,1,5,39,,,,,,19.30,12,5,17,5,6,83,1,6,3,11,16.30
Alexander Mattison,2562682,RB,MIN,LA,,,,41,1,3,29,,,,,,20.10,13,3,16,3,4,75,1,3,4,12,15.50
Ronald Jones,2560770,RB,TB,@CAR,,,,65,1,2,16,,,,,,28.00,20,2,22,2,3,67,1,2,3,13,15.10
Dare Ogunbowale,2559362,RB,JAX,@NYJ,,,,57,1,2,15,,,,,,16.30,17,2,19,2,4,50,1,2,2,14,14.20
Najee Harris,2566448,RB,PIT,@KC,,,,93,,5,17,,,,,,16.60,19,5,24,5,7,71,2,1,,15,13.50
Michael Carter,2566382,RB,NYJ,JAX,,,,118,,2,6,,,,,,20.00,16,2,18,2,3,67,1,5,3,16,13.40
Jeff Wilson,2560938,RB,SF,@TEN,,,,45,1,3,12,,,,,,21.60,14,3,17,3,3,100,1,4,2,17,13.20
Ke'Shawn Vaughn,2565258,RB,TB,@CAR,,,,70,1,,,,,,,,28.00,7,,7,,1,,,1,1,18,13.00
Antonio Gibson,2565276,RB,WAS,@DAL,,,,29,,2,29,1,,,,,17.70,6,2,8,2,4,50,1,1,1,19,12.80
Josh Jacobs,2562377,RB,LV,DEN,,,,129,,1,-5,,,,,1,22.70,27,1,28,1,3,33,,3,1,20,12.60
Derrick Gore,2563347,RB,KC,PIT,,,,43,,3,61,,,,,,33.40,12,3,15,3,3,100,1,3,,21,11.90
Boston Scott,2561146,RB,PHI,NYG,,,,41,1,,,,,,,,22.80,12,,12,,,,,3,3,22,11.80
