PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Anders Carlson,2569750,K,SF,DAL,2.5,0.43,,0.5,0.5,0.5,0.25,,,,7.46,16,1,16.00,8.54
Jake Elliott,2558172,K,PHI,@CIN,2.39,0.12,,0.41,0.47,0.47,0.23,,,0.06,7.64,14,2,15.00,7.36
Chris Boswell,2550545,K,PIT,NYG,2.01,0.12,,0.4,0.52,0.46,0.23,,,,7.40,18,3,14.00,6.6
Greg Joseph,2561534,K,NYG,@PIT,1,-1,,0.33,0.66,0.33,0.17,,,,9.14,3,4,14.00,4.86
Austin Seibert,2562729,K,WAS,CHI,1.83,0.06,,0.18,0.55,0.49,0.12,,,0.06,6.34,31,5,13.00,6.66
Jake Bates,2571759,K,DET,TEN,2.95,0.19,,0.38,0.5,0.5,0.19,,,0.06,7.91,12,6,12.00,4.09
Dustin Hopkins,2539227,K,CLE,BAL,2.15,0.1,,0.37,0.47,0.42,0.21,,,0.05,7.05,25,7,12.00,4.95
Brandon McManus,2541556,K,GB,@JAX,2.37,0.26,,0.26,0.53,0.53,0.26,,,,7.38,19,8,12.00,4.62
Ka'imi Fairbairn,2556521,K,HOU,IND,2.92,0.12,,0.44,0.56,0.44,0.25,,,0.06,8.51,6,9,11.00,2.49
Jason Sanders,2561153,K,MIA,ARI,2.82,0.12,,0.43,0.49,0.49,0.18,,,0.06,8.02,11,10,11.00,2.98
Harrison Butker,2558245,K,KC,@LV,3.17,0.12,,0.5,0.62,0.44,0.31,,,,9.48,2,11,10.00,0.52
Daniel Carlson,2560993,K,LV,KC,1.89,0.05,,0.42,0.47,0.37,0.26,,,,7.19,23,12,10.00,2.81
Cam Little,2572147,K,JAX,GB,2.24,0.11,,0.34,0.5,0.34,0.17,,,,6.64,29,13,10.00,3.36
Chad Ryland,2570125,K,ARI,@MIA,1.93,0.24,,0.48,0.48,0.48,0.24,,,,7.21,22,14,10.00,2.79
Matt Gay,2562271,K,IND,@HOU,1.95,0.11,,0.39,0.5,0.39,0.28,,,0.06,7.19,24,15,9.00,1.81
Blake Grupe,2571234,K,NO,@LAC,2,0.11,,0.37,0.47,0.37,0.21,,,0.05,6.67,27,16,8.00,1.33
Chase McLaughlin,2563203,K,TB,ATL,2.07,0.12,,0.41,0.53,0.47,0.24,,,0.06,7.55,15,17,8.00,0.45
Will Reichard,2572273,K,MIN,@LAR,2.18,0.11,,0.33,0.49,0.38,0.16,,,0.05,6.58,30,18,8.00,1.42
Tyler Bass,2563596,K,BUF,@SEA,2.68,0.12,,0.43,0.55,0.43,0.24,,,0.06,8.12,10,19,7.00,-1.12
Younghoe Koo,2559205,K,ATL,@TB,2.33,0.06,,0.48,0.54,0.42,0.36,,,,8.69,5,20,7.00,-1.69
Justin Tucker,2536340,K,BAL,@CLE,2.98,0.06,,0.5,0.56,0.56,0.31,,,,9.77,1,21,7.00,-2.77
Brandon Aubrey,2571750,K,DAL,@SF,2.74,0.11,,0.51,0.51,0.4,0.29,,,0.06,8.46,7,22,6.00,-2.46
Cameron Dicker,2568435,K,LAC,NO,2.38,0.12,,0.42,0.54,0.48,0.3,,,0.06,8.26,8,23,6.00,-2.26
Evan McPherson,2565953,K,CIN,PHI,2.95,0.12,,0.43,0.49,0.55,0.31,,,,9.10,4,24,5.00,-4.1
