PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Jalen Hurts,2564832,QB,PHI,@CIN,211.65,1.35,0.64,27,0.59,,,,,,,0.47,17.89,5,1,35.14,17.25
Bo Nix,2572003,QB,DEN,CAR,246.22,1.43,0.95,22.79,0.2,,,,,,,0.59,15.97,10,2,29.76,13.79
Kirk Cousins,2532820,QB,ATL,@TB,244,1.67,0.7,4.32,0.06,,,,,,,0.41,15.01,16,3,26.64,11.63
Matthew Stafford,79860,QB,LAR,MIN,238.77,1.61,0.87,3.94,0.06,,,,,,,0.43,14.14,24,4,24.76,10.62
Trevor Lawrence,2566163,QB,JAX,GB,222.49,1.39,0.75,13.62,0.13,,,,,,,0.45,14.20,23,5,24.32,10.12
Lamar Jackson,2560757,QB,BAL,@CLE,220.51,1.57,0.69,55.68,0.29,,,,,,,0.43,20.17,1,6,24.16,3.99
Justin Herbert,2565045,QB,LAC,NO,235.7,1.25,0.68,12.77,0.19,,,,,,,0.44,14.61,20,7,24.06,9.45
Brock Purdy,2568216,QB,SF,DAL,248.98,1.82,0.65,10.17,0.12,,,,,,,0.41,16.86,8,8,24.00,7.14
Jameis Winston,2552033,QB,CLE,BAL,207.69,1.14,0.95,8.3,0.1,,,,,,,0.89,10.62,28,9,23.56,12.94
Jayden Daniels,2572564,QB,WAS,CHI,202.16,1.1,0.72,52.37,0.5,,,,,,,0.4,18.48,2,10,22.24,3.76
Baker Mayfield,2560800,QB,TB,ATL,225,1.5,0.79,10.92,0.1,,,,,,,0.42,14.27,21,11,21.30,7.03
Kyler Murray,2562382,QB,ARI,@MIA,210.06,1.26,0.66,38.95,0.34,,,,,,,0.46,17.14,7,12,21.18,4.04
Mason Rudolph,2560860,QB,TEN,@DET,215,1.03,0.94,8.3,0.05,,,,,,,0.98,10.01,30,13,19.54,9.53
Josh Allen,2560955,QB,BUF,@SEA,251.54,1.68,0.81,22,0.36,,,,,,,0.53,18.46,3,14,19.32,0.86
Aaron Rodgers,2506363,QB,NYJ,@NE,232.56,1.67,0.54,5.78,0.06,,,,,,,0.42,15.00,18,15,18.32,3.32
Sam Darnold,2561036,QB,MIN,@LAR,248.29,1.68,0.9,10.69,0.1,,,,,,,0.7,15.12,14,16,18.20,3.08
Patrick Mahomes,2558125,QB,KC,@LV,274.69,1.16,0.83,24.09,0.14,,,,,,,0.49,16.24,9,17,18.18,1.94
Gardner Minshew,2562796,QB,LV,KC,188,1.06,0.97,5.19,0.09,,,,,,,0.32,10.24,29,18,14.96,4.72
Russell Wilson,2532975,QB,PIT,NYG,201.85,1.24,0.77,15.83,0.12,,,,,,,0.4,13.00,26,19,13.82,0.82
Dak Prescott,2555260,QB,DAL,@SF,234.53,1.33,0.76,12.99,0.12,,,,,,,0.47,14.26,22,20,13.62,-0.64
Bryce Young,2569606,QB,CAR,@DEN,161.62,0.89,0.96,8.55,0.1,,,,,,,0.31,8.94,32,21,13.56,4.62
Joe Burrow,2563722,QB,CIN,PHI,254.91,1.9,0.71,11.4,0.12,,,,,,,0.48,17.28,6,22,12.86,-4.42
