PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Yasir Abdullah,2569891,LB,JAX,@IND,0.37,0.14,0.02,0.02,,,,,,,,,,0.01,0.05,,,0.76,232,1,0.00,-0.76
Mitchell Agude,2571111,LB,FA,Bye,,,,,,,,,,,,,,,,,,,239,2,0.00,
Austin Ajiake,2571766,LB,IND,JAX,0.57,0.29,,0.36,,,,,,,,,,,0.14,,,1.64,185,3,0.00,-1.64
Azeez Al-Shaair,2562462,LB,HOU,@LAC,3.45,2.46,0.18,0.49,0.06,0.06,0.06,,,,,,,0.25,0.49,,,9.10,38,4,0.00,-9.1
Troy Andersen,2567235,LB,ATL,LAR,1.29,1.16,,0.04,,,,,,,,,,,,,,2.69,155,5,0.00,-2.69
Liam Anderson,2570521,LB,CIN,ARI,,,,,,,,,,,,,,,,,,0.00,240,6,0.00,0.0
Joe Andreessen,2573632,LB,BUF,PHI,0.53,0.35,,0.18,,0.12,0.06,0.06,,,,,,,,,,2.00,168,7,0.00,-2.0
Alex Anzalone,2558163,LB,DET,@MIN,3.9,2.04,0.12,0.36,0.06,,0.06,,,,,,,0.36,0.48,,,9.26,35,8,0.00,-9.26
Kam Arnold,2574604,LB,FA,Bye,,,,,,,,,,,,,,,,,,,241,9,0.00,
Brian Asamoah II,2567901,LB,CIN,ARI,0.51,0.34,,0.06,,,,,,,,,,0.06,,,,1.21,211,10,0.00,-1.21
Eugene Asante,2574317,LB,CLE,PIT,,,,,,,,,,,,,,,,,,0.00,242,11,0.00,0.0
Joe Bachie,2564661,LB,TEN,NO,2.84,1.36,0.08,0.16,0.04,,,,,,,,,0.12,0.16,0.78,,6.02,89,12,0.00,-6.02
Levelle Bailey,2573079,LB,DEN,@KC,,,,,,,,,,,,,,,,,,0.00,243,13,0.00,0.0
Jerome Baker,2560966,LB,CLE,PIT,1.75,1.17,0.06,0.08,,0.04,,,,,,,,0.13,0.13,,,4.10,127,14,0.00,-4.1
Derrick Barnes,2566055,LB,DET,@MIN,2.17,1.89,0.11,0.17,,,,,,,,,,0.06,0.29,,,5.16,106,15,0.00,-5.16
Krys Barnes,2563971,LB,CAR,SEA,,,,,,,,,,,,,,,,,,0.00,244,16,0.00,0.0
Zaire Barnes,2570185,LB,NYG,@LV,2.77,2.03,0.06,0.18,,0.06,,,,,,,,0.12,0.18,,,6.36,83,17,0.00,-6.36
Amare Barno,2567346,LB,FA,Bye,,,,,,,,,,,,,,,,,,,245,18,0.00,
Michael Barrett,2571880,LB,FA,Bye,,,,,,,,,,,,,,,,,,,246,19,0.00,
Justin Barron,2574067,LB,DAL,@WAS,,,,,,,,,,,,,,,,,,0.00,247,20,0.00,0.0
Jared Bartlett,2574432,LB,ARI,@CIN,,,,,,,,,,,,,,,,,,0.00,248,21,0.00,0.0
Cody Barton,2562472,LB,TEN,NO,3.84,3.42,0.06,0.18,0.06,0.06,0.06,,,,,,,0.24,0.18,1.38,,9.42,32,22,0.00,-9.42
Carlos Basham,2565863,LB,FA,Bye,,,,,,,,,,,,,,,,,,,249,23,0.00,
Jeffrey Bassa,2574239,LB,KC,DEN,0.59,0.29,0.09,,,0.06,0.06,,,,,,,0.06,,,,1.66,184,24,0.00,-1.66
Tyler Batty,2574338,LB,MIN,DET,0.53,0.35,,,,,,,,,,,,,,,,1.01,219,25,0.00,-1.01
Zack Baun,2564664,LB,PHI,@BUF,4.94,3.06,0.16,0.5,0.06,0.13,0.06,,,,,,,0.19,0.38,,,11.71,6,26,0.00,-11.71
Abraham Beauplan,2571180,LB,FA,Bye,,,,,,,,,,,,,,,,,,,250,27,0.00,
Quinton Bell,2562908,LB,MIA,TB,,,,,,,,,,,,,,,,,,0.00,251,28,0.00,0.0
Nick Bellore,2495262,LB,WAS,DAL,0.94,0.53,,,,0.06,,,,,,,,,,,,1.94,169,29,0.00,-1.94
Terrel Bernard,2567325,LB,BUF,PHI,3.06,2.28,0.09,0.28,0.09,,0.05,,,,,,,0.19,0.23,,,7.51,61,30,0.00,-7.51
JD Bertrand,2571799,LB,ATL,LAR,2.94,2.06,0.08,0.08,,,,,,,,,,0.16,,,,6.33,84,31,0.00,-6.33
Tatum Bethune,2572489,LB,SF,CHI,3.51,3.3,0.07,0.14,0.07,0.07,0.07,,,,,,,0.21,,0.41,,8.69,45,32,0.00,-8.69
Stone Blanton,2574536,LB,FA,Bye,,,,,,,,,,,,,,,,,,,252,33,0.00,
Chris Board,2561301,LB,NYG,@LV,0.71,0.47,,0.12,,,,,,,,,,0.12,,,,1.83,174,34,0.00,-1.83
Nick Bolton,2566175,LB,KC,DEN,4.93,2.33,0.17,0.67,0.07,0.07,0.07,,,,,,,0.33,0.47,0.47,,11.77,5,35,0.00,-11.77
Nik Bonitto,2567517,LB,DEN,@KC,3.19,1.38,0.81,0.88,0.06,0.13,0.06,,,,,,,0.38,1.38,2.06,,10.99,14,36,0.00,-10.99
Swayze Bozeman,2572811,LB,NYG,@LV,,,,,,,,,,,,,,,,,,0.00,253,37,0.00,0.0
Chris Braswell,2572540,LB,TB,@MIA,0.77,0.41,,,,,,,,,,,,,,,,1.40,196,38,0.00,-1.4
K.J. Britt,2566559,LB,MIA,TB,1.44,0.67,,0.1,,,,,,,,,,0.1,0.1,,,3.01,151,39,0.00,-3.01
Jordyn Brooks,2565135,LB,MIA,TB,5.25,3.44,0.19,0.63,0.06,,0.06,,,,,,,0.31,0.38,0.69,,12.52,3,40,0.00,-12.52
Elliott Brown,2574475,LB,ARI,@CIN,,,,,,,,,,,,,,,,,,0.00,254,41,0.00,0.0
J.B. Brown,2574085,LB,FA,Bye,,,,,,,,,,,,,,,,,,,255,42,0.00,
Baron Browning,2566025,LB,ARI,@CIN,1.11,0.68,0.28,0.43,0.06,,0.06,,,,,,,0.06,0.62,,,4.01,129,43,0.00,-4.01
Carson Bruener,2574490,LB,PIT,@CLE,0.53,0.41,,,,,,,,,,,,0.06,,,,1.19,212,44,0.00,-1.19
Teddye Buchanan,2573925,LB,BAL,@GB,4.19,1.69,0.06,0.44,,0.06,0.06,,,,,,,0.13,0.13,,,8.74,44,45,0.00,-8.74
John Bullock,2574582,LB,TB,@MIA,,,,,,,,,,,,,,,,,,0.00,256,46,0.00,0.0
Jordan Burch,2574476,LB,ARI,@CIN,0.94,0.71,0.15,0.18,,,,,,,,,,,0.12,,,2.47,159,47,0.00,-2.47
Oren Burks,2560984,LB,CIN,ARI,1.41,0.61,0.05,0.09,,0.05,,,,,,,,0.14,0.19,,,3.34,141,48,0.00,-3.34
Amari Burney,2570041,LB,FA,Bye,,,,,,,,,,,,,,,,,,,257,49,0.00,
Brian Burns,2562242,LB,NYG,@LV,2.08,1.58,0.45,0.9,0.06,0.06,,,,,,,,0.34,1.01,1.18,,8.13,52,50,0.00,-8.13
Devin Bush,2562243,LB,CLE,PIT,4.4,3.53,0.13,0.4,,,,,,,,,,0.13,0.4,,,10.10,25,51,0.00,-10.1
Chance Campbell,2567646,LB,PHI,@BUF,,,,,,,,,,,,,,,,,,0.00,258,52,0.00,0.0
