PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Brandon Aubrey,2571750,K,DAL,@WAS,2.38,0.06,,0.44,0.5,0.56,0.56,,,0.06,9.94,1,1,0.00,-9.94
Mike Badgley,2560965,K,IND,JAX,2.33,0.17,,0.33,0.5,0.58,0.17,,,0.08,7.32,26,2,0.00,-7.32
Tyler Bass,2563596,K,BUF,PHI,3,0.13,,0.38,0.5,0.5,0.25,,,0.06,8.31,9,3,0.00,-8.31
Jake Bates,2571759,K,DET,@MIN,2.94,0.13,,0.31,0.5,0.5,0.38,,,0.06,8.69,5,4,0.00,-8.69
Andy Borregales,2574365,K,NE,@NYJ,1.97,0.11,,0.34,0.45,0.45,0.17,,,0.06,6.49,30,5,0.00,-6.49
Chris Boswell,2550545,K,PIT,@CLE,2.23,0.07,,0.46,0.59,0.53,0.39,,,,9.11,3,6,0.00,-9.11
Harrison Butker,2558245,K,KC,DEN,2.69,0.13,0.06,0.38,0.5,0.44,0.38,,,,8.65,6,7,0.00,-8.65
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,,32,8,0.00,
Daniel Carlson,2560993,K,LV,NYG,2.23,0.07,,0.46,0.46,0.53,0.46,,,,9.07,4,9,0.00,-9.07
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,,33,10,0.00,
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,,34,11,0.00,
Cameron Dicker,2568435,K,LAC,HOU,2.44,0.13,0.06,0.38,0.56,0.56,0.38,,,,9.13,2,12,0.00,-9.13
Jake Elliott,2558172,K,PHI,@BUF,2.75,0.13,,0.44,0.5,0.5,0.25,,,0.06,8.24,13,13,0.00,-8.24
Ka'imi Fairbairn,2556521,K,HOU,@LAC,2.31,0.13,,0.44,0.56,0.5,0.38,,,0.06,8.63,8,14,0.00,-8.63
Ryan Fitzgerald,2573979,K,CAR,SEA,2,0.06,,0.38,0.56,0.5,0.19,,,0.06,7.40,25,15,0.00,-7.4
Nick Folk,2507225,K,NYJ,NE,1.96,0.06,,0.36,0.53,0.48,0.18,,,0.06,7.09,27,16,0.00,-7.09
Graham Gano,71309,K,NYG,@LV,,,,,,,,,,,0.00,35,17,0.00,0.0
Matt Gay,2562271,K,SF,CHI,,,,,,,,,,,0.00,36,18,0.00,0.0
Zane Gonzalez,2558178,K,ATL,LAR,2.25,0.25,,0.25,0.75,0.5,0.25,,,,7.75,20,19,0.00,-7.75
Blake Grupe,2571234,K,FA,Bye,,,,,,,,,,,,37,20,0.00,
Alex Hale,2573890,K,FA,Bye,,,,,,,,,,,,38,21,0.00,
Lucas Havrisik,2569534,K,GB,BAL,,,,,,,,,,,0.00,39,22,0.00,0.0
Dustin Hopkins,2539227,K,FA,Bye,,,,,,,,,,,,40,23,0.00,
John Hoyland,2573932,K,FA,Bye,,,,,,,,,,,,41,24,0.00,
Greg Joseph,2561534,K,LV,NYG,,,,,,,,,,,0.00,42,25,0.00,0.0
Joshua Karty,2572201,K,LAR,@ATL,,,,,,,,,,,0.00,43,26,0.00,0.0
Jonathan Kim,2574013,K,FA,Bye,,,,,,,,,,,,44,27,0.00,
Younghoe Koo,2559205,K,NYG,@LV,2.06,0.13,,0.38,0.5,0.5,0.38,,,0.06,8.02,17,28,0.00,-8.02
Lenny Krieg,2573911,K,ATL,LAR,,,,,,,,,,,0.00,45,29,0.00,0.0
Cam Little,2572147,K,JAX,@IND,2.43,0.13,,0.46,0.53,0.46,0.33,,,0.07,8.30,10,30,0.00,-8.3
Tyler Loop,2573940,K,BAL,@GB,2.81,0.19,,0.31,0.5,0.56,0.25,,,0.06,7.97,18,31,0.00,-7.97
Wil Lutz,2556601,K,DEN,@KC,2.25,0.13,,0.44,0.5,0.44,0.38,,,0.06,8.15,14,32,0.00,-8.15
Jude McAtamney,2573503,K,FA,Bye,,,,,,,,,,,,46,33,0.00,
Chase McLaughlin,2563203,K,TB,@MIA,2.63,0.13,,0.38,0.5,0.5,0.38,,,,8.65,7,34,0.00,-8.65
