PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Micah Abraham,2572108,DB,FA,Bye,,,,,,,,,,,,,,,,,,,292,1,0.00,
Kris Abrams-Draine,2571988,DB,DEN,@KC,0.93,0.36,,,0.05,,,,,,,,,0.05,,,,1.91,221,2,0.00,-1.91
BJ Adams,2574315,DB,FA,Bye,,,,,,,,,,,,,,,,,,,293,3,0.00,
Jamal Adams,2557979,DB,LV,NYG,3.09,0.64,0.18,0.27,0.09,0.09,0.09,,,,,,,0.36,0.45,1.27,,7.67,74,4,0.00,-7.67
Tony Adams,2568444,DB,NYJ,NE,3.92,2.5,0.08,0.25,0.17,,,,,,,,,0.5,0.17,0.67,,9.87,17,5,0.00,-9.87
Paulson Adebo,2566346,DB,NYG,@LV,5.26,1.26,,0.16,0.31,,,0.08,,,,,,1.18,0.08,5.81,,13.47,1,6,0.00,-13.47
Jaire Alexander,2560952,DB,FA,Bye,,,,,,,,,,,,,,,,,,,294,7,0.00,
Kam Alexander,2574640,DB,FA,Bye,,,,,,,,,,,,,,,,,,,295,8,0.00,
Zy Alexander,2574553,DB,FA,Bye,,,,,,,,,,,,,,,,,,,296,9,0.00,
Dee Alford,2567244,DB,ATL,LAR,1.29,0.62,,0.06,,,,,,,,,,0.28,,,,3.10,187,10,0.00,-3.1
Ugo Amadi,2562464,DB,NO,@TEN,1.47,0.77,,0.12,,,,,,,,,,0.29,,,,3.57,173,11,0.00,-3.57
Trey Amos,2574603,DB,WAS,DAL,,,,,,,,,,,,,,,,,,0.00,297,12,0.00,0.0
Tycen Anderson,2567442,DB,CIN,ARI,0.24,0.24,,,,,,,,,,,,,,,,0.50,291,13,0.00,-0.5
Zayne Anderson,2566977,DB,GB,BAL,0.35,0.24,0.06,,0.06,,,,,,,,,,0.06,,,1.03,257,14,0.00,-1.03
Daijahn Anthony,2571919,DB,CIN,ARI,0.47,0.12,,,,,,,,,,,,0.18,,,,1.23,246,15,0.00,-1.23
Chigozie Anusiem,2573596,DB,ARI,@CIN,,,,,,,,,,,,,,,,,,0.00,298,16,0.00,0.0
Eli Apple,2555277,DB,SF,CHI,,,,,,,,,,,,,,,,,,0.00,299,17,0.00,0.0
Jalyn Armour-Davis,2567262,DB,TEN,NO,2.64,1.07,,0.07,0.07,,,,,,,,,0.36,0.07,,,5.89,123,18,0.00,-5.89
Cornell Armstrong,2561147,DB,FA,Bye,,,,,,,,,,,,,,,,,,,300,19,0.00,
