PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Rayshawn Jenkins,2558182,DB,JAX,DAL,9,9,,,2,,,1,,,,,,2,,54,,1,40.30
Carlton Davis,2561039,DB,TB,CIN,6,,,,1,,,,,,,,,4,,,,2,23.70
Jeremy Chinn,2563632,DB,CAR,PIT,11,3,,,,,,,,,,,,1,,,,3,23.60
Tremon Smith,2561103,DB,HOU,KC,7,4,,1,,1,,,,,,,,1,,,,4,22.60
John Johnson,2558183,DB,CLE,BAL,8,1,,,,1,1,,,,,,,1,,,,5,21.40
Bobby McCain,2552434,DB,WAS,NYG,9,2,,,,1,,,,,,,,,,,,6,20.40
Kyle Hamilton,2567274,DB,BAL,@CLE,6,1,1,2,,,,,,,,,,1,1,,,7,19.00
Kyle Dugger,2564601,DB,NE,@LV,4,2,,,1,,,1,,,,,,1,,16,,8,18.93
Budda Baker,2558009,DB,ARI,@DEN,5,2,,,1,,,,,,,,,2,,1,,9,18.63
Stephon Gilmore,2533062,DB,IND,@MIN,6,1,,,,,,,,,,,,3,,,,10,18.50
Jayron Kearse,2555156,DB,DAL,@JAX,6,1,,1,,1,,,,,,,,1,,,,11,18.50
Justin Simmons,2555550,DB,DEN,ARI,2,2,,,2,,,,,,,,,2,,43,,12,18.43
Danny Johnson,2560764,DB,WAS,NYG,7,1,,,,,,,,,,,,2,,,,13,17.70
Jaylon Johnson,2563701,DB,CHI,PHI,6,,,,,,,,,,,,,3,,,,14,17.70
Deommodore Lenoir,2566535,DB,SF,@SEA,9,1,,1,,,,,,,,,,,,,,15,17.60
Jalen Pitre,2567688,DB,HOU,KC,8,5,,,,,,,,,,,,,,,,16,17.60
Taylor Rapp,2562707,DB,LA,@GB,6,1,,,1,,,,,,,,,1,,18,,17,17.60
Charvarius Ward,2561417,DB,SF,@SEA,6,,,,,,1,,,,,,,2,,,40,18,17.53
DaRon Bland,2567490,DB,DAL,@JAX,4,2,,,1,,,,,,,,,2,,15,,19,17.40
Grant Delpit,2563773,DB,CLE,BAL,8,1,,2,,,,,,,,,,,,,,20,17.40
Tyrann Mathieu,2540180,DB,NO,ATL,6,,1,,,,,,,,,,,2,,,,21,17.20
Rasul Douglas,2558168,DB,GB,LA,7,1,,,1,,,,,,,,,1,,,,22,16.70
Jason Pinnock,2565753,DB,NYG,@WAS,4,1,,,,1,,,,,,,,2,1,,,23,16.60
Talanoa Hufanga,2566529,DB,SF,@SEA,4,1,1,,,1,,,,,,,,1,1,,,24,16.10
Marcus Maye,2557995,DB,NO,ATL,6,1,,,,,,,,,,,,2,,,,25,16.00
K'Von Wallace,2564871,DB,PHI,@CHI,8,1,,1,,,,,,,,,,,,,,26,15.90
Julian Blackmon,2564103,DB,IND,@MIN,2,2,,,1,,,1,,,,,,1,,17,,27,15.57
Eli Apple,2555277,DB,CIN,@TB,5,2,,,,,,,,,,,,2,,,,28,15.10
DeAndre Houston-Carson,2555381,DB,CHI,PHI,5,,,,1,,,,,,,,,1,,18,,29,15.10
Avonte Maddox,2560795,DB,PHI,@CHI,3,3,,,,2,,,,,,,,,,,,30,14.50
Pat Surtain II,2566043,DB,DEN,ARI,4,2,,,1,,,,,,,,,1,,-3,,31,14.30
Alontae Taylor,2567979,DB,NO,ATL,4,,,,,,,,,,,,,3,,,,32,14.30
Justin Reid,2560851,DB,KC,@HOU,6,,,1,,,,,,,,,,1,,,,33,14.20
Nick Scott,2562905,DB,LA,@GB,7,2,,,,,,,,,,,,,,,,34,13.50
Jaylinn Hawkins,2563500,DB,ATL,@NO,4,2,,,,,,,,,,,,2,,,,35,13.40
Jeff Okudah,2563944,DB,DET,@NYJ,4,2,,,,,,,,,,,,2,,,,36,13.40
Kyler Gordon,2567391,DB,CHI,PHI,3,1,,,1,,1,,,,,,,1,,,12,37,13.30
Jerry Jacobs,2566896,DB,DET,@NYJ,2,,,,1,,,,,,,,,2,,38,,38,13.17
Nasir Adderley,2562617,DB,LAC,TEN,4,,,,1,,,,,,,,,1,,,,39,12.80
Kevin Byard,2555158,DB,TEN,@LAC,3,2,,,1,,,,,,,,,1,,3,,40,12.80
Marlon Humphrey,2558067,DB,BAL,@CLE,6,,,,,,,,,,,,,1,,,,41,12.70
Denzel Ward,2560916,DB,CLE,BAL,2,1,,,1,,,,,,,,,2,,,,42,12.70
M.J. Stewart,2560884,DB,HOU,KC,6,3,,,,,,,,,,,,,,,,43,12.60
Tre'Davious White,2557867,DB,BUF,MIA,3,,,,,,,,,,,,,3,,,,44,12.60
Jalen Ramsey,2555280,DB,LA,@GB,3,3,,,,1,1,,,,,,,,,,12,45,12.40
Jonathan Jones,2556571,DB,NE,@LV,5,1,,,,,,,,,,,,1,,,,46,11.80
Keith Taylor,2565911,DB,CAR,PIT,6,2,,,,,,,,,,,,,,,,47,11.80
Rodney McLeod,2534832,DB,IND,@MIN,4,3,,,,,,,,,,,,1,,,,48,11.70
Quandre Diggs,2552262,DB,SEA,SF,3,4,,,,,,,,,,,,1,1,,,49,11.30
Isaiah Rodgers,2564142,DB,IND,@MIN,3,3,,,,,1,,,,,,,1,,,4,50,11.13
Christian Matthew,2568114,DB,ARI,@DEN,5,,,,,,,,,,,,,1,,,,51,11.00
Jonathan Owens,2561255,DB,HOU,KC,6,1,,,,,,,,,,,,,,,,52,11.00
Daxton Hill,2567451,DB,CIN,@TB,5,3,,,,,,,,,,,,,,,,53,10.90
D.J. Reed,2560850,DB,NYJ,DET,2,,,,,,,,,,,,,3,,,,54,10.90
DeShon Elliott,2560715,DB,DET,@NYJ,5,1,,1,,,,,,,,,,,,,,55,10.80
Taron Johnson,2560766,DB,BUF,MIA,4,,,1,,,,,,,,,,1,,,,56,10.80
Will Parks,2556278,DB,NYJ,DET,4,5,,,,,,,,,,,,,,,,57,10.80
Chandon Sullivan,2560887,DB,MIN,IND,5,1,,,,,1,,,,,,,,,,,58,10.30
Troy Hill,2553536,DB,LA,@GB,6,,,,,,,,,,,,,,,,,59,10.20
Trevon Diggs,2563836,DB,DAL,@JAX,5,2,,,,,,,,,,,,,,,,60,10.10
Marcus Jones,2567943,DB,NE,@LV,4,1,,,,,,,,,,,,1,,,,61,10.10
Rodney Thomas,2567721,DB,IND,@MIN,1,3,,,1,,,,,,,,,1,,,,62,10.10
Darrick Forrest,2566598,DB,WAS,NYG,3,3,,,,,,,,,,,,1,,,,63,10.00
Alohi Gilman,2565042,DB,LAC,TEN,4,4,,,,,,,,,,,,,,,,64,10.00
Jalen Thompson,2563339,DB,ARI,@DEN,3,6,,,,,,,,,,,,,,,,65,9.90
Keion Crossen,2561157,DB,MIA,@BUF,5,1,,,,,,,,,,,,,,,,66,9.30
Tre Flowers,2560728,DB,CIN,@TB,,1,,,1,,,,,,,,,2,,,,67,9.30
Richie Grant,2565818,DB,ATL,@NO,5,1,,,,,,,,,,,,,,,,68,9.30
L'Jarius Sneed,2564304,DB,KC,@HOU,5,1,,,,,,,,,,,,,,,,69,9.30
Camryn Bynum,2566295,DB,MIN,IND,4,3,,,,,,,,,,,,,,,,70,9.20
Ronnie Harrison,2561008,DB,CLE,BAL,3,2,,,,,,,,,,,,1,,,,71,9.20
Nick McCloud,2566638,DB,NYG,@WAS,2,1,,,,,,,,,,,,2,,,,72,9.20
Roger McCreary,2567655,DB,TEN,@LAC,2,1,,,,,,,,,,,,2,,,,73,9.20
Ryan Neal,2561381,DB,SEA,SF,3,2,,,,,,,,,,,,1,,,,74,9.20
Amik Robertson,2564430,DB,LV,NE,1,,,,,,,,,,,,,3,,,,75,9.20
Duke Shelley,2562957,DB,MIN,IND,2,1,,,,,,,,,,,,2,,,,76,9.20
Kaiir Elam,2567331,DB,BUF,MIA,3,,,1,,,,,,,,,,1,,,,77,9.10
John Reid,2564088,DB,TEN,@LAC,5,,,,,,,,,,,,,,1,,,78,9.00
Jaquan Brisker,2567370,DB,CHI,PHI,5,,,,,,,,,,,,,,,,,79,8.50
Mike Jackson,2562434,DB,SEA,SF,5,,,,,,,,,,,,,,,,,80,8.50
Andrew Adams,2556456,DB,TEN,@LAC,4,2,,,,,,,,,,,,,,,,81,8.40
Marcus Epps,2562946,DB,PHI,@CHI,4,2,,,,,,,,,,,,,,,,82,8.40
