PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Eric Kendricks,2552312,LB,MIN,IND,7,5,1,4,,,,,,,,,,,1,,,1,24.40
Logan Wilson,2563752,LB,CIN,@TB,9,6,1,,,,,,,,,,,,2,,,2,23.10
Christian Harris,2567679,LB,HOU,KC,7,7,,3,,,,,,,,,,,1,,,3,22.50
Drue Tranquill,2562765,LB,LAC,TEN,7,3,1,1,,1,,,,,,,,,1,,,4,21.80
Quay Walker,2567631,LB,GB,LA,5,,1,1,,1,,,,,,,,2,1,,,5,21.00
Christian Kirksey,2543720,LB,HOU,KC,9,2,1,1,,,,,,,,,,,1,,,6,20.90
Foye Oluokun,2561132,LB,JAX,DAL,9,5,,1,,,,,,,,,,,,,,7,20.80
Haason Reddick,2557887,LB,PHI,@CHI,3,1,2,1,,1,1,,,,,,,1,2,,1,8,19.43
Dre Greenlaw,2562428,LB,SF,@SEA,4,4,,,,1,,,,,,,,2,,,,9,18.50
Nicholas Morrow,2559054,LB,CHI,PHI,9,2,,1,,,,,,,,,,,,,,10,18.40
Bobby Okereke,2562416,LB,IND,@MIN,6,6,,,,,,,,,,,,1,,,,11,17.50
Germaine Pratt,2562702,LB,CIN,@TB,2,7,,,1,,,,,,,,,2,,,,12,17.50
Ja'Whaun Bentley,2561143,LB,NE,@LV,6,4,1,1,,,,,,,,,,,1,,,13,17.40
Shaq Thompson,2552447,LB,CAR,PIT,7,5,,1,,,,,,,,,,,,,,14,17.40
Lavonte David,2532828,LB,TB,CIN,5,3,1,,,1,,,,,,,,,1,,,15,16.90
Zaire Franklin,2561155,LB,IND,@MIN,6,4,,,,1,,,,,,,,,,,,16,16.90
Rashaan Evans,2560718,LB,ATL,@NO,5,5,1,1,,,,,,,,,,,1,,,17,16.50
Za'Darius Smith,2552279,LB,MIN,IND,4,1,0.5,,,2,,,,,,,,,1,,,18,16.10
Chandler Jones,2533538,LB,LV,NE,2,,,,,,1,,1,,,,,2,2,,48,19,16.00
Denzel Perryman,2552310,LB,LV,NE,8,1,,1,,,,,,,,,,,,,,20,15.90
Roquan Smith,2560877,LB,BAL,@CLE,6,5,,1,,,,,,,,,,,,,,21,15.70
Leonard Floyd,2555285,LB,LA,@GB,3,2,2,2,,,,,,,,,,,3,,,22,15.20
Alex Singleton,2553739,LB,DEN,ARI,6,4,,,,,,,,,,,,,1,,,23,13.90
Devin Lloyd,2567751,LB,JAX,DAL,7,2,,,,,,,,,,,,,,,,24,13.50
Cody Barton,2562472,LB,SEA,SF,6,4,,,,,,,,,,,,,,,,25,13.40
Kenneth Murray,2565063,LB,LAC,TEN,4,3,,1,,,,,,,,,,1,,,,26,13.20
Preston Smith,2552276,LB,GB,LA,2,1,2,2,,,,,,,,,,,4,,,27,13.20
Frankie Luvu,2561366,LB,CAR,PIT,3,5,1,1,,,,,,,,,,,1,,,28,13.10
Quincy Williams,2562954,LB,NYJ,DET,5,2,,2,,,,,,,,,,,,,,29,13.10
Jamin Davis,2566595,LB,WAS,NYG,6,3,,,,,,,,,,,,,,,,30,12.60
Josey Jewell,2560763,LB,DEN,ARI,5,5,,,,,,,,,,,,,,,,31,12.50
Robert Spillane,2561596,LB,PIT,@CAR,6,1,,1,,,,,,,,,,,,,,32,12.50
Demario Davis,2533008,LB,NO,ATL,6,2,,,,,,,,,,,,,,,,33,11.80
Tremaine Edmunds,2560713,LB,BUF,MIA,6,2,,,,,,,,,,,,,,,,34,11.80
Fred Warner,2560917,LB,SF,@SEA,6,2,,,,,,,,,,,,,,,,35,11.80
Damone Clark,2567493,LB,DAL,@JAX,5,4,,,,,,,,,,,,,,,,36,11.70
T.J. Edwards,2562648,LB,PHI,@CHI,5,4,,,,,,,,,,,,,,,,37,11.70
Joe Thomas,2550262,LB,CHI,PHI,3,3,1,1,,,,,,,,,,,1,,,38,11.50
Jaelan Phillips,2566289,LB,MIA,@BUF,2,1,1,,,1,,,,,,,,,3,,,39,11.20
Anthony Barr,2543459,LB,DAL,@JAX,6,1,,,,,,,,,,,,,,,,40,11.00
Isaiah Simmons,2564940,LB,ARI,@DEN,5,3,,,,,,,,,,,,,,,,41,10.90
Jaylon Smith,2555310,LB,NYG,@WAS,4,5,,,,,,,,,,,,,,,,42,10.80
Deion Jones,2555162,LB,CLE,BAL,2,1,1,1,,,,,,,,,,1,1,,,43,10.70
Kyle Van Noy,2543699,LB,LAC,TEN,3,2,1,1,,,,,,,,,,,1,,,44,10.70
Bobby Wagner,2532966,LB,LA,@GB,4,3,,1,,,,,,,,,,,,,,45,10.70
Matt Milano,2557969,LB,BUF,MIA,3,5,0.5,,,,,,,,,,,,1,,,46,10.60
Azeez Ojulari,2566367,LB,NYG,@WAS,2,2,0.5,,,1,,,,,,,,,2,,,47,10.50
Monty Rice,2566121,LB,TEN,@LAC,3,3,,,,,,,,,,,,1,1,,,48,10.50
Josh Allen,2562619,LB,JAX,DAL,2,1,1,2,,,,,,,,,,,2,,,49,10.20
Nick Bolton,2566175,LB,KC,@HOU,4,3,,,,,,,,,,,,,2,,,50,10.20
Carlos Dunlap,496780,LB,KC,@HOU,2,1,,,,,,,,,,,,2,2,,,51,10.20
Troy Andersen,2567235,LB,ATL,@NO,5,2,,,,,,,,,,,,,,,,52,10.10
Jahlani Tavai,2562755,LB,NE,@LV,5,2,,,,,,,,,,,,,,,,53,10.10
Brian Asamoah,2567901,LB,MIN,IND,4,4,,,,,,,,,,,,,,,,54,10.00
Elandon Roberts,2556119,LB,MIA,@BUF,5,,,1,,,,,,,,,,,,,,55,10.00
Blake Cashman,2562496,LB,HOU,KC,2,,1,1,,,,,,,,,,1,1,,,56,9.90
Kingsley Enagbare,2567589,LB,GB,LA,2,,1,1,,,,,,,,,,1,1,,,57,9.90
Jordan Hicks,2552315,LB,MIN,IND,3,4,,1,,,,,,,,,,,,,,58,9.80
Zaven Collins,2566421,LB,ARI,@DEN,2,6,,1,,,,,,,,,,,,,,59,9.70
Kwon Alexander,2552592,LB,NYJ,DET,5,1,,,,,,,,,,,,,,,,60,9.30
James Houston,2567544,LB,DET,@NYJ,2,1,1,1,,,,,,,,,,,3,,,61,9.20
Khalil Mack,2543463,LB,LAC,TEN,3,2,,,,,,,,,,,,1,,,,62,9.20
Jordyn Brooks,2565135,LB,SEA,SF,3,5,,,,,,,,,,,,,,,,63,9.10
Leo Chenal,2567784,LB,KC,@HOU,4,1,,1,,,,,,,,,,,,,,64,9.10
Kaden Elliss,2562901,LB,NO,ATL,2,2,1,1,,,,,,,,,,,1,,,65,9.00
Patrick Queen,2563575,LB,BAL,@CLE,3,3,0.5,,,,,,,,,,,,1,,,66,9.00
Kyzir White,2560928,LB,PHI,@CHI,3,3,,1,,,,,,,,,,,,,,67,9.00
Samson Ebukam,2558830,LB,SF,@SEA,1,,1,1,,,,,,,,,,1,2,,,68,8.70
Joe Tryon-Shoyinka,2566574,LB,TB,CIN,1,3,0.5,,,,,,,,,,,1,2,,,69,8.60
Jack Sanborn,2567424,LB,CHI,PHI,5,,,,,,,,,,,,,,,,,70,8.50
Jerome Baker,2560966,LB,MIA,@BUF,4,2,,,,,,,,,,,,,,,,71,8.40
Tony Fields II,2565971,LB,CLE,BAL,4,2,,,,,,,,,,,,,,,,72,8.40
Uchenna Nwosu,2560826,LB,SEA,SF,4,2,,,,,,,,,,,,,,,,73,8.40
Lorenzo Carter,2561015,LB,ATL,@NO,2,3,0.5,,,,1,,,,,,,,1,,,74,8.30
Ernest Jones,2566229,LB,LA,@GB,3,2,,1,,,,,,,,,,,,,,75,8.20
Micah Parsons,2566019,LB,DAL,@JAX,1,1,1,1,,,1,,,,,,,,2,,,76,8.00
T.J. Watt,2558064,LB,PIT,@CAR,1,1,1.5,1,,,,,,,,,,,2,,,77,8.00
Alex Anzalone,2558163,LB,DET,@NYJ,2,3,,1,,,,,,,,,,,1,,,78,7.80
Malik Harrison,2563554,LB,BAL,@CLE,4,,,,,,,,,,,,,,,,,79,6.80
Anthony Nelson,2562507,LB,TB,CIN,2,2,0.5,,,,,,,,,,,,1,,,80,6.50
Andrew Van Ginkel,2562768,LB,MIA,@BUF,2,2,,1,,,,,,,,,,,,,,81,6.50
Chris Rumph II,2566508,LB,LAC,TEN,1,,1,1,,,,,,,,,,,2,,,82,6.20
Tanner Vallejo,2558289,LB,ARI,@DEN,1,5,,,,,,,,,,,,,1,,,83,6.20
Devin White,2562781,LB,TB,CIN,,7,,,,,,,,,,,,,1,,,84,6.10
Willie Gay Jr.,2564280,LB,KC,@HOU,2,2,,,,,1,,,,,,,,,,,85,6.00
Dylan Cole,2559152,LB,TEN,@LAC,3,1,,,,,,,,,,,,,,,,86,5.90
Pete Werner,2566358,LB,NO,ATL,3,1,,,,,,,,,,,,,,,,87,5.90
C.J. Mosley,2543464,LB,NYJ,DET,2,3,,,,,,,,,,,,,,,,88,5.80
Josh Uche,2564649,LB,NE,@LV,,1,0.5,,,1,,,,,,,,,1,,,89,5.80
Azeez Al-Shaair,2562462,LB,SF,@SEA,2,1,,1,,,,,,,,,,,,,,90,5.70
JoJo Domann,2568900,LB,IND,@MIN,1,,,,,,,,,1,,,,,,,,91,5.70
Grant Stuard,2566568,LB,IND,@MIN,3,,,,,,,,,,,,,,,,,92,5.10
Devin Bush,2562243,LB,PIT,@CAR,2,2,,,,,,,,,,,,,,,,93,5.00
De'Vondre Campbell,2555255,LB,GB,LA,2,2,,,,,,,,,,,,,,,,94,5.00
Tae Davis,2561318,LB,CLE,BAL,2,1,,,,,,,,,,,,,,,,95,4.20
Cory Littleton,2556593,LB,CAR,PIT,2,1,,,,,,,,,,,,,,,,96,4.20
E.J. Speed,2562955,LB,IND,@MIN,2,1,,,,,,,,,,,,,,,,97,4.20
Tanner Muse,2564427,LB,SEA,SF,1,3,,,,,,,,,,,,,,,,98,4.10
Tyus Bowser,2558166,LB,BAL,@CLE,1,1,,1,,,,,,,,,,,,,,99,4.00
Justin Hollins,2562285,LB,GB,LA,1,1,0.5,,,,,,,,,,,,1,,,100,4.00
Justin Houston,2495493,LB,BAL,@CLE,2,,,,,,,,,,,,,,1,,,101,3.90
Rashad Weaver,2566124,LB,TEN,@LAC,2,,,,,,,,,,,,,,1,,,102,3.90
Patrick Johnson,2566403,LB,PHI,@CHI,2,,,,,,,,,,,,,,,,,103,3.40
Raekwon McMillan,2558070,LB,NE,@LV,2,,,,,,,,,,,,,,,,,104,3.40
