PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Israel Abanikanda,2570188,RB,FA,Bye,,,,,,,,,,,,,,87,1,0.00,
Ameer Abdullah,2552374,RB,IND,@KC,,,,8,0.08,0.33,1.98,0.01,,,,,1.70,62,2,0.00,-1.7
De'Von Achane,2570062,RB,MIA,Bye,,,,,,,,,,,,,,88,3,0.00,
Salvon Ahmed,2565090,RB,IND,@KC,,,,,,,,,,,,,0.00,89,4,0.00,0.0
Cam Akers,2564319,RB,MIN,@GB,,,,,,,,,,,,,0.00,90,5,0.00,0.0
Rasheen Ali,2571823,RB,BAL,NYJ,,,,,,,,,,,,,0.00,91,6,0.00,0.0
Braelon Allen,2572354,RB,NYJ,@BAL,,,,,,,,,,,,,0.00,92,7,0.00,0.0
LeQuint Allen Jr.,2574207,RB,JAX,@ARI,,,,4.5,0.03,0.78,5.93,0.05,,,,0.02,1.87,60,8,0.00,-1.87
Tyler Allgeier,2567232,RB,ATL,@NO,,,,27.74,0.54,0.71,5.01,0.05,,,,0.1,6.97,36,9,0.00,-6.97
Tyler Badie,2567265,RB,DEN,Bye,,,,,,,,,,,,,,93,10,0.00,
Emani Bailey,2572805,RB,FA,Bye,,,,,,,,,,,,,,94,11,0.00,
Rushawn Baker,2574413,RB,NE,@CIN,,,,,,,,,,,,,0.00,95,12,0.00,0.0
Saquon Barkley,2560968,RB,PHI,@DAL,,,,80.95,0.44,2.87,20.39,0.22,,,,0.19,15.15,8,13,0.00,-15.15
Andrew Beck,2562626,RB,NYJ,@BAL,,,,,,,,,,,,,0.00,96,14,0.00,0.0
Trey Benson,2572405,RB,ARI,JAX,,,,31.49,0.2,0.94,6.99,0.05,,,,0.1,5.62,43,15,0.00,-5.62
Ulysses Bentley IV,2574183,RB,IND,@KC,,,,,,,,,,,,,0.00,97,16,0.00,0.0
