PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Nate Adkins,2570930,TE,DEN,Bye,,,,,,,,,,,,,,78,1,0.00,
Mo Alie-Cox,2558832,TE,IND,@KC,,,,,,0.27,2.73,,,,,,0.41,71,2,0.00,-0.41
Erick All,2571916,TE,CIN,NE,,,,,,,,,,,,,0.00,79,3,0.00,0.0
Davis Allen,2570017,TE,LAR,TB,,,,,,1.39,13.62,0.15,,,,0.02,2.92,40,4,0.00,-2.92
Mark Andrews,2560957,TE,BAL,NYJ,,,,0.35,,2.84,34.39,0.47,,,,0.05,7.61,11,5,0.00,-7.61
Elijah Arroyo,2574554,TE,SEA,@TEN,,,,,,1.63,19.45,0.14,,,,0.02,3.56,36,6,0.00,-3.56
AJ Barner,2572513,TE,SEA,@TEN,,,,3.75,0.04,2.7,27.51,0.29,,,,0.03,6.40,19,7,0.00,-6.4
Gavin Bartholomew,2574337,TE,MIN,@GB,,,,,,,,,,,,,0.00,80,8,0.00,0.0
Brenden Bates,2572953,TE,CLE,@LV,,,,,,,,,,,,,0.00,81,9,0.00,0.0
John Bates,2566580,TE,WAS,Bye,,,,,,,,,,,,,,82,10,0.00,
Jaheim Bell,2572288,TE,FA,Bye,,,,,,,,,,,,,,83,11,0.00,
Daniel Bellinger,2567985,TE,NYG,@DET,,,,,,1.66,19.13,0.12,,,,0.02,3.42,38,12,0.00,-3.42
Brock Bowers,2572219,TE,LV,CLE,,,,0.63,0.01,5.96,63.08,0.46,,,,0.06,12.05,3,13,0.00,-12.05
Shawn Bowman,2573689,TE,FA,Bye,,,,,,,,,,,,,,84,14,0.00,
Jake Briningstool,2574240,TE,KC,IND,,,,,,,,,,,,,0.00,85,15,0.00,0.0
Pharaoh Brown,2559018,TE,ARI,JAX,,,,,,,,,,,,,0.00,86,16,0.00,0.0
Harrison Bryant,2563767,TE,HOU,BUF,,,,,,,,,,,,,0.00,87,17,0.00,0.0
Lawrence Cager,2565492,TE,WAS,Bye,,,,,,,,,,,,,,88,18,0.00,
Grant Calcaterra,2568063,TE,PHI,@DAL,,,,,,0.66,6.6,0.06,,,,,1.35,56,19,0.00,-1.35
Sal Cannella,2567197,TE,CLE,@LV,,,,,,,,,,,,,0.00,89,20,0.00,0.0
Oscar Cardenas,2574479,TE,FA,Bye,,,,,,,,,,,,,,90,21,0.00,
Stephen Carlson,2563044,TE,CHI,PIT,,,,,,,,,,,,,0.00,91,22,0.00,0.0
McCallan Castles,2572732,TE,GB,MIN,,,,,,,,,,,,,0.00,92,23,0.00,0.0
Tyler Conklin,2561027,TE,LAC,Bye,,,,,,,,,,,,,,93,24,0.00,
Tanner Conner,2569017,TE,MIA,Bye,,,,,,,,,,,,,,94,25,0.00,
Pat Conroy,2574289,TE,FA,Bye,,,,,,,,,,,,,,95,26,0.00,
Jalin Conyers,2574320,TE,MIA,Bye,,,,,,,,,,,,,,96,27,0.00,
John Copenhaver,2574212,TE,FA,Bye,,,,,,,,,,,,,,97,28,0.00,
Devin Culp,2572543,TE,TB,@LAR,,,,,,0.05,0.54,,,,,,0.08,76,29,0.00,-0.08
Baylor Cupp,2572820,TE,FA,Bye,,,,,,,,,,,,,,98,30,0.00,
Drake Dabney,2574146,TE,GB,MIN,,,,,,,,,,,,,0.00,99,31,0.00,0.0
Dominique Dafney,2565540,TE,FA,Bye,,,,,,,,,,,,,,100,32,0.00,
Zach Davidson,2566301,TE,NYG,@DET,,,,,,,,,,,,,0.00,101,33,0.00,0.0
Tyler Davis,2564178,TE,FA,Bye,,,,,,,,,,,,,,102,34,0.00,
Luke Deal,2574107,TE,FA,Bye,,,,,,,,,,,,,,103,35,0.00,
Josiah Deguara,2563980,TE,ARI,JAX,,,,,,,0.04,,,,,,0.00,104,36,0.00,0.0
CJ Dippre,2574372,TE,NE,@CIN,,,,,,,,,,,,,0.00,105,37,0.00,0.0
Will Dissly,2561046,TE,LAC,Bye,,,,,,,,,,,,,,106,38,0.00,
Greg Dulcich,2567520,TE,MIA,Bye,,,,,,,,,,,,,,107,39,0.00,
Payne Durham,2570353,TE,TB,@LAR,,,,,,0.24,2.57,0.03,,,,,0.56,64,40,0.00,-0.56
Ross Dwelley,2561060,TE,DET,NYG,,,,,,0.68,8.25,0.07,,,,0.01,1.57,53,41,0.00,-1.57
Evan Engram,2557858,TE,DEN,Bye,,,,,,,,,,,,,,108,42,0.00,
Zach Ertz,2540158,TE,WAS,Bye,,,,,,,,,,,,,,109,43,0.00,
Mitchell Evans,2573978,TE,CAR,@SF,,,,0.01,,0.75,6.63,0.06,,,,0.01,1.38,55,44,0.00,-1.38
Gerald Everett,2557889,TE,FA,Bye,,,,,,,,,,,,,,110,45,0.00,
Rivaldo Fairweather,2574074,TE,DAL,PHI,,,,,,,,,,,,,0.00,111,46,0.00,0.0
Harold Fannin Jr.,2574043,TE,CLE,@LV,,,,0.89,0.01,4.05,36.69,0.27,,,,0.04,7.38,12,47,0.00,-7.38
Noah Fant,2562383,TE,CIN,NE,,,,,,2.71,26.74,0.21,,,,0.03,5.23,26,48,0.00,-5.23
Princeton Fant,2570891,TE,DAL,PHI,,,,,,,,,,,,,0.00,112,49,0.00,0.0
Luke Farrell,2566160,TE,SF,CAR,,,,,,0.24,2.54,0.02,,,,,0.49,66,50,0.00,-0.49
Jake Ferguson,2567496,TE,DAL,PHI,,,,,,4.69,37.06,0.39,,,,0.07,8.25,10,51,0.00,-8.25
Terrance Ferguson,2574267,TE,LAR,TB,,,,,,1.34,19.47,0.15,,,,0.02,3.48,37,52,0.00,-3.48
