PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Brandon Allen,2555365,QB,TEN,SEA,,,,,,,,,,,,,0.00,29,1,0.00,0.0
Josh Allen,2560955,QB,BUF,@HOU,242.99,1.87,0.8,31.04,0.73,,,,,0.01,,0.51,22.12,3,2,0.00,-22.12
Kyle Allen,2561177,QB,DET,NYG,,,,,,,,,,,,,0.00,30,3,0.00,0.0
Tyson Bagent,2570467,QB,CHI,PIT,,,,,,,,,,,,,0.00,31,4,0.00,0.0
Connor Bazelak,2574581,QB,TB,@LAR,,,,,,,,,,,,,0.00,32,5,0.00,0.0
Jason Bean,2573169,QB,FA,Bye,,,,,,,,,,,,,,33,6,0.00,
Stetson Bennett,2569939,QB,LAR,TB,,,,,,,,,,,,,0.00,34,7,0.00,0.0
Tim Boyle,2561187,QB,FA,Bye,,,,,,,,,,,,,,35,8,0.00,
Carter Bradley,2573208,QB,JAX,@ARI,,,,,,,,,,,,,0.00,36,9,0.00,0.0
Teddy Bridgewater,2543465,QB,TB,@LAR,,,,,,,,,,,,,0.00,37,10,0.00,0.0
Jacoby Brissett,2555261,QB,ARI,JAX,241.58,1.77,0.64,12.62,0.11,,,,,0.01,,0.69,16.07,16,11,0.00,-16.07
Max Brosmer,2574340,QB,MIN,@GB,,,,,,,,,,,,,0.00,38,12,0.00,0.0
Jake Browning,2562634,QB,CIN,NE,,,,,,,,,,,,,0.00,39,13,0.00,0.0
Shane Buechele,2566983,QB,BUF,@HOU,,,,,,,,,,,,,0.00,40,14,0.00,0.0
Joe Burrow,2563722,QB,CIN,NE,241.1,1.94,0.7,10.16,0.08,,,,,0.01,,0.45,16.66,12,15,0.00,-16.66
Sean Clifford,2569762,QB,CIN,NE,,,,,,,,,,,,,0.00,41,16,0.00,0.0
Brady Cook,2574435,QB,NYJ,@BAL,,,,,,,,,,,,,0.00,42,17,0.00,0.0
Kirk Cousins,2532820,QB,ATL,@NO,208.5,1.59,0.76,10.7,0.07,,,,,0.02,,0.89,13.01,23,18,0.00,-13.01
Andy Dalton,2495143,QB,CAR,@SF,,,,,,,,,,,,,0.00,43,19,0.00,0.0
Jayden Daniels,2572564,QB,WAS,Bye,,,,,,,,,,,,,,44,20,0.00,
Sam Darnold,2561036,QB,SEA,@TEN,243.7,1.66,0.74,14.85,0.13,,,,,0.01,,0.5,16.23,15,21,0.00,-16.23
Jaxson Dart,2574419,QB,NYG,@DET,221.25,1.58,0.7,25.19,0.47,,,,,0.01,,0.46,18.25,7,22,0.00,-18.25
Hunter Dekkers,2574397,QB,NO,ATL,,,,,,,,,,,,,0.00,45,23,0.00,0.0
Tommy DeVito,2570578,QB,NE,@CIN,,,,,,,,,,,,,0.00,46,24,0.00,0.0
Ben DiNucci,2563839,QB,FA,Bye,,,,,,,,,,,,,,47,25,0.00,
Joshua Dobbs,2558167,QB,NE,@CIN,,,,,,,,,,,,,0.00,48,26,0.00,0.0
Sam Ehlinger,2566142,QB,DEN,Bye,,,,,,,,,,,,,,49,27,0.00,
Taylor Elgersma,2574129,QB,FA,Bye,,,,,,,,,,,,,,50,28,0.00,
Quinn Ewers,2574321,QB,MIA,Bye,,,,,,,,,,,,,,51,29,0.00,
Justin Fields,2565920,QB,NYJ,@BAL,,,,,,,,,,,,,0.00,52,30,0.00,0.0
Joe Flacco,382,QB,CIN,NE,,,,,,,,,,,,,0.00,53,31,0.00,0.0
Brett Gabbert,2574621,QB,FA,Bye,,,,,,,,,,,,,,54,32,0.00,
Dillon Gabriel,2574045,QB,CLE,@LV,,,,,,,,,,,,,0.00,55,33,0.00,0.0
Ethan Garbers,2573980,QB,FA,Bye,,,,,,,,,,,,,,56,34,0.00,
Jimmy Garoppolo,2543801,QB,LAR,TB,,,,,,,,,,,,,0.00,57,35,0.00,0.0
Jared Goff,2555334,QB,DET,NYG,260.17,1.93,0.55,8.09,0.06,,,,,0.01,,0.41,17.44,11,36,0.00,-17.44
Will Grier,2562404,QB,DAL,PHI,,,,,,,,,,,,,0.00,58,37,0.00,0.0
