PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Cairo Santos,2550636,K,CHI,@ARI,2.21,0.12,,0.42,0.48,0.48,0.24,,,,7.67,11,1,13.00,5.33
Blake Grupe,2571234,K,NO,@CAR,2.33,0.12,,0.43,0.55,0.43,0.25,,,0.06,7.82,7,2,12.00,4.18
Evan McPherson,2565953,K,CIN,LV,2.3,0.84,,0.34,0.4,0.56,0.31,,,,5.79,30,3,12.00,6.21
Tyler Bass,2563596,K,BUF,MIA,2.78,0.13,,0.44,0.57,0.44,0.25,,,0.06,8.37,5,4,11.00,2.63
Chad Ryland,2570125,K,ARI,CHI,2,0.25,,0.5,0.5,0.5,0.25,,,,7.50,13,5,11.00,3.5
Justin Tucker,2536340,K,BAL,DEN,3.02,0.06,,0.5,0.57,0.57,0.31,,,,9.88,1,6,11.00,1.12
Matt Gay,2562271,K,IND,@MIN,1.95,0.11,,0.39,0.5,0.39,0.28,,,0.06,7.19,19,7,10.00,2.81
Brandon Aubrey,2571750,K,DAL,@ATL,2.91,0.12,,0.55,0.55,0.42,0.3,,,0.06,8.97,3,8,9.00,0.03
Jason Sanders,2561153,K,MIA,@BUF,2.63,0.11,,0.4,0.46,0.46,0.17,,,0.06,7.51,12,9,9.00,1.49
Austin Seibert,2562729,K,WAS,@NYG,1.87,0.06,,0.25,0.75,0.8,0.18,,,0.06,8.73,4,10,9.00,0.27
Nick Folk,2507225,K,TEN,NE,1.88,0.11,,0.46,0.51,0.46,0.17,,,0.06,7.09,20,11,8.00,0.91
Joshua Karty,2572201,K,LAR,@SEA,2.47,0.11,,0.4,0.46,0.46,0.17,,,0.06,7.35,17,12,8.00,0.65
Harrison Butker,2558245,K,KC,TB,2.4,0.92,,0.5,0.63,0.44,0.31,,,,6.34,28,13,7.00,0.66
Daniel Carlson,2560993,K,LV,@CIN,1.98,0.05,,0.44,0.49,0.38,0.27,,,,7.49,14,14,7.00,-0.49
Ka'imi Fairbairn,2556521,K,HOU,@NYJ,2.68,0.11,,0.4,0.51,0.4,0.23,,,0.06,7.77,8,15,7.00,-0.77
Chase McLaughlin,2563203,K,TB,@KC,1.88,0.11,,0.38,0.48,0.43,0.21,,,0.05,6.85,24,16,7.00,0.15
Joey Slye,2563132,K,NE,@TEN,1.99,0.12,,0.41,0.47,0.41,0.23,,,0.06,7.00,21,17,7.00,0.0
Jake Bates,2571759,K,DET,@GB,2.74,0.17,,0.35,0.47,0.47,0.17,,,0.06,7.36,16,18,6.00,-1.36
Brandon McManus,2541556,K,GB,DET,2.23,0.25,,0.25,0.5,0.5,0.25,,,,6.98,22,19,6.00,-0.98
Eddy Pineiro,2560842,K,CAR,NO,1.89,0.11,,0.33,0.45,0.33,0.22,,,,6.32,29,20,6.00,-0.32
Jake Elliott,2558172,K,PHI,JAX,2.52,0.12,,0.43,0.49,0.49,0.25,,,0.06,8.07,6,21,5.00,-3.07
Dustin Hopkins,2539227,K,CLE,LAC,2.34,0.11,,0.4,0.51,0.46,0.23,,,0.06,7.67,10,22,4.00,-3.67
Wil Lutz,2556601,K,DEN,@BAL,1.97,0.11,,0.38,0.44,0.38,0.22,,,0.05,6.67,26,23,4.00,-2.67
Jude McAtamney,2573503,K,NYG,WAS,1.93,,0.01,0.47,0.48,0.48,0.12,,,,7.33,18,24,4.00,-3.33
Younghoe Koo,2559205,K,ATL,DAL,2.44,0.06,,0.5,0.56,0.44,0.37,,,,9.05,2,25,3.00,-6.05
Riley Patterson,2567013,K,NYJ,HOU,1.7,0.39,,0.48,0.68,0.48,0.15,,,,6.68,25,26,3.00,-3.68
Will Reichard,2572273,K,MIN,IND,2.36,0.11,,0.34,0.51,0.39,0.17,,,0.06,6.93,23,27,2.00,-4.93
Cam Little,2572147,K,JAX,@PHI,2.21,0.11,,0.33,0.5,0.33,0.17,,,,6.54,27,28,1.00,-5.54
Ramiz Ahmed,2563692,K,FA,Bye,,,,,,,,,,,,31,29,0.00,
Mike Badgley,2560965,K,DET,@GB,,,,,,,,,,,0.00,32,30,0.00,0.0
Chris Boswell,2550545,K,PIT,Bye,,,,,,,,,,,,33,31,0.00,
Tanner Brown,2569984,K,FA,Bye,,,,,,,,,,,,34,32,0.00,
