PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Anders Carlson,2569750,K,SF,Bye,,,,,,,,,,,,35,33,0.00,
Cameron Dicker,2568435,K,LAC,@CLE,2.25,0.11,,0.39,0.51,0.45,0.28,,,0.06,7.76,9,34,0.00,-7.76
Graham Gano,71309,K,NYG,WAS,,,,,,,,,,,0.00,36,35,0.00,0.0
Alex Hale,2573890,K,GB,DET,,,,,,,,,,,0.00,37,36,0.00,0.0
Lucas Havrisik,2569534,K,FA,Bye,,,,,,,,,,,,38,37,0.00,
Greg Joseph,2561534,K,NYG,WAS,,,,,,,,,,,0.00,39,38,0.00,0.0
Brett Maher,2540243,K,FA,Bye,,,,,,,,,,,,40,39,0.00,
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,,41,40,0.00,
Jake Moody,2570308,K,SF,Bye,,,,,,,,,,,,42,41,0.00,
Brayden Narveson,2573470,K,FA,Bye,,,,,,,,,,,,43,42,0.00,
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,,44,43,0.00,
Matt Prater,2506677,K,ARI,CHI,,,,,,,,,,,0.00,45,44,0.00,0.0
John Parker Romo,2569101,K,FA,Bye,,,,,,,,,,,,46,45,0.00,
Spencer Shrader,2573175,K,NYJ,HOU,,,,,,,,,,,0.00,47,46,0.00,0.0
Charlie Smyth,2572330,K,NO,@CAR,,,,,,,,,,,0.00,48,47,0.00,0.0
James Turner,2573148,K,FA,Bye,,,,,,,,,,,,49,48,0.00,
Matthew Wright,2562968,K,SF,Bye,,,,,,,,,,,,50,49,0.00,
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,51,50,0.00,
Greg Zuerlein,2534797,K,NYJ,HOU,,,,,,,,,,,0.00,52,51,0.00,0.0
Jason Myers,2553112,K,SEA,LAR,2.23,0.12,,0.41,0.53,0.47,0.18,,,0.06,7.41,15,52,-1.00,-8.41
