PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Trey Hendrickson,2557943,DL,CIN,LV,1.55,0.71,0.77,0.77,,0.18,,,,,,,,,,,,6.08,18,1,29.50,23.42
Vita Vea,2560909,DL,TB,@KC,1.32,0.56,0.28,0.36,,0.05,0.05,,,,,,,,0.15,,,3.72,56,2,20.80,17.08
Myles Garrett,2557965,DL,CLE,LAC,1.79,0.79,0.76,0.89,,0.11,0.05,,,,,,,0.16,1.52,,,7.61,4,3,19.60,11.99
Travon Walker,2567778,DL,JAX,@PHI,,,,,,,,,,,,,,,,,,0.00,475,4,18.77,18.77
Dante Fowler Jr.,2553431,DL,WAS,@NYG,1.06,0.65,0.29,0.29,,0.12,,,,,,,,,,,,3.42,69,5,17.80,14.38
Greg Rousseau,2565875,DL,BUF,MIA,1.93,0.85,0.54,0.73,,0.06,0.06,,,,,,,0.24,1.21,,,7.06,5,6,14.80,7.74
Micheal Clemons,2568024,DL,NYJ,HOU,1.12,0.87,0.18,0.26,,0.05,,,,,,,,,0.2,,,3.23,73,7,14.60,11.37
Carl Lawson,2557901,DL,DAL,@ATL,0.93,0.72,0.15,0.21,,0.1,,,,,,,,,,,,2.79,82,8,14.50,11.71
Grover Stewart,2558766,DL,IND,@MIN,2.18,0.88,0.15,0.47,,,,,,,,,,0.06,0.41,,,5.16,29,9,14.20,9.04
Charles Harris,2558001,DL,CAR,NO,1.23,0.67,0.08,0.11,,,,,,,,,,,0.06,,,2.60,86,10,14.10,11.5
Josh Hines-Allen,2562619,DL,JAX,@PHI,2.14,1.27,0.75,0.69,,0.12,0.06,,,,,,,0.12,1.62,,,8.10,3,11,14.00,5.9
Morgan Fox,2556529,DL,LAC,@CLE,0.67,0.22,0.28,0.22,,,,,,,,,,,,,,2.03,106,12,13.50,11.47
Quinnen Williams,2562599,DL,NYJ,HOU,1.9,1.38,0.46,0.63,,0.06,0.06,,,,,,,0.17,1.09,,,6.78,10,13,13.10,6.32
Denico Autry,2550646,DL,HOU,@NYJ,1.97,0.54,0.45,0.48,,0.12,,,,,,,,0.18,1.07,,,6.30,14,14,12.50,6.2
DeForest Buckner,2555275,DL,IND,@MIN,2.25,1.3,0.4,0.5,,0.1,0.05,,,,,,,0.15,1.05,,,7.01,7,15,12.20,5.19
Braden Fiske,2572195,DL,LAR,@SEA,1.26,0.75,0.34,0.57,,0.06,,,,,,,,0.06,0.8,,,4.64,40,16,12.20,7.56
George Karlaftis,2567796,DL,KC,TB,,,,,,,,,,,,,,,,,,0.00,325,17,11.60,11.6
Calijah Kancey,2570356,DL,TB,@KC,1.14,0.44,0.3,0.49,,0.05,0.05,,,,,,,,0.16,,,3.61,61,18,11.50,7.89
Kobie Turner,2569954,DL,LAR,@SEA,1.74,1.02,0.48,0.6,,0.06,,,,,,,,0.18,1.14,,,6.31,13,19,11.30,4.99
Dalvin Tomlinson,2557846,DL,CLE,LAC,0.17,0.06,0.12,0.06,,0.06,0.06,,,,,,,,0.29,,,1.04,124,20,11.10,10.06
Jeffery Simmons,2562733,DL,TEN,NE,1.96,0.95,0.39,0.51,,0.06,,,,,,,,0.11,0.79,,,5.94,19,21,9.80,3.86
Jacob Martin,2561092,DL,CHI,@ARI,,,,,,,,,,,,,,,,,,0.00,357,22,9.10,9.1
Xavier Thomas,2572435,DL,ARI,CHI,0.11,0.11,0.06,,,,,,,,0.06,,,,,,,0.59,151,23,9.10,8.51
Calais Campbell,744,DL,MIA,@BUF,1.72,1.15,0.29,0.34,,0.11,0.06,,,,,,,,0.4,,,5.01,33,24,9.00,3.99
Kris Jenkins,2571928,DL,CIN,LV,0.12,0.12,0.06,0.06,,0.06,,,,,,,,,,,,0.67,144,25,8.80,8.13
Broderick Washington,2563593,DL,BAL,DEN,0.18,0.24,0.06,0.12,,,,,,,,,,,0.12,,,0.77,135,26,8.80,8.03
Maxx Crosby,2562439,DL,LV,@CIN,2.42,1.81,0.71,1.04,,0.11,0.05,,,,,,,0.11,1.7,,,9.26,1,27,8.20,-1.06
John Franklin-Myers,2560731,DL,DEN,@BAL,0.83,1.04,0.23,0.26,,,,,,,,,,0.1,0.83,,,3.38,70,28,8.20,4.82
Carl Granderson,2562273,DL,NO,@CAR,2.06,1.29,0.41,0.59,,0.06,0.06,,,,,,,,0.82,,,6.25,15,29,8.10,1.85
Da'Shawn Hand,2561004,DL,MIA,@BUF,1.26,0.9,0.21,0.3,,,,,,,0.06,,,,,,,3.54,65,30,8.10,4.56
Malcolm Roach,2564688,DL,DEN,@BAL,,,,,,,,,,,,,,,,,,0.00,424,31,8.10,8.1
Deatrich Wise,2558000,DL,NE,@TEN,1.64,1.43,0.24,0.21,,0.05,,,,,,,,0.11,0.42,,,4.77,36,32,8.10,3.33
Jihad Ward,2555248,DL,MIN,IND,0.23,0.12,0.03,,,0.06,,,,,,,,,,,,0.69,141,33,8.00,7.31
A'Shawn Robinson,2555265,DL,CAR,NO,1.87,1.34,,0.17,,,,,,,,,,0.06,0.12,,,4.07,46,34,7.70,3.63
Ogbo Okoronkwo,2560829,DL,CLE,LAC,0.17,0.06,0.06,0.06,,,,,,,,,,,0.29,,,0.65,146,35,7.50,6.85
Daniel Ekuale,2561458,DL,NE,@TEN,0.11,0.05,0.08,0.05,,,0.05,,,,,,,,,,,0.48,165,36,7.40,6.92
Leonard Williams,2552486,DL,SEA,LAR,2.28,1.58,0.35,0.47,,0.06,,,,,,,,0.12,1.05,,,6.81,9,37,7.30,0.49
Grady Jarrett,2552327,DL,ATL,DAL,1.07,1.31,0.21,0.36,,,,,,,,,,0.24,0.89,,,4.40,41,38,7.00,2.6
L.J. Collier,2562248,DL,ARI,CHI,0.64,0.41,,,,,,,,,,,,,0.18,,,1.30,115,39,6.60,5.3
