PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Jaxon Smith-Njigba,2570341,WR,SEA,LAR,,,,0.84,,5.4,59.15,0.33,,,,0.07,10.54,23,1,35.00,24.46
Zay Flowers,2569573,WR,BAL,DEN,,,,3.35,,5.25,60.48,0.37,,,,0.06,11.11,18,2,27.20,16.09
Garrett Wilson,2568048,WR,NYJ,HOU,,,,1.69,,5.36,68.05,0.42,,,,0.12,11.93,12,3,25.50,13.57
DeAndre Hopkins,2540165,WR,KC,TB,,,,0.51,,4.04,48.7,0.36,,,,0.07,8.96,37,4,24.60,15.64
Demarcus Robinson,2555478,WR,LAR,@SEA,,,,0.65,,2.6,38.01,0.22,,,,,6.49,51,5,24.40,17.91
Quentin Johnston,2570275,WR,LAC,@CLE,,,,0.41,,3.13,39.08,0.29,,,,0.06,7.13,49,6,20.00,12.87
Courtland Sutton,2560888,WR,DEN,@BAL,,,,0.31,,4.25,55.56,0.38,,,,0.06,9.87,26,7,19.78,9.91
Davante Adams,2543495,WR,NYJ,HOU,,,,0.32,,5.48,63.72,0.41,,,,0.13,11.34,15,8,18.60,7.26
Justin Jefferson,2564556,WR,MIN,IND,,,,0.78,,5.97,92.53,0.61,,,,0.13,15.72,1,9,18.08,2.36
Darnell Mooney,2563707,WR,ATL,DAL,,,,1.21,,4.04,54.59,0.32,,,,0.08,9.36,30,10,17.30,7.94
Cooper Kupp,2557898,WR,LAR,@SEA,,,,1.64,,5.67,62.65,0.44,,,,0.13,11.64,13,11,17.07,5.43
DeVonta Smith,2566409,WR,PHI,JAX,,,,0.38,,5.41,66.23,0.38,,,,0.06,11.53,14,12,16.70,5.17
Cedric Tillman,2569681,WR,CLE,LAC,,,,0.85,,3.76,50.12,0.34,,,,,9.02,36,13,16.50,7.48
Tank Dell,2569813,WR,HOU,@NYJ,,,,5.42,0.03,4.48,58.12,0.38,,,,0.06,10.93,20,14,15.60,4.67
Jakobi Meyers,2562492,WR,LV,@CIN,1.04,,,1.8,,5.28,59.55,0.42,,,,0.07,11.20,16,15,15.10,3.9
Amon-Ra St. Brown,2566073,WR,DET,@GB,,,,2.19,,6.76,75.03,0.45,,,,0.13,13.54,6,16,15.10,1.56
