PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Myles Garrett,2557965,DL,CLE,CHI,6,1,4.5,4,,,,,,,,,,,6,,,6.64,1,29.00,6.64,22.36
Javon Hargrave,2555239,DL,PHI,@DAL,4,2,2,1,,1,,,,,,,,,2,,,5.40,2,18.40,5.4,13.0
Christian Wilkins,2562782,DL,MIA,@LV,6,1,1,2,,,,,,,,,,,1,,,5.25,3,16.50,5.25,11.25
Darrell Taylor,2565198,DL,SEA,@MIN,5,1,1,,,1,,,,,,,,,,,,2.35,4,14.80,2.35,12.45
Aaron Donald,2543485,DL,LA,TB,2,1,1,1,,1,,,,,,,,1,1,,,6.96,5,14.20,6.96,7.24
Jadeveon Clowney,2543456,DL,CLE,CHI,2,1,2,2,,,,,,,,,,,5,,,5.65,6,13.70,5.65,8.05
Zach Sieler,2561129,DL,MIA,@LV,4,5,,,,,,,,,,,,1,,,,3.72,7,13.30,3.72,9.58
Deatrich Wise,2558000,DL,NE,NO,5,1,0.5,1,,,,,,,,,,,1,,,4.94,8,12.30,4.94,7.36
Sam Hubbard,2560745,DL,CIN,@PIT,3,3,1,1,,,,,,,,,,,2,,,7.68,9,12.00,7.68,4.32
Michael Danna,2564262,DL,KC,LAC,2,,1,1,,1,,,,,,,,,3,,,5.21,10,11.90,5.21,6.69
Dante Fowler Jr.,2553431,DL,ATL,@NYG,1,2,1,,,1,,,,,,,,1,1,,,,11,11.80,,
Al-Quadin Muhammad,2558131,DL,IND,@TEN,5,2,,1,,,,,,,,,,,,,,3.66,12,11.60,3.66,7.94
Quinnen Williams,2562599,DL,NYJ,@DEN,3,1,1.5,1,,,,,,,,,,,2,,,5.94,13,11.40,5.94,5.46
