PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Dorance Armstrong,2560959,DL,WAS,@ARI,1.37,1.15,0.34,0.46,,0.06,0.06,,,,,,,0.06,0.8,,,4.94,35,1,15.20,10.26
Nick Bosa,2562629,DL,SF,NE,1.97,0.99,0.93,1.05,,0.12,,,,,,,,0.12,2.28,,,8.84,3,2,15.10,6.26
Emmanuel Ogbah,2555278,DL,MIA,TEN,,,,,,,,,,,,,,,,,,0.00,383,3,14.30,14.3
Chris Jones,2556369,DL,KC,@LAC,1.32,0.69,0.6,0.8,,0.11,0.06,,,,,,,0.23,1.61,,,6.62,15,4,13.60,6.98
Myles Garrett,2557965,DL,CLE,@LV,1.78,0.78,0.76,0.89,,0.1,0.05,,,,,,,0.16,1.52,,,7.55,5,5,13.00,5.45
Montez Sweat,2562749,DL,CHI,LAR,1.75,1.09,0.63,0.42,,0.12,,,,,,,,0.24,1.57,,,6.97,8,6,13.00,6.03
Deatrich Wise,2558000,DL,NE,@SF,1.56,1.36,0.23,0.2,,0.05,,,,,,,,0.1,0.4,,,4.54,43,7,11.90,7.36
Adam Butler,2558924,DL,LV,CLE,0.22,0.11,0.05,,,,,,,,,,,,,,,0.50,166,8,11.70,11.2
Kevin Givens,2562655,DL,SF,NE,0.19,0.13,0.13,0.06,,,,,,,0.06,,,,,,,0.95,120,9,11.60,10.65
Braden Fiske,2572195,DL,LAR,@CHI,1.24,0.73,0.34,0.56,,0.06,,,,,,,,0.06,0.79,,,4.57,42,10,11.20,6.63
Payton Turner,2566355,DL,NO,@ATL,,,,,,,,,,,,,,,,,,0.00,464,11,11.10,11.1
Sebastian Joseph-Day,2561079,DL,TEN,@MIA,1.35,1.62,0.19,0.05,,0.05,0.05,,,,0.05,,,,0.22,,,3.99,50,12,10.80,6.81
Jonathan Allen,2557844,DL,WAS,@ARI,2.03,1.37,0.38,0.6,,,,,,,,,,0.05,0.99,,,6.15,19,13,10.60,4.45
Cameron Heyward,2508109,DL,PIT,@IND,1.84,1.24,0.41,0.47,,0.06,0.06,,,,,,,0.12,0.71,,,5.95,24,14,10.40,4.45
Maliek Collins,2555400,DL,SF,NE,1.32,1.05,0.33,0.46,,,,,,,,,,0.07,0.86,,,4.57,41,15,10.10,5.53
Logan Hall,2568303,DL,TB,PHI,0.57,0.57,0.17,0.11,,,,,,,,,,,0.17,,,1.79,102,16,10.10,8.31
Dre'Mont Jones,2562412,DL,SEA,@DET,1.84,1.54,0.39,0.34,,0.08,,,,,,,,,0.56,,,5.53,29,17,10.10,4.57
