PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Troy Andersen,2567235,LB,ATL,NO,3.56,1.39,0.09,0.12,,0.06,,,,,,,,0.06,0.24,,,7.01,51,1,32.27,25.26
Jordyn Brooks,2565135,LB,MIA,TEN,3.87,2.51,0.1,0.37,,0.05,0.05,,,,,,,0.21,0.21,,,8.92,34,2,23.90,14.98
Lavonte David,2532828,LB,TB,PHI,4.49,1.99,0.23,,0.06,0.06,0.06,,,,,,,0.28,0.23,0.34,,9.70,25,3,22.80,13.1
E.J. Speed,2562955,LB,IND,PIT,2.46,1.93,0.03,0.47,,0.12,,,,,,,,0.18,0.12,,,6.54,57,4,21.60,15.06
Fred Warner,2560917,LB,SF,NE,4.89,3.06,0.15,0.31,0.12,0.12,,,,,,,,0.61,0.31,,,12.46,1,5,19.30,6.84
Dorian Williams,2569582,LB,BUF,@BAL,3.01,1.64,0.11,0.16,,0.05,,,,,,,,,0.11,,,6.19,63,6,17.20,11.01
Blake Cashman,2562496,LB,MIN,@GB,3.03,2.51,0.14,0.29,,,0.06,,,,,,,0.23,0.29,,,7.55,45,7,17.00,9.45
Robert Spillane,2561596,LB,LV,CLE,4.01,2.47,0.11,0.33,0.05,0.05,0.05,,,,,,,0.22,0.22,1.04,,9.31,28,8,16.80,7.49
Bobby Wagner,2532966,LB,WAS,@ARI,4.67,3.47,0.12,0.54,,,,,,,,,,0.18,0.3,,,10.74,16,9,15.90,5.16
Ventrell Miller,2569906,LB,JAX,@HOU,1.22,0.47,0.36,0.36,0.12,0.11,0.11,,,,,,,,,,,4.29,91,10,15.30,11.01
