PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Lucas Havrisik,2569534,K,BUF,@BAL,,,,,,,,,,,0.00,39,39,0.00,0.0
Brett Maher,2540243,K,FA,Bye,,,,,,,,,,,,40,40,0.00,
Jude McAtamney,2573503,K,NYG,DAL,,,,,,,,,,,0.00,41,41,0.00,0.0
Brandon McManus,2541556,K,GB,MIN,,,,,,,,,,,0.00,42,42,0.00,0.0
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,,43,43,0.00,
Riley Patterson,2567013,K,FA,Bye,,,,,,,,,,,,44,44,0.00,
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,,45,45,0.00,
John Parker Romo,2569101,K,FA,Bye,,,,,,,,,,,,46,46,0.00,
Chad Ryland,2570125,K,ARI,WAS,,,,,,,,,,,0.00,47,47,0.00,0.0
Spencer Shrader,2573175,K,FA,Bye,,,,,,,,,,,,48,48,0.00,
Charlie Smyth,2572330,K,NO,@ATL,,,,,,,,,,,0.00,49,49,0.00,0.0
James Turner,2573148,K,FA,Bye,,,,,,,,,,,,50,50,0.00,
Matthew Wright,2562968,K,SF,NE,,,,,,,,,,,0.00,51,51,0.00,0.0
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,52,52,0.00,
