PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Joe Mixon,2557976,RB,HOU,@DAL,,,,109,3,2,44,,,,,,36.10,20,2,22,2,4,50,2,8,1,1,34.30
Saquon Barkley,2560968,RB,PHI,WAS,,,,146,2,2,52,,,,,,38.20,26,2,28,2,3,67,,,,2,32.80
Breece Hall,2568030,RB,NYJ,IND,,,,78,1,7,43,1,,,,,29.70,16,7,23,7,7,100,,,,3,27.60
David Montgomery,2562502,RB,DET,JAX,,,,75,2,3,20,,,,,,44.80,15,3,18,3,3,100,1,4,1,4,23.00
Josh Jacobs,2562377,RB,GB,@CHI,,,,76,1,4,58,,,,,,25.40,18,4,22,4,5,80,,3,2,5,21.40
Jahmyr Gibbs,2569747,RB,DET,JAX,,,,69,1,1,54,,,,,,44.80,11,1,12,1,1,100,,1,1,6,18.80
De'Von Achane,2570062,RB,MIA,LV,,,,73,1,4,32,,,,,,19.40,17,4,21,4,4,100,1,5,1,7,18.50
J.K. Dobbins,2563548,RB,LAC,CIN,,,,56,2,1,3,,,,,,21.20,11,1,12,1,1,100,1,,1,8,18.40
James Cook,2567328,RB,BUF,KC,,,,20,2,5,7,,,,,,20.10,9,5,14,5,6,83,,,,9,17.20
Chase Brown,2569642,RB,CIN,@LAC,,,,86,,5,57,,,,,,16.80,22,5,27,5,7,71,,,,10,16.80
Javonte Williams,2566049,RB,DEN,ATL,,,,59,1,4,28,,,,,,23.10,9,4,13,4,5,80,,1,,11,16.70
D'Andre Swift,2563965,RB,CHI,GB,,,,71,1,2,13,,,,,,26.60,14,2,16,2,2,100,,,,12,15.40
Brian Robinson,2568348,RB,WAS,@PHI,,,,63,1,1,9,,,,,,26.40,16,1,17,1,1,100,,1,,13,13.70
Kenneth Walker III,2568282,RB,SEA,@SF,,,,54,1,2,5,,,,,,14.40,14,2,16,2,2,100,,1,1,14,12.90
Christian McCaffrey,2557997,RB,SF,SEA,,,,79,,4,27,,,,,,16.10,19,4,23,4,5,80,,,,15,12.60
Austin Ekeler,2559169,RB,WAS,@PHI,,,,7,,8,89,,,,,1,26.40,2,8,10,8,9,89,,,,16,11.60
Najee Harris,2566448,RB,PIT,BAL,,,,63,,4,30,,,,,,20.60,18,4,22,4,5,80,,,,17,11.30
Alvin Kamara,2558019,RB,NO,CLE,,,,67,,4,22,,,,,,11.20,16,4,20,4,4,100,,,,18,10.90
Cam Akers,2564319,RB,MIN,@TEN,,,,25,,2,11,1,,,,,15.90,10,2,12,2,2,100,1,1,1,19,10.60
Roschon Johnson,2569615,RB,CHI,GB,,,,33,1,1,8,,,,,,26.60,10,1,11,1,1,100,,3,1,20,10.60
Derrick Henry,2556075,RB,BAL,@PIT,,,,65,1,,,,,,,1,19.10,13,,13,,,,,1,1,21,10.50
Rhamondre Stevenson,2566343,RB,NE,LAR,,,,73,,4,16,,,,,1,12.60,20,4,24,4,4,100,,,,22,9.90
Ameer Abdullah,2552374,RB,LV,@MIA,,,,1,,3,16,1,,,,,18.50,1,3,4,3,3,100,1,,1,23,9.20
Jaylen Warren,2568493,RB,PIT,BAL,,,,41,,4,27,,,,,,20.60,9,4,13,4,4,100,,,,24,8.80
Kyren Williams,2567862,RB,LAR,@NE,,,,86,,,,,,,,,11.90,15,,15,,,,,,,25,8.60
Alexander Mattison,2562682,RB,LV,@MIA,,,,19,,3,50,,,,,,18.50,5,3,8,3,3,100,,,,26,8.40
Bijan Robinson,2569558,RB,ATL,@DEN,,,,35,,4,28,,,,,,11.70,12,4,16,4,4,100,,,,27,8.30
Justice Hill,2562407,RB,BAL,@PIT,,,,13,,4,28,,,,,,19.10,2,4,6,4,7,57,,,,28,7.60
Jonathan Taylor,2564148,RB,IND,@NYJ,,,,57,,1,3,,,,,,7.90,24,1,25,1,2,50,,,,29,6.50
Kareem Hunt,2557917,RB,KC,@BUF,,,,60,,,,,,,,,9.60,14,,14,,,,,,,30,6.00
Jerome Ford,2567469,RB,CLE,@NO,,,,10,,4,29,,,,,,11.40,5,4,9,4,4,100,,,,31,5.90
Kenneth Gainwell,2566397,RB,PHI,WAS,,,,43,,1,6,,,,,,38.20,4,1,5,1,1,100,,,,32,5.40
Nick Chubb,2561021,RB,CLE,@NO,,,,50,,,,,,,,,11.40,11,,11,,,,,,,33,5.00
Travis Etienne,2566157,RB,JAX,@DET,,,,27,,3,6,,,,,,5.10,12,3,15,3,3,100,,,,34,4.80
Rico Dowdle,2565295,RB,DAL,HOU,,,,28,,2,6,,,,,,10.50,10,2,12,2,5,40,,,,35,4.40
Audric Estimé,2571994,RB,DEN,ATL,,,,16,,3,9,,,,,,23.10,6,3,9,3,3,100,,,,36,4.00
Ezekiel Elliott,2555224,RB,DAL,HOU,,,,8,,3,16,,,,,,10.50,1,3,4,3,3,100,,,,37,3.90
Tony Pollard,2562699,RB,TEN,MIN,,,,15,,2,14,,,,,,5.70,9,2,11,2,4,50,,,,38,3.90
Aaron Jones,2558116,RB,MIN,@TEN,,,,39,,1,4,,,,,1,15.90,15,1,16,1,1,100,,,,39,3.80
Blake Corum,2572189,RB,LAR,@NE,,,,21,,1,7,,,,,,11.90,5,1,6,1,1,100,,,,40,3.30
Gus Edwards,2561324,RB,LAC,CIN,,,,27,,,,,,,,,21.20,6,,6,,,,,,,41,2.70
Antonio Gibson,2565276,RB,NE,LAR,,,,18,,1,2,,,,,,12.60,4,1,5,1,1,100,,,,42,2.50
