PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Younghoe Koo,2559205,K,ATL,TB,2.33,0.06,,0.48,0.54,0.42,0.36,,,,8.69,4,1,17.60,8.91
Ka'imi Fairbairn,2556521,K,HOU,BUF,2.86,0.12,,0.43,0.55,0.43,0.24,,,0.06,8.30,7,2,16.00,7.7
Chase McLaughlin,2563203,K,TB,@ATL,1.99,0.11,,0.4,0.51,0.4,0.28,,,0.06,7.33,17,3,16.00,8.67
Will Reichard,2572273,K,MIN,NYJ,2.11,0.1,,0.3,0.45,0.35,0.15,,,0.05,6.16,28,4,16.00,9.84
Harrison Butker,2558245,K,KC,NO,3.08,0.12,,0.48,0.6,0.42,0.3,,,,9.14,2,5,14.00,4.86
Cam Little,2572147,K,JAX,IND,2.33,0.12,,0.35,0.52,0.35,0.17,,,,6.83,22,6,14.00,7.17
Wil Lutz,2556601,K,DEN,LV,1.98,0.11,,0.38,0.44,0.38,0.22,,,0.05,6.68,24,7,13.00,6.32
Justin Tucker,2536340,K,BAL,@CIN,2.92,0.06,,0.49,0.55,0.55,0.3,,,,9.56,1,8,13.00,3.44
Jason Sanders,2561153,K,MIA,@NE,2.49,0.11,,0.38,0.43,0.43,0.16,,,0.05,7.06,20,9,12.97,5.91
Greg Joseph,2561534,K,NYG,@SEA,2.13,0.24,,0.24,0.47,0.47,0.24,,,,6.62,25,10,11.00,4.38
Chad Ryland,2570125,K,ARI,@SF,1.88,0.24,,0.47,0.47,0.47,0.23,,,,7.01,21,11,11.00,3.99
Matt Gay,2562271,K,IND,@JAX,2.04,0.12,,0.41,0.52,0.41,0.29,,,0.06,7.50,13,12,10.00,2.5
Jason Myers,2553112,K,SEA,NYG,2.25,0.12,,0.42,0.53,0.47,0.18,,,0.06,7.46,14,13,10.00,2.54
Austin Seibert,2562729,K,WAS,CLE,1.79,0.06,,0.18,0.54,0.48,0.12,,,0.06,6.23,26,14,10.00,3.77
Brandon Aubrey,2571750,K,DAL,@PIT,2.8,0.12,,0.52,0.52,0.41,0.29,,,0.06,8.59,6,15,9.00,0.41
Dustin Hopkins,2539227,K,CLE,@WAS,2.43,0.12,,0.42,0.53,0.47,0.24,,,0.06,7.94,8,16,9.00,1.06
Tyler Bass,2563596,K,BUF,@HOU,2.61,0.12,,0.42,0.53,0.42,0.24,,,0.06,7.92,10,17,8.00,0.08
Jake Moody,2570308,K,SF,ARI,3.1,0.19,,0.45,0.58,0.45,0.26,,,0.06,8.66,5,18,8.00,-0.66
Brayden Narveson,2573470,K,FA,Bye,2.62,0.12,,0.42,0.48,0.42,0.24,,,0.06,,11,19,7.00,
Chris Boswell,2550545,K,PIT,DAL,1.99,0.11,,0.4,0.51,0.4,0.28,,,,7.39,15,20,6.00,-1.39
Daniel Carlson,2560993,K,LV,@DEN,1.92,0.05,,0.43,0.48,0.37,0.27,,,,7.33,16,21,5.00,-2.33
