PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Greg Zuerlein,2534797,K,NYJ,@MIN,2.31,0.12,,0.4,0.52,0.46,0.29,,,0.06,7.94,9,22,5.00,-2.94
Evan McPherson,2565953,K,CIN,BAL,2.89,0.12,,0.42,0.48,0.54,0.3,,,,8.89,3,23,4.00,-4.89
Eddy Pineiro,2560842,K,CAR,@CHI,1.84,0.11,,0.33,0.43,0.33,0.22,,,,6.21,27,24,4.00,-2.21
Cairo Santos,2550636,K,CHI,CAR,2.21,0.12,,0.42,0.48,0.48,0.24,,,,7.67,12,25,3.00,-4.67
Joey Slye,2563132,K,NE,MIA,1.92,0.11,,0.4,0.45,0.4,0.23,,,0.06,6.83,23,26,3.00,-3.83
Ramiz Ahmed,2563692,K,FA,Bye,,,,,,,,,,,,29,27,0.00,
Mike Badgley,2560965,K,DET,Bye,,,,,,,,,,,,30,28,0.00,
Jake Bates,2571759,K,DET,Bye,,,,,,,,,,,,31,29,0.00,
Tanner Brown,2569984,K,FA,Bye,,,,,,,,,,,,32,30,0.00,
Anders Carlson,2569750,K,SF,ARI,,,,,,,,,,,0.00,33,31,0.00,0.0
Cameron Dicker,2568435,K,LAC,Bye,,,,,,,,,,,,34,32,0.00,
Jake Elliott,2558172,K,PHI,Bye,,,,,,,,,,,,35,33,0.00,
Nick Folk,2507225,K,TEN,Bye,,,,,,,,,,,,36,34,0.00,
Graham Gano,71309,K,NYG,@SEA,,,,,,,,,,,0.00,37,35,0.00,0.0
Alex Hale,2573890,K,GB,@LAR,,,,,,,,,,,0.00,38,36,0.00,0.0
Lucas Havrisik,2569534,K,BUF,@HOU,,,,,,,,,,,0.00,39,37,0.00,0.0
Brett Maher,2540243,K,FA,Bye,,,,,,,,,,,,40,38,0.00,
Jude McAtamney,2573503,K,NYG,@SEA,,,,,,,,,,,0.00,41,39,0.00,0.0
Brandon McManus,2541556,K,GB,@LAR,,,,,,,,,,,0.00,42,40,0.00,0.0
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,,43,41,0.00,
Riley Patterson,2567013,K,FA,Bye,,,,,,,,,,,,44,42,0.00,
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,,45,43,0.00,
Matt Prater,2506677,K,ARI,@SF,,,,,,,,,,,0.00,46,44,0.00,0.0
John Parker Romo,2569101,K,FA,Bye,,,,,,,,,,,,47,45,0.00,
Spencer Shrader,2573175,K,FA,Bye,,,,,,,,,,,,48,46,0.00,
Charlie Smyth,2572330,K,NO,@KC,,,,,,,,,,,0.00,49,47,0.00,0.0
James Turner,2573148,K,FA,Bye,,,,,,,,,,,,50,48,0.00,
Matthew Wright,2562968,K,SF,ARI,,,,,,,,,,,0.00,51,49,0.00,0.0
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,52,50,0.00,
Blake Grupe,2571234,K,NO,@KC,2.06,0.11,,0.38,0.49,0.38,0.27,,,0.05,7.16,18,51,-2.00,-9.16
Joshua Karty,2572201,K,LAR,GB,2.44,0.11,,0.39,0.44,0.44,0.17,,,0.06,7.15,19,52,-2.00,-9.15
